seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_13629	22827	4	N	N	1	*	*,13629,*
contig_22953	22815	4	N	N	1	*	*,22953,*
contig_7920	22811	5	N	N	1	*	*,7920,*
contig_24652	22797	4	N	N	1	*	*,24652,*
contig_4419	22788	10	N	N	1	*	*,4419,*
contig_22578	22787	4	N	Y	1	*	22578,*
contig_6453	22780	5	N	N	1	*	-24162,6453,-1225,1266
contig_9333	22771	8	N	N	1	*	*,9333,*
contig_18155	22765	4	N	N	1	*	*,18155,*
contig_17594	22764	5	N	N	1	*	*,17594,*
contig_23348	22758	10	N	N	1	*	*,23348,*
contig_872	22758	16	N	N	1	*	872
contig_13996	22757	5	N	N	1	*	*,13996,*
contig_7681	22752	5	N	N	1	*	*,7681,*
contig_25119	22749	6	N	N	1	*	*,25119,*
contig_8658	22744	7	N	N	1	*	*,8658,*
contig_3551	22737	11	N	N	1	*	*,3551,*
contig_13513	22735	6	N	N	1	*	*,13513,*
contig_3042	22735	14	N	Y	1	4888	*,3042,*
contig_12839	22734	6	N	N	1	*	*,12839,*
contig_10461	22727	4	N	N	1	*	*,10461,*
contig_24181	22722	8	N	N	1	*	*,24181,*
contig_19074	22719	4	N	N	1	*	*,19074,*
contig_5164	22719	4	N	N	1	*	*,5164,*
contig_2426	22718	15	N	N	1	*	-8005,2389,2426,-5005
contig_6191	22718	5	N	N	1	*	6184,6185,6191
contig_22674	22708	5	N	N	1	*	*,22674,*
contig_12274	22702	11	N	N	2	*	*,12274,-24992,*
contig_25042	22688	9	N	N	1	*	*,25042,*
contig_16736	22677	3	N	N	1	*	*,16736,*
contig_11107	22672	5	N	N	1	*	*,11107,*
contig_8675	22672	7	N	N	1	*	8665,8672,8675,-3868,-3844
contig_25480	22660	8	N	N	1	*	*,25480,*
contig_22426	22659	7	N	N	1	*	*,22426,*
contig_8610	22642	10	N	N	1	*	*,8610,*
contig_1561	22640	5	N	N	1	*	1561,*
contig_23891	22637	4	N	N	1	*	*,23891,*
contig_11481	22635	5	N	N	1	*	*,11481,*
contig_19111	22630	5	N	N	1	*	*,19111,*
contig_25144	22628	6	N	N	1	*	*,25144,*
contig_18941	22620	3	N	N	1	*	*,18941,*
contig_24419	22614	4	N	N	1	*	*,24419,*
contig_14242	22604	6	N	N	1	*	*,14242,*
contig_7313	22603	4	N	N	1	*	*,7313,*
contig_6505	22588	11	N	N	1	*	*,6505,*
contig_11000	22586	5	N	N	1	*	*,11000,*
contig_1256	22582	51	Y	N	1	*	1256
contig_14887	22579	3	N	N	1	*	*,14887,*
contig_16868	22570	4	N	N	1	*	*,16868,*
contig_10770	22566	4	N	N	1	*	*,10770,*
contig_9460	22559	46	N	Y	2	*	9460
contig_22164	22557	5	N	N	1	*	*,22164,*
contig_16879	22553	3	N	N	1	*	*,16879,*
contig_14332	22553	4	N	N	1	*	*,14332,*
contig_1058	22551	5	N	N	1	*	-1032,1058,*
contig_9078	22538	4	N	N	1	*	*,9078,*
contig_25906	22533	6	N	N	1	*	*,25906,*
contig_460	22524	6	N	N	1	*	-461,-23444,-328,-340,460,-359,463,3663,-466
contig_3353	22519	16	N	N	1	*	-3370,-3369,3372,3350,3346,3353,*
contig_24549	22517	3	N	N	1	*	*,24549,*
contig_16559	22514	3	N	N	1	*	*,16559,*
contig_10618	22509	4	N	N	1	*	*,10618,*
contig_25969	22509	11	N	N	1	*	*,25969,*
contig_9905	22507	3	N	N	1	*	*,9905,*
contig_5215	22502	6	N	N	1	*	*,5215,*
contig_10778	22499	6	N	N	1	*	*,10778,*
contig_4919	22497	5	N	N	1	*	4919,*
contig_23042	22496	5	N	N	1	*	*,23042,*
contig_6583	22490	5	N	N	1	*	*,6583,*
contig_8567	22487	7	N	N	1	*	*,8567,*
contig_24126	22487	6	N	N	1	*	*,24126,*
contig_22796	22480	3	N	N	1	*	*,22796,*
contig_5217	22475	6	N	N	1	*	*,5217,*
contig_9116	22472	4	N	N	1	*	*,9116,*
contig_12124	22472	7	N	N	1	*	*,12124,*
contig_22223	22464	3	N	N	1	*	*,22223,*
contig_943	22463	7	N	N	1	*	-784,-783,-828,943,1425
contig_25160	22446	4	N	N	1	*	*,25160,*
contig_22576	22442	4	N	N	1	*	*,22576,*
contig_20833	22436	7	N	N	1	*	*,20833,*
contig_22319	22431	6	N	N	1	*	*,22319,*
contig_3859	22428	48	N	Y	1	*	3859
contig_6526	22428	192	N	Y	8	*	6526
contig_20610	22427	7	N	N	1	*	*,20610,*
contig_22515	22423	4	N	N	1	*	*,22515,*
contig_5589	22394	9	N	N	1	*	*,5589,*
contig_20372	22392	4	N	N	1	*	*,20372,*
contig_13027	22387	6	N	N	1	*	*,13027,*
contig_24668	22386	6	N	N	1	*	*,24668,*
contig_4572	22380	9	N	N	1	*	4507,4507,4507,4572,*
contig_15745	22378	7	N	N	1	*	*,15745,*
contig_12261	22376	3	N	N	1	*	12261
contig_8816	22375	4	N	N	1	*	*,8816,*
contig_11051	22372	4	N	N	1	*	*,11051,*
contig_21421	22370	4	N	N	1	*	*,21421,*
contig_17379	22362	3	N	N	1	*	*,17379,*
contig_23579	22353	5	N	N	1	*	*,23579,*
contig_8328	22352	13	N	N	1	*	24445,24445,8328,10846
contig_11269	22341	5	N	N	1	*	*,11269,*
contig_9501	22340	3	N	N	1	*	*,9501,*
contig_8853	22339	5	N	N	1	*	*,8853,*
contig_12054	22332	8	N	N	1	*	*,12054,*
contig_4553	22332	9	N	N	1	*	4507,4507,4507,4553
contig_22363	22327	5	N	N	1	*	*,22363,*
contig_20948	22325	4	N	N	1	*	*,20948,*
contig_8482	22317	4	N	N	1	*	*,8482,*
contig_21383	22304	4	N	N	1	*	*,21383,*
contig_3243	22299	53	N	Y	2	*	3243
contig_15419	22282	3	N	N	1	*	*,15419,*
contig_22941	22259	4	N	N	1	*	*,22941,*
contig_21571	22250	6	N	N	1	*	*,21571,*
contig_24531	22249	10	N	N	1	*	*,24531,*
contig_21519	22241	3	N	N	1	*	*,21519,*
contig_10718	22236	8	N	N	1	*	*,10718,*
contig_8826	22236	9	N	N	1	*	*,8826,*
contig_477	22235	3	N	N	1	*	-23448,352,477,5882
contig_5587	22227	3	N	N	1	*	*,25066,5587,*
contig_14052	22221	7	N	N	1	*	*,14052
contig_1407	22206	7	N	N	1	*	1407,7574,7574,7575
contig_19318	22187	3	N	N	1	*	*,19318,*
contig_22592	22175	6	N	N	1	*	*,22592,*
contig_23093	22171	7	N	N	1	*	*,23093,*
contig_25551	22154	3	N	N	1	*	*,25551,*
contig_2666	22153	29	N	N	1	*	23699,2666,-2560,-2559,2667,-2621,-2620,23717
contig_25460	22151	4	N	N	1	*	*,25460,*
contig_8108	22143	3	N	N	1	*	*,8108,*
contig_12593	22140	3	N	N	1	*	*,12593,*
contig_9625	22138	3	N	N	1	*	*,9625,*
contig_6984	22137	29	N	N	4	*	6984
contig_23195	22134	5	N	N	1	*	*,23195,*
contig_10686	22132	9	N	N	1	*	*,10686,*
contig_11030	22129	4	N	N	1	*	*,11030,*
contig_23201	22118	7	N	N	1	*	*,23201,*
contig_22473	22117	3	N	N	1	*	*,22473,*
contig_18943	22113	3	N	N	1	*	*,18943,*
contig_14180	22108	7	N	N	1	*	*,14180,*
contig_23916	22108	8	N	N	1	*	23916,*
contig_6484	22096	11	N	N	1	*	*,6484,*
contig_22678	22092	5	N	N	1	*	*,22678,*
contig_24393	22087	33	N	N	1	*	8005,-8006,24393,-8007,-2432
contig_4062	22081	6	N	N	1	*	*,4062,*
contig_20340	22062	9	N	N	1	*	*,20339,20340,*
contig_24009	22061	6	N	N	1	*	*,24009,*
contig_25440	22057	4	N	N	1	*	*,25440,*
contig_16029	22050	4	N	N	1	*	*,16029,*
contig_10482	22049	5	N	N	1	*	*,10482,*
contig_24285	22045	4	N	N	1	*	*,24285,*
contig_25025	22041	4	N	N	1	*	*,25025,*
contig_15639	22040	4	N	N	1	*	*,15639,*
contig_10793	22038	95	N	Y	3	4860	10793
contig_25403	22034	7	N	N	1	*	*,25403,*
contig_4465	22033	6	N	N	1	*	-13769,4465,*
contig_22241	22031	7	N	N	1	*	*,22241,*
contig_3376	22028	4	N	N	1	*	*,3376,*
contig_18002	22024	5	N	N	1	*	*,18002,*
contig_7852	22021	6	N	N	1	*	*,7852,*
contig_11007	22006	9	N	Y	1	376	*,11007,*
contig_23131	21998	4	N	N	1	*	*,23131,*
contig_23431	21998	8	N	N	1	*	111,111,23431,*
contig_25779	21995	5	N	N	1	*	*,25779,*
contig_2748	21991	14	N	N	1	*	-2638,-2562,-2562,2748
contig_20164	21986	4	N	N	1	*	*,20164,*
contig_17171	21986	6	N	N	1	*	*,17171,*
contig_9705	21985	4	N	N	1	*	*,9705,*
contig_15074	21972	5	N	N	1	*	*,15074,*
contig_8877	21971	4	N	N	1	*	*,-8395,8877,*
contig_2799	21970	31	N	N	1	*	2799,8970
contig_10659	21967	9	N	N	1	*	23622,10659,-10666,-10664,-10664,-10664,-10664,-10664
contig_23759	21965	4	N	N	1	*	*,23759,*
contig_17807	21964	5	N	N	1	*	*,17807,*
contig_10907	21960	11	N	N	1	*	*,10907,*
contig_3062	21950	12	N	Y	1	4902	*,3062,*
contig_13624	21947	9	N	N	1	*	*,13624,*
contig_19818	21945	3	N	N	1	*	*,19818,*
contig_12899	21936	3	N	N	1	*	*,12899,*
contig_14623	21922	4	N	N	1	*	*,14623,*
contig_6416	21917	16	N	N	1	*	-6414,6416,-8730
contig_14187	21912	11	N	Y	1	522	*,14187,*
contig_20317	21901	10	N	N	1	*	*,20317,*
contig_10841	21898	3	N	N	1	*	*,10841,*
contig_19026	21896	4	N	N	1	*	*,19026,*
contig_2120	21893	6	N	N	1	*	2079,2120,*
contig_456	21891	4	N	N	1	*	-361,456,463
contig_12801	21880	3	N	N	1	*	*,12801,*
contig_24328	21877	10	N	N	1	*	*,24328,*
contig_8888	21875	5	N	N	1	*	*,8888,*
contig_23368	21872	4	N	N	1	*	*,23368,*
contig_17624	21836	3	N	N	1	*	*,17624,*
contig_14690	21831	3	N	N	1	*	*,14690,*
contig_5160	21831	17	N	Y	1	5524	*,5160,*
contig_21959	21827	5	N	N	1	*	*,21959,*
contig_6970	21827	5	N	N	1	*	6970,-8876,*
contig_11783	21827	4	N	N	1	*	*,11783,*
contig_22333	21819	5	N	N	1	*	*,22333,*
contig_3114	21816	3	N	N	1	*	3114,*
contig_12200	21815	3	N	N	1	*	*,12200,*
contig_18832	21807	3	N	N	1	*	*,18832,*
contig_13576	21795	5	N	N	1	*	*,13576,*
contig_14136	21791	3	N	N	1	*	*,14136,*
contig_18176	21787	5	N	N	1	*	*,18176,*
contig_22125	21784	8	N	N	1	*	*,22125,*
contig_22117	21782	4	N	N	1	*	*,22117,*
contig_13606	21765	4	N	N	1	*	*,13606,*
contig_7804	21764	6	N	Y	1	*	*,7804
contig_25503	21764	5	N	N	1	*	*,25503,*
contig_5142	21762	3	N	N	1	*	*,5142,*
contig_15833	21755	5	N	N	1	*	*,15833,*
contig_21971	21747	6	N	N	1	*	*,21971,*
contig_12376	21744	5	N	N	1	*	*,12376,*
contig_11610	21743	4	N	N	1	*	*,11610,*
contig_23088	21735	10	N	N	1	*	*,23088,*
contig_23147	21724	4	N	N	1	*	*,23147,*
contig_9599	21710	6	N	N	1	*	*,9599,*
contig_6398	21709	4	N	N	1	*	6375,6398,*
contig_14682	21708	3	N	N	1	*	*,14682,*
contig_22370	21696	5	N	N	1	*	*,22370,*
contig_23336	21691	3	N	N	1	*	*,23336,*
contig_5660	21690	4	N	N	1	*	*,5660,*
contig_5851	21688	3	N	N	1	*	*,5851,*
contig_17445	21687	3	N	N	1	*	*,17445,*
contig_24212	21685	6	N	N	1	*	*,24212,*
contig_24596	21684	11	N	N	1	*	*,24596,*
contig_18478	21682	3	N	N	1	*	*,18478,*
contig_13449	21668	4	N	N	1	*	*,13449,*
contig_445	21665	6	N	N	1	*	342,445,-345,-344,-23464
contig_16178	21664	5	N	N	1	*	*,16178,*
contig_11798	21661	5	N	N	1	*	*,11798,*
contig_17595	21660	4	N	N	1	*	*,17595,*
contig_12349	21660	3	N	N	1	*	*,12349,*
contig_9608	21653	13	N	N	1	*	25764,9608
contig_13246	21647	5	N	N	1	*	*,13246,*
contig_8574	21643	6	N	N	1	*	*,8574,*
contig_22559	21639	5	N	N	1	*	*,22559,*
contig_1039	21631	10	N	N	1	*	1039
contig_7744	21629	27	N	Y	1	*	7744
contig_1377	21626	5	N	N	1	*	*,1377,*
contig_7624	21624	7	N	N	1	*	*,7624,*
contig_23906	21623	8	N	N	1	*	23906,*
contig_12805	21611	4	N	N	1	*	*,12805,*
contig_16775	21610	3	N	N	1	*	*,16775,*
contig_946	21606	26	N	N	1	*	-808,-800,939,7221,-880,-794,946
contig_14324	21596	3	N	N	1	*	*,14324,*
contig_12088	21593	4	N	N	1	*	*,12088,*
contig_16565	21590	4	N	N	1	*	*,16565,*
contig_6490	21580	8	N	N	1	*	*,-6491,6490,*
contig_25702	21577	5	N	N	1	*	*,25702,*
contig_19183	21576	6	N	N	1	*	*,19183,*
contig_5969	21571	6	N	N	1	*	*,5969,*
contig_10433	21549	7	N	N	1	*	*,10433,*
contig_18732	21544	3	N	N	1	*	*,18732,*
contig_9255	21531	3	N	N	1	*	*,9255,*
contig_14023	21522	13	N	N	1	*	*,14023,*
contig_9614	21504	6	N	N	1	*	*,9614,*
contig_10509	21503	5	N	N	1	*	*,10509,*
contig_9876	21502	5	N	N	1	*	*,9876,*
contig_25066	21500	7	N	Y	1	*	*,25066
contig_19935	21498	3	N	N	1	*	*,19935,*
contig_24662	21497	6	N	N	1	*	*,24662,*
contig_12196	21490	10	N	N	1	*	*,12196,*
contig_24733	21485	9	N	N	1	*	*,24733,*
contig_1103	21482	32	N	N	1	*	*,1103,*
contig_17262	21482	4	N	N	1	*	*,17262,*
contig_8269	21480	5	N	N	1	*	*,8269,*
contig_22424	21477	3	N	N	1	*	*,22424,*
contig_11141	21471	7	N	N	1	*	11141,-18289
contig_11206	21467	5	N	N	1	*	*,11206,*
contig_17643	21464	10	N	N	1	*	*,17643,*
contig_2138	21460	22	N	Y	1	*	*,2138
contig_24175	21454	4	N	N	1	*	*,24175,*
contig_23375	21452	3	N	N	1	*	*,23375,*
contig_1459	21442	10	N	N	1	*	-1537,1459
contig_9248	21440	6	N	N	1	*	*,9248,*
contig_12410	21439	4	N	N	1	*	*,12410,*
contig_24192	21429	7	N	N	1	*	*,24192,*
contig_24674	21422	4	N	N	1	*	*,24674,*
contig_8171	21416	8	N	N	1	*	*,8171,*
contig_21066	21416	4	N	N	1	*	*,21066,*
contig_4226	21402	7	N	N	1	*	*,4226,*
contig_7	21392	4	N	N	1	*	*,7,*
contig_23965	21386	6	N	N	1	*	*,23965,*
contig_15153	21377	3	N	N	1	*	*,15153,*
contig_16018	21375	7	N	N	1	*	*,16018
contig_17721	21368	3	N	N	1	*	*,17721,*
contig_13175	21361	3	N	N	1	*	*,13175,*
contig_12990	21351	24	N	N	1	*	*,12990,*
contig_23171	21351	4	N	N	1	*	*,23171,*
contig_25653	21349	5	N	N	1	*	*,25653,*
contig_7761	21342	3	N	N	1	*	*,7761,*
contig_20674	21340	7	N	N	1	*	*,20674,*
contig_16741	21333	5	N	N	1	*	*,16741,*
contig_19720	21321	5	N	N	1	*	*,19720,*
contig_1709	21319	15	N	N	1	*	1709,-1798
contig_22759	21319	3	N	N	1	*	*,22759,*
contig_24657	21317	9	N	N	1	*	*,24657,*
contig_7374	21305	4	N	N	1	*	*,7374,*
contig_16206	21285	3	N	N	1	*	*,16206,*
contig_24268	21281	6	N	N	1	*	*,24268,*
contig_8500	21280	5	N	N	1	*	*,8500,*
contig_2701	21279	15	N	Y	1	*	2701
contig_13263	21276	3	N	N	1	*	*,13263,*
contig_16989	21271	3	N	N	1	*	*,16989,*
contig_24606	21270	9	N	N	1	*	*,24606,*
contig_5459	21254	3	N	N	1	*	*,5459,*
contig_5925	21252	4	N	N	1	*	*,5925,*
contig_11148	21238	3	N	N	1	*	*,11148,*
contig_23490	21234	8	N	N	2	*	*,23490,*
contig_4380	21233	5	N	N	1	*	*,4380,*
contig_3889	21229	5	N	N	1	*	*,3889,*
contig_18144	21226	7	N	N	1	*	*,18144,*
contig_18902	21221	3	N	N	1	*	*,18902,*
contig_5016	21220	3	N	N	1	*	*,5016,*
contig_25227	21209	7	N	N	1	*	*,25227,*
contig_14112	21208	6	N	N	1	*	*,14112,*
contig_8794	21206	4	N	N	1	*	*,8794,*
contig_23623	21192	85	N	Y	3	*	23623
contig_7580	21189	5	N	N	1	*	*,7580,*
contig_6299	21176	4	N	N	1	*	*,6299,*
contig_7419	21170	4	N	N	1	*	*,7419,*
contig_17122	21161	6	N	N	1	*	*,17122,*
contig_24574	21142	44	N	Y	2	5412	*,24574,*
contig_6578	21120	6	N	N	1	*	-6577,6578,-6576,-24183,*
contig_5908	21110	20	N	N	1	*	5908
contig_2541	21105	74	N	Y	3	*	2541
contig_15199	21104	4	N	N	1	*	*,15199,*
contig_11309	21101	10	N	N	2	*	*,11309,*
contig_20742	21090	4	N	N	1	*	*,20742,*
contig_22364	21087	4	N	N	1	*	*,22364,*
contig_2096	21078	5	N	N	1	*	3143,-2107,-2081,2096,9101
contig_14001	21060	4	N	N	1	*	14001,*
contig_24391	21057	7	N	N	1	*	*,24391,*
contig_7511	21056	8	N	N	1	*	*,7511,*
contig_13832	21048	7	N	N	1	*	*,13832,*
contig_13958	21044	3	N	N	1	*	*,13958,*
contig_20794	21040	3	N	N	1	*	*,20794,*
contig_1810	21038	14	N	N	1	*	1771,1721,1810,-1742
contig_9933	21029	6	N	N	1	*	*,9933
contig_12746	21029	4	N	N	1	*	*,12746,*
contig_12702	21028	4	N	N	1	*	*,12702,*
contig_7426	21025	31	N	N	1	*	7426,*
contig_23786	21014	9	N	N	1	*	*,23786,*
contig_23290	21014	4	N	N	1	*	*,23290,*
contig_19452	21009	15	N	N	1	*	*,19452,*
contig_9051	21008	3	N	N	1	*	*,9051,*
contig_22884	21006	7	N	N	1	*	*,22884,*
contig_4133	21000	6	N	N	1	*	4079,4079,4080,4080,4080,4080,4080,4080,4080,4080,4080,4080,4074,4133,12
contig_24219	20996	11	N	N	1	*	*,24219,*
contig_5338	20986	3	N	N	1	*	-21839,5338,*
contig_22344	20986	43	N	Y	2	5982	*,22344,*
contig_10405	20986	4	N	N	1	*	*,10405,*
contig_7924	20977	8	N	N	1	*	*,7924,*
contig_22924	20972	4	N	N	1	*	*,22924,*
contig_17999	20970	3	N	N	1	*	*,17999,*
contig_9262	20965	5	N	N	1	*	*,9262,*
contig_25683	20964	3	N	N	1	*	*,25683,*
contig_8927	20960	8	N	N	1	*	*,8927,*
contig_24730	20955	9	N	N	1	*	*,24730,*
contig_17361	20949	3	N	N	1	*	*,17361,*
contig_19991	20948	3	N	N	1	*	*,19991,*
contig_12822	20947	6	N	N	1	*	*,12822,*
contig_23812	20942	10	N	Y	1	*	23812,*
contig_13725	20937	5	N	N	1	*	*,13725,*
contig_23642	20937	7	N	N	1	*	*,23642,*
contig_14377	20934	4	N	N	1	*	*,14377,*
contig_8398	20931	58	Y	N	2	*	8398
contig_15843	20929	6	N	N	1	*	*,15843,*
contig_14266	20926	4	N	N	1	*	*,14266,*
contig_22714	20918	7	N	N	1	*	*,22714,*
contig_10918	20912	3	N	N	1	*	*,10918,*
contig_3021	20906	12	N	N	1	*	-3017,3021
contig_10886	20897	4	N	N	1	*	*,10886,*
contig_22389	20891	8	N	N	1	*	*,22389,*
contig_5885	20890	4	N	N	1	*	*,5885,*
contig_14504	20889	3	N	N	1	*	*,14504,*
contig_25261	20888	4	N	N	1	*	*,25261,*
contig_25804	20880	5	N	N	1	*	*,25804,*
contig_9588	20866	6	N	N	1	*	*,9588,*
contig_25867	20861	5	N	N	1	*	*,25867,*
contig_25104	20850	5	N	N	1	*	*,25104,*
contig_13752	20844	3	N	N	1	*	*,13752,*
contig_16328	20832	3	N	N	1	*	*,16328,*
contig_12589	20828	6	N	N	1	*	*,12589,*
contig_4398	20828	3	N	N	1	*	*,4398,*
contig_23298	20825	3	N	N	1	*	*,23298,*
contig_11950	20817	9	N	N	1	*	*,11950,*
contig_5335	20816	10	N	N	1	*	*,5335,*
contig_19164	20814	3	N	N	1	*	*,19164,*
contig_3851	20809	23	N	N	1	*	3850,3851,23840
contig_11158	20808	3	N	N	1	*	*,11158,*
contig_25308	20808	6	N	N	1	*	*,25308,*
contig_21789	20803	4	N	N	1	*	*,21789,*
contig_25292	20800	3	N	N	1	*	*,25292,*
contig_1691	20792	8	N	N	1	*	*,1690,1691,*
contig_13742	20792	4	N	N	1	*	*,13742,*
contig_9335	20789	14	N	Y	1	*	9335,*
contig_23355	20786	4	N	N	1	*	*,23355,*
contig_23392	20767	4	N	N	1	*	*,23392,*
contig_23278	20763	5	N	N	1	*	*,23278,*
contig_15383	20760	18	N	N	1	*	*,-7145,15383,*
contig_7192	20754	5	N	N	1	*	*,7192,*
contig_11277	20751	4	N	N	1	*	*,11277,*
contig_6503	20750	4	N	N	1	*	*,6503,*
contig_6067	20745	159	N	Y	7	*	6067
contig_2307	20741	11	N	N	1	*	-1951,1942,1943,2307
contig_930	20741	6	N	N	1	*	930,4695,4698
contig_15671	20715	5	N	N	1	*	*,15671,*
contig_19954	20711	6	N	N	1	*	*,19954,*
contig_25603	20710	5	N	N	1	*	*,25603,*
contig_19674	20705	6	N	N	1	*	*,19674,*
contig_9199	20701	7	N	Y	1	*	9199
contig_7582	20699	3	N	N	1	*	*,7582,*
contig_12729	20695	5	N	N	1	*	*,12729,*
contig_1879	20690	3	N	N	1	*	*,1879,*
contig_12387	20687	11	N	N	1	*	*,12387,*
contig_25444	20686	8	N	N	1	*	*,25444,*
contig_3514	20677	8	N	N	1	*	*,3514,*
contig_10431	20671	3	N	N	1	*	*,10431,*
contig_17949	20663	4	N	N	1	*	*,17949,*
contig_23636	20659	5	N	N	1	*	*,23636,*
contig_22401	20656	20	N	N	1	*	-2754,23715,22401
contig_9478	20654	10	N	Y	1	*	9478,*
contig_22859	20647	5	N	N	1	*	*,22859,*
contig_23237	20642	7	N	N	1	*	*,23237,*
contig_24620	20640	10	N	N	2	*	*,24620,*
contig_23902	20640	7	N	N	1	*	23902,*
contig_1886	20636	8	N	N	1	*	*,1886,*
contig_22645	20631	4	N	N	1	*	*,22645,*
contig_20760	20627	7	N	N	1	*	*,20760,*
contig_13525	20615	4	N	N	1	*	*,13525,*
contig_4757	20610	3	N	N	1	*	*,4757,*
contig_23648	20590	23	N	Y	1	*	23648
contig_12569	20589	11	N	Y	1	5476	*,12569,*
contig_22890	20588	4	N	N	1	*	*,22890,*
contig_10730	20588	17	N	N	1	*	*,10730,*
contig_13778	20586	4	N	N	1	*	*,13778,*
contig_21876	20581	3	N	N	1	*	*,21876,*
contig_25789	20579	11	N	N	1	*	*,25789,*
contig_7586	20571	4	N	N	1	*	*,7586,*
contig_17641	20570	3	N	N	1	*	*,17641,*
contig_23209	20564	3	N	N	1	*	*,23209,*
contig_8031	20561	8	N	N	1	*	*,8031,*
contig_20073	20556	3	N	Y	1	*	*,20073
contig_17093	20555	5	N	N	1	*	*,17093,*
contig_25162	20547	8	N	N	1	*	*,25162,*
contig_14546	20543	3	N	N	1	*	*,14546,*
contig_20611	20542	4	N	N	1	*	*,20611,*
contig_21298	20534	9	N	N	1	*	*,21298,*
contig_18340	20533	4	N	N	1	*	*,18340,*
contig_16309	20524	4	N	N	1	*	*,16309,*
contig_15705	20523	3	N	N	1	*	*,15705,*
contig_19180	20509	4	N	N	1	*	*,19180,*
contig_14850	20507	4	N	N	1	*	*,14850,*
contig_13762	20506	4	N	N	1	*	*,13762,*
contig_9701	20493	10	N	N	1	*	*,9701,*
contig_22521	20490	5	N	N	1	*	*,22521,*
contig_22994	20490	3	N	N	1	*	*,22994,*
contig_9623	20483	3	N	N	1	*	*,9623,*
contig_10367	20467	3	N	N	1	*	-10369,-10365,10367,-10363
contig_5891	20461	5	N	N	1	*	*,5891,*
contig_9148	20461	10	N	N	1	*	*,9148,*
contig_22018	20460	5	N	N	1	*	*,22018,*
contig_19976	20460	4	N	N	1	*	*,19976,*
contig_13825	20458	3	N	N	1	*	*,13825,*
contig_16638	20455	3	N	N	1	*	*,16638,*
contig_25481	20454	4	N	N	1	*	*,25481,*
contig_5950	20452	3	N	N	1	*	*,5950,*
contig_4350	20446	27	N	N	1	*	4352,4319,4340,4320,4280,4350
contig_9301	20446	22	N	Y	1	*	9301
contig_7448	20441	17	N	Y	1	*	7448
contig_5138	20439	33	N	N	1	*	-6088,5138,5134
contig_17826	20438	3	N	N	1	*	*,17826,*
contig_24166	20429	12	N	N	1	*	*,24166,*
contig_8102	20425	9	N	N	1	*	*,8102,*
contig_21646	20413	7	N	N	1	*	*,21646,*
contig_18431	20408	9	N	N	2	*	*,18431,*
contig_23747	20385	28	N	N	1	*	23747,-24448,-8360
contig_23595	20384	11	N	Y	1	*	23595
contig_22888	20383	4	N	N	1	*	*,22888,*
contig_14298	20376	3	N	N	1	*	*,14298,*
contig_22827	20369	3	N	N	1	*	*,22827,*
contig_13025	20354	6	N	N	1	*	*,13025,*
contig_11601	20352	3	N	N	1	*	*,11601,*
contig_9990	20352	6	N	N	1	*	*,9990,*
contig_11526	20350	3	N	N	1	*	*,11526,*
contig_8066	20339	9	N	N	1	*	*,8066,*
contig_1688	20338	7	N	N	1	*	*,1688,*
contig_15002	20328	4	N	N	1	*	*,15002,*
contig_25756	20322	8	N	N	1	*	*,25756,*
contig_25773	20315	4	N	N	1	*	*,25773,*
contig_22774	20312	4	N	N	1	*	*,22774,*
contig_16802	20312	20	N	N	1	*	-7109,-16801,16802
contig_9397	20310	11	N	Y	1	*	*,9397
contig_1963	20309	5	N	N	1	*	*,1963,*
contig_16803	20300	4	N	N	1	*	*,16803,*
contig_23063	20296	185	N	Y	8	*	23063
contig_15996	20293	5	N	N	1	*	*,15996,*
contig_22443	20286	8	N	N	1	*	*,22443,*
contig_15113	20283	4	N	N	1	*	*,15113,*
contig_25501	20282	3	N	N	1	*	*,25501,*
contig_8462	20282	7	N	N	1	*	*,8462,*
contig_23188	20280	5	N	N	1	*	*,23188,*
contig_2431	20272	15	N	N	1	*	2389,2431,7530
contig_12331	20272	3	N	N	1	*	*,12331,*
contig_10254	20272	4	N	N	1	*	7121,7118,-15461,-10252,10249,10254,10256,10258
contig_25705	20263	6	N	N	1	*	*,25705,*
contig_21802	20261	5	N	N	1	*	22704,25950,21801,21802,-10673,*
contig_14741	20257	3	N	N	1	*	*,14741,*
contig_11735	20252	5	N	N	1	*	*,11735,*
contig_23915	20236	94	N	Y	3	*	23915
contig_6214	20200	26	N	Y	1	5084	*,6214,*
contig_11465	20198	4	N	N	1	*	*,11465,*
contig_12241	20197	7	N	N	1	*	*,12241,*
contig_1290	20188	10	N	Y	1	5852	*,1290,*
contig_5844	20180	5	N	N	1	*	-5847,5844,5845
contig_23414	20180	4	N	N	1	*	*,23414,*
contig_21774	20175	6	N	N	1	*	*,21774,*
contig_17399	20173	4	N	N	1	*	*,17399,*
contig_9945	20165	3	N	N	1	*	*,9945,*
contig_5879	20155	8	N	N	1	*	*,5879,*
contig_6177	20148	6	N	Y	1	*	*,6177
contig_22507	20146	6	N	N	1	*	*,22507,*
contig_7534	20139	7	N	N	1	*	*,7534,*
contig_16890	20135	4	N	N	1	*	*,16890,*
contig_6047	20129	4	N	N	1	*	-6046,6047,-3606
contig_755	20106	5	N	N	1	*	*,755,*
contig_23776	20101	6	N	N	1	*	*,23776,*
contig_24697	20096	7	N	N	1	*	*,24697,*
contig_24538	20093	9	N	N	1	*	*,24538,*
