contigName	contigLen	totalAvgDepth	1_cov.bam	1_cov.bam-var	2_cov.bam	2_cov.bam-var
contig_25604	11392	3.58566	3.58566	3.20863	3.02224	3.08046
contig_5877	3936	3.93397	3.93397	4.84527	6.3711	11.5906
contig_11959	2295	4.59953	4.59953	4.07972	4.18974	8.84959
contig_17059	7652	4.20688	4.20688	2.99894	5.33951	7.87837
contig_943	19827	6.34955	6.34955	18.103	17.0487	425.67
contig_9492	337115	26.2458	26.2458	55.9562	23.5763	100.428
contig_23320	9701	3.83855	3.83855	1.98757	4.51649	6.24284
contig_17491	3494	2.94258	2.94258	0.778067	0.40311	0.739634
contig_13052	23886	9.28585	9.28589	9.07108	6.76188	12.1291
contig_12337	9912	7.26122	7.26122	9.20432	5.31336	9.9862
contig_20808	2008	0.904736	0.904736	0.0862384	1.69914	1.78286
contig_17889	7373	3.93728	3.93728	0.584118	15.578	25.9884
contig_14870	5845	3.03003	3.03003	0.831762	2.35452	2.58688
contig_23140	8750	5.50884	5.50884	7.71053	6.36349	16.648
contig_13483	1308	29.8005	29.8005	2.40876	70.19	136.463
contig_23376	25115	4.79992	4.79992	5.19111	4.774	9.50887
contig_21249	12541	3.18505	3.18505	1.23244	5.29223	10.2122
contig_53	14601	3.99218	3.99218	1.54057	3.57823	5.23387
contig_15735	5705	2.78434	2.78434	1.82639	4.11269	14.6445
contig_23159	14032	7.4405	7.4405	10.5963	2.71409	5.42558
contig_10023	32172	62.0767	62.0767	307.117	35.3572	248.292
contig_19815	8963	2.63032	2.63032	0.251431	5.26245	8.47769
contig_5579	17789	4.36056	4.36056	3.24661	4.00726	10.8797
contig_18052	2938	6.09971	6.09971	11.2747	3.14778	9.97385
contig_2549	2.3426e+06	32.8856	32.8856	51.0586	43.7134	183.617
contig_9526	6798	2.89591	2.89591	1.68677	3.65283	4.57867
contig_5539	4868	27.9048	27.9048	39.5341	41.5059	185.564
contig_10684	9155	4.97002	4.97002	4.94923	4.53826	5.01139
contig_10607	1195	2.91675	2.91675	0.0783095	5.42297	2.0106
contig_16465	3780	3.15813	3.15813	1.15878	1.01873	5.86556
contig_8033	11430	9.9383	9.9383	5.93568	5.8391	11.8966
contig_25137	10999	2.99189	2.99189	0.446264	3.12453	6.30506
contig_3375	6544	5.46903	5.46903	3.33007	6.76666	10.3162
contig_21124	2983	4.47511	4.47511	2.36309	6.0713	20.7362
contig_6298	4559	2.4602	2.4602	0.504378	0.761397	2.14453
contig_872	21314	11.4626	11.4626	15.2646	13.7338	71.9852
contig_10658	16880	37.3905	37.3905	107.769	48.0664	341.525
contig_12628	9738	2.81602	2.81602	0.975214	4.22591	4.54799
contig_17401	4357	3.27288	3.27288	0.374871	3.02757	2.91224
contig_11150	4689	1.84975	1.84975	0.341901	4.23309	7.85798
contig_635	3595	5.44935	5.44935	1.25215	9.06183	17.6371
contig_13418	4602	2.20508	2.20508	0.505459	10.2305	17.1149
contig_18278	1439	1.99612	1.99612	0.0597677	0	0
contig_17365	2349	4.16053	4.16053	2.14756	1.95862	1.96598
contig_10874	4487	2.75951	2.75951	1.30539	2.32188	4.68467
contig_5299	28315	7.55154	7.55154	22.3359	10.0053	92.7444
contig_25210	5424	5.33182	5.33182	0.648834	3.59556	9.49277
contig_9425	1442	5.56037	5.56115	1.01174	33.3545	82.6755
contig_9193	2069	7.53465	7.53465	3.91631	6.72903	31.9089
contig_1176	7131	6.32187	6.32187	9.53963	16.2928	132.623
contig_6709	9021	23.0229	23.0229	227.416	27.9177	406.525
contig_24573	24687	4.92126	4.9213	4.54112	6.68937	53.9213
contig_5899	32607	10.1274	10.1274	11.6265	7.05195	11.7485
contig_16204	6442	3.32645	3.32645	0.263164	14.4143	15.9816
contig_22965	7749	4.22161	4.22161	4.14447	7.39624	12.7869
contig_9613	2335	13.4751	13.4751	2.13409	13.1359	18.6697
contig_1851	18376	9.35131	9.35131	8.06932	13.6035	21.3448
contig_17244	12596	3.27181	3.27181	1.82273	2.40776	4.8987
contig_19959	7592	3.07417	3.07417	1.10156	3.48697	5.4892
contig_15555	1916	4.55379	4.55436	0.753721	5.31144	4.11825
contig_19042	6123	2.63603	2.63603	0.441504	3.81048	4.57928
contig_3016	17186	4.08206	4.08206	2.98468	11.1466	22.3689
contig_6524	5184	1.77056	1.77056	0.310331	3.86849	8.38338
contig_19082	6104	2.86228	2.86228	2.57423	6.29325	121.094
contig_7668	6603	4.64451	4.64451	3.13439	4.98667	22.5096
contig_6588	4000	3.65351	3.65351	5.19045	11.7073	47.545
contig_3866	1661	5.18729	5.18729	0.663592	12.2568	15.4161
contig_23191	6405	4.42926	4.42926	2.02408	2.12342	2.73663
contig_19946	5532	2.78168	2.78187	0.452331	2.70457	6.95584
contig_6456	2303	3.63864	3.63864	0.470653	1.39666	1.42438
contig_4064	83975	5.86256	5.86256	5.16029	4.45131	8.6234
contig_17698	3309	1.79487	1.79487	0.818598	6.70085	7.14323
contig_25823	25238	5.22226	5.22226	2.76321	7.31107	11.346
contig_9345	6405	3.87066	3.87066	1.22388	3.48569	7.536
contig_14505	2670	17.2099	17.2099	2.04601	30.3048	33.7241
contig_20491	12726	4.32085	4.32093	2.01804	4.21684	8.94993
contig_14135	29226	3.84764	3.84764	2.11449	5.35775	7.99751
contig_5440	2612	23.0853	23.0853	13.5157	71.2405	94.2274
contig_25865	15407	4.89919	4.89919	3.01849	3.68546	5.01883
contig_15109	18997	3.03014	3.03014	2.57327	1.87648	4.45958
contig_5051	31318	8.70714	8.70714	31.2577	14.3009	117.85
contig_14044	14527	6.05203	6.05203	3.41631	12.9852	19.3801
contig_12773	1790	1.22073	1.22073	0.93722	7.69207	14.4939
contig_14655	3357	3.80324	3.80324	0.853069	8.47833	19.3276
contig_23992	18364	4.76721	4.76721	4.15715	1.99462	3.12406
contig_25248	18675	2.23401	2.23401	0.961075	1.76189	3.28106
contig_5972	4712	0.988382	0.988382	0.803006	3.25756	29.9279
contig_8259	6802	4.15244	4.15244	1.12605	2.15229	3.71797
contig_23185	15279	7.56818	7.56818	11.4936	10.9764	14.2114
contig_21831	8519	2.51189	2.51189	0.496284	1.79484	3.24685
contig_1675	2943	6.71321	6.71321	1.45822	26.5936	37.7755
contig_17349	4052	6.56407	6.56407	4.39315	16.9626	200.789
contig_1762	2885	2.13748	2.13748	0.182992	6.1276	9.81284
contig_12900	3280	3.74153	3.74153	0.720968	1.50895	1.87031
contig_12786	10290	2.47712	2.47712	0.91525	7.06391	10.9238
contig_20072	5913	1.50807	1.50807	0.390541	3.08503	4.48539
contig_10813	2602	0.878467	0.878467	0.409536	6.64967	148.398
contig_11996	2260	2.52654	2.52654	0.279755	3.20474	5.15286
contig_19833	6026	2.96239	2.96239	0.523384	2.12202	4.29891
contig_19645	2695	2.61297	2.61297	1.7389	5.611	10.7109
contig_18232	2791	2.5017	2.5017	0.264484	0.436577	0.646068
contig_11429	11575	2.97357	2.97357	2.171	6.65357	253.893
contig_8589	12917	4.33359	4.33359	3.16856	3.38748	8.11833
contig_15428	6976	3.72766	3.72766	2.78193	3.52329	6.07562
contig_17736	3505	2.96542	2.96542	0.0345833	5.88823	5.06236
contig_21492	2705	4.60509	4.60509	1.21397	17.589	375.911
contig_7778	3097	1.41703	1.41703	0.685151	9.06244	17.861
contig_23849	4545	35.3418	35.3418	861.966	99.281	8441.26
contig_12063	5593	3.1117	3.1117	2.5869	2.31214	8.32185
contig_14572	4579	1.93475	1.93475	0.486945	2.10228	3.93016
contig_22626	4132	3.49799	3.49799	1.33622	7.28378	16.985
contig_7349	4519	7.63653	7.63653	6.92141	7.80385	8.17103
contig_10058	3220	0.684691	0.684691	0.457713	2.71792	5.11882
contig_1113	2587	0.993435	0.993435	0.00652494	5.27616	109.335
contig_5514	13199	7.60043	7.60043	11.1954	6.85133	91.312
contig_22162	26245	5.41069	5.41069	5.5883	7.77766	30.9656
contig_10567	3378	4.37206	4.37206	2.37636	5.63724	12.2163
contig_24663	5554	8.69189	8.69208	2.89018	15.9571	37.5204
contig_18097	2823	3.1893	3.1893	1.49038	1.93827	0.998077
contig_25969	22499	8.36633	8.36633	6.11876	7.60508	14.2358
contig_14184	7317	3.43979	3.43979	1.45798	5.0593	11.8346
contig_10294	15030	4.67614	4.67614	1.41482	7.06667	16.3308
contig_19422	1333	2.38884	2.38884	0.364747	0.398986	0.558103
contig_22448	12492	2.40334	2.40334	0.903948	3.22444	5.9839
contig_19438	5275	3.71766	3.71766	1.60861	7.11922	25.9777
contig_23608	9964	5.57826	5.57826	4.37193	1.79937	3.91614
contig_6786	4179	3.82775	3.82775	0.531429	2.07818	2.42114
contig_8236	87880	25.4936	25.4936	71.1436	24.194	92.9753
contig_11694	16129	6.40722	6.40722	6.86093	6.45497	15.8638
contig_21002	5553	3.21433	3.21433	0.252081	0.889321	1.27759
contig_21476	3021	1.31801	1.31836	0.226148	1.7419	5.62711
contig_22683	10421	5.97352	5.97352	2.3902	7.92036	17.778
contig_6896	2221	1.81217	1.81217	0.157455	3.98262	5.22382
contig_3140	4163	4.72415	4.72415	0.580166	11.0837	17.2681
contig_7919	10920	6.57131	6.57131	4.53105	15.9422	33.8038
contig_13247	8104	3.31519	3.31519	1.84533	1.42079	1.69278
contig_21510	3203	2.69047	2.69047	1.28455	2.78906	3.05392
contig_16992	5514	2.59974	2.59974	3.43609	3.41741	4.17269
contig_12257	5718	4.52927	4.52927	3.52887	4.23886	8.12121
contig_21685	1712	1.68566	1.68566	1.41874	2.15045	1.36426
contig_25395	34916	16.7364	16.7364	66.117	16.2928	51.1039
contig_251	2736	4.86311	4.86311	4.56853	6.44509	16.3956
contig_15378	4873	3.34787	3.34808	0.495113	6.69363	7.98088
contig_6492	1867	8.84217	8.84275	3.67572	49.498	361.307
contig_19714	9128	2.75796	2.75796	1.0103	3.36879	6.513
contig_7580	21099	4.31429	4.31429	5.0535	4.10936	8.10645
contig_2590	1046	11.2254	11.2254	2.42284	18.0759	15.0289
contig_19095	4335	3.79642	3.79642	0.528816	2.89606	4.02576
contig_19643	11313	3.35107	3.35107	1.47495	1.75087	3.27707
contig_21337	6580	2.73079	2.73079	1.05413	1.21649	1.68243
contig_16334	4089	4.0259	4.0259	0.578297	2.10307	2.85989
contig_8135	5140	5.93287	5.93287	3.8017	7.19419	12.0879
contig_24814	8336	3.53701	3.53701	4.54623	13.0315	268.993
contig_7002	10935	7.71887	7.71887	8.22396	18.3615	37.7946
contig_16784	9415	3.89466	3.89466	2.07072	4.42569	8.52299
contig_19599	4032	10.0057	10.0057	4.02419	9.40082	23.0864
contig_13475	14133	3.71051	3.71051	1.36087	5.97554	10.0864
contig_15546	8561	5.93104	5.93104	5.4529	13.0803	154.985
contig_5425	10429	4.33914	4.33914	0.817132	2.92091	4.95192
contig_2374	10721	5.18125	5.18125	5.63505	5.89802	9.3107
contig_4461	4440	12.6986	12.6986	132.66	15.5788	305.065
contig_2109	5328	2.46273	2.46273	0.257533	7.03264	17.822
contig_7030	2791	4.3086	4.3086	1.18541	5.32639	5.48132
contig_25542	14616	4.33223	4.33223	5.10399	1.67054	5.4132
contig_19846	7298	3.80358	3.80358	0.601952	1.04183	1.51644
contig_10272	2308	55.7896	55.7896	100.108	171.421	1910.22
contig_11267	158594	8.44274	8.44274	9.55059	14.2376	27.792
contig_17340	5311	4.11645	4.11645	3.90661	7.13699	64.001
contig_24626	10411	12.3458	12.3458	11.1026	13.7063	26.3871
contig_20109	3628	3.01984	3.01984	0.873047	0.735193	0.930434
contig_4654	170082	61.4096	61.4096	908.755	38.3892	439.273
contig_11167	17840	7.86196	7.86196	7.43164	11.8943	19.2781
contig_20510	5209	3.75371	3.75371	1.90061	0.765369	1.04597
contig_7424	16602	6.29826	6.29826	11.1582	8.07428	88.2627
contig_19102	12553	13.0089	13.0089	19.9034	8.89349	27.5584
contig_6611	15005	2.57173	2.57173	0.78065	1.79239	2.57493
contig_19616	5190	2.30734	2.30734	0.408201	2.92837	3.3271
contig_9615	48132	4.83652	4.83652	3.65751	4.24936	7.7224
contig_1030	11791	7.88687	7.88687	42.7982	20.1426	511.341
contig_4638	10600	44.3243	44.3243	380.842	36.4485	579.002
contig_18296	5358	2.72561	2.72561	1.39249	3.02055	5.67038
contig_7151	6483	9.90478	9.90478	8.09494	11.2556	38.9825
contig_13287	4267	5.78771	5.78771	3.07008	10.3136	37.2446
contig_5698	10730	3.99972	3.99972	2.61171	1.31267	2.43768
contig_21762	4928	2.75638	2.75638	1.11172	3.94935	6.8264
contig_23655	6148	1.13721	1.13721	0.407193	6.40647	174.728
contig_23377	33914	3.78498	3.78498	5.9181	2.05752	4.41959
contig_17959	5032	4.67841	4.67862	0.943796	3.58091	8.46152
contig_2754	14901	264.571	264.571	21957.6	200.732	14262.6
contig_20304	4714	3.61941	3.61941	0.876592	3.74452	5.59064
contig_9332	14623	3.7856	3.7856	1.2256	3.09183	10.4138
contig_25616	3962	3.9011	3.9011	3.92637	5.7521	22.9947
contig_22636	17603	5.17458	5.17458	5.75608	4.13826	7.34473
contig_14469	4344	3.72127	3.72127	1.19847	2.99976	10.6729
contig_21843	2296	3.03961	3.03961	0.527578	2.2013	2.15431
contig_9153	32666	3.17696	3.17696	1.70837	3.33257	5.73904
contig_15479	2639	2.84411	2.84411	0.674236	1.88469	1.08999
contig_25496	12857	4.77225	4.77225	2.44921	6.09782	7.84825
contig_21089	13096	15.0253	15.0253	25.6976	6.55592	12.8978
contig_19823	1902	7.77568	7.77568	2.18779	24.149	26.3404
contig_3926	47101	8.49047	8.49047	26.7315	13.5496	47.3228
contig_21278	2857	2.75914	2.75914	1.3877	1.88364	4.1257
contig_12434	15060	2.81824	2.81824	1.16766	0.500201	0.984362
contig_13428	1517	2.55523	2.55596	0.261694	1.70812	1.36789
contig_1111	9872	12.3354	12.3354	18.4008	20.97	48.4301
contig_7852	21944	4.8801	4.88015	2.96071	4.86762	10.4201
contig_21256	4372	3.91071	3.91071	1.87474	3.89247	5.99044
contig_18848	3916	3.92432	3.92432	0.396136	2.71402	5.37918
contig_25886	36193	3.56585	3.56585	1.43285	4.99911	9.83603
contig_11616	9056	3.95801	3.95801	2.83815	6.78385	13.7794
contig_9130	3258	2.85071	2.85071	0.47725	4.11197	15.3482
contig_12172	11229	6.96913	6.96913	8.81701	6.33676	9.48339
contig_7676	4273	3.55833	3.55833	1.35145	1.60175	2.54099
contig_7981	1038	1.23536	1.23536	0.414666	3.95158	10.1589
contig_381	133776	25.1267	25.1267	59.0418	64.8599	412.919
contig_19921	9860	3.28126	3.28126	2.64042	4.17127	8.03315
contig_22007	6876	3.55486	3.55486	3.50096	2.98052	6.53089
contig_5168	1367	9.447	9.447	0.831274	19.3213	47.4746
contig_19907	2357	4.10014	4.10059	0.684361	0.749887	1.31638
contig_10145	3297	45.6733	45.6733	51.5686	54.8961	350.416
contig_1871	2202	1.23879	1.23879	0.22769	5.0731	6.28808
contig_8676	18442	8.23316	8.23316	11.5495	13.5627	65.8672
contig_6513	1895	3.34957	3.34957	5.59327	4.55415	11.3779
contig_19950	3771	2.83761	2.83761	0.632195	0.662524	1.16012
contig_4651	173222	72.8583	72.8583	604.265	44.9702	310.227
contig_12559	1541	0.946082	0.946082	0.822266	6.48239	42.2699
contig_18344	5688	5.61845	5.61863	1.67616	3.16522	5.01135
contig_24081	9817	3.41957	3.41957	0.990541	5.88456	9.32968
contig_12658	17388	3.86431	3.86431	1.61577	9.54328	11.9036
contig_25845	5285	3.99688	3.99688	2.7035	4.56339	8.73999
contig_5108	9777	4.70167	4.70167	8.02791	3.61816	8.76084
contig_1503	609037	20.6077	20.6077	30.5939	46.9008	251.278
contig_25483	15920	9.11661	9.11661	8.67499	16.3014	29.8831
contig_12256	13272	3.13237	3.13237	1.4474	1.63367	2.86329
contig_15241	7406	3.12183	3.12183	2.27581	0.916207	0.975743
contig_20148	2688	2.85461	2.85461	0.130612	2.33688	7.13235
contig_21840	3632	11.7051	11.7051	546.531	10.4084	544.098
contig_13399	1994	2.48265	2.48265	0.950891	14.0374	51.6888
contig_18765	8126	3.66136	3.66136	2.18412	2.56432	3.99162
contig_4835	7658	4.81074	4.81074	13.2115	3.6902	10.5081
contig_20384	3621	2.94094	2.94094	2.08319	2.1331	4.18173
contig_6732	6973	10.6419	10.6419	9.97626	7.0428	11.5101
contig_7508	13785	2.99047	2.99047	1.05414	5.48852	13.6093
contig_19022	13765	11.0355	11.0355	19.3735	4.8271	6.9314
contig_3629	13242	5.3658	5.3658	2.15809	6.40315	20.1898
contig_10409	9170	5.97162	5.97162	3.41595	6.00421	10.1233
contig_23759	21920	3.61314	3.61314	1.48696	9.52072	20.4781
contig_4335	1354	3.8015	3.8015	0.513345	23.3696	185.904
contig_11437	1560	2.5922	2.5922	1.13026	9.4922	113.742
contig_20729	3387	3.60334	3.60334	1.80987	2.7958	6.165
contig_4410	15512	10.6778	10.6778	8.98255	5.31155	13.3358
contig_15493	7789	4.86791	4.86791	5.82767	5.27451	15.1684
contig_11120	1864	2.4895	2.4895	1.37555	16.196	91.3336
contig_7273	14765	2.78248	2.78248	0.705787	5.82169	6.92976
contig_452	508698	16.5224	16.5224	23.6002	31.6196	116.22
contig_11319	10870	2.9056	2.90569	0.380403	0.989086	1.68844
contig_12362	63552	8.03607	8.03607	10.4484	13.8607	25.7348
contig_3893	16371	5.63677	5.63677	4.7265	16.2428	39.7125
contig_21237	8944	3.23812	3.23812	2.50767	4.17046	5.37335
contig_9019	1425	5.56	5.56	1.17752	23.6682	111.151
contig_11609	3841	2.55459	2.55459	1.09319	4.32999	35.3095
contig_7263	4292	34.2313	34.2313	22.5256	31.1118	46.3016
contig_24669	7964	4.60801	4.60801	1.21963	4.89071	9.75118
contig_12235	10885	12.6873	12.6873	378.536	29.0024	1764.94
contig_7160	12977	2.15163	2.15163	0.507073	2.95018	5.79588
contig_13792	10374	4.67968	4.67968	6.35241	5.91823	16.8957
contig_9778	10240	7.01368	7.01368	4.53527	10.569	17.682
contig_15564	1371	2.36855	2.36937	0.351161	19.9369	21.0215
contig_18916	19753	3.33286	3.33286	3.9983	4.96878	8.86256
contig_6608	8401	3.56902	3.56902	7.03294	4.95673	10.5545
contig_2073	5498	2.85527	2.85527	1.10866	5.71036	14.4568
contig_22290	7719	4.51288	4.51288	7.34211	5.42463	14.2187
contig_25946	14552	7.1781	7.1781	3.59055	3.48292	7.15789
contig_23013	9804	2.91226	2.91237	1.16709	2.41869	3.1579
contig_24404	189170	11.8893	11.8893	17.2156	8.9782	20.1783
contig_2507	72290	5.82314	5.82314	5.29456	7.72614	16.5909
contig_1044	136271	8.64601	8.64601	10.5919	10.4188	57.375
contig_25893	8202	9.3075	9.3075	13.9124	11.9205	19.0123
contig_23513	3017	2.74782	2.74817	2.73836	7.51831	64.5594
contig_5873	67553	7.60813	7.60813	17.4256	6.60043	18.7169
contig_23508	6947	4.1305	4.1305	0.872803	5.52214	14.4757
contig_4348	3265	5.59454	5.59454	8.22186	29.4684	728.962
contig_8439	4918	7.53461	7.53461	4.91775	8.90835	17.2653
contig_7363	8308	3.68105	3.68105	2.74424	2.8176	5.8987
contig_12864	8964	4.6054	4.6054	1.56493	5.17529	9.28165
contig_21761	8608	9.46134	9.46134	4.04424	10.4236	16.3136
contig_20212	5395	1.52717	1.52717	0.309586	0.552526	0.577171
contig_15108	3652	2.60879	2.60879	0.251926	2.47087	1.78308
contig_25238	19345	4.39479	4.39479	3.61569	6.56067	10.0104
contig_11692	48564	3.90284	3.90284	3.85296	4.88435	9.30759
contig_7533	4652	3.01066	3.01066	1.57467	2.36051	4.19114
contig_10913	1869	1.61373	1.61373	0.244183	1.21408	1.16136
contig_8927	19740	5.92282	5.92282	9.6547	9.23578	2467.53
contig_23308	10861	5.76081	5.76081	2.71002	8.3545	14.4424
contig_17264	7125	3.94294	3.94294	1.43582	3.18724	6.06283
contig_4465	22272	3.74491	3.74491	5.95969	5.48992	25.7989
contig_25575	18356	7.91519	7.91519	5.82734	11.1146	24.0402
contig_25879	4520	3.00435	3.00435	4.2744	5.23478	14.4415
contig_18001	5917	2.89405	2.89405	1.21684	4.35408	6.7536
contig_20402	5534	3.48366	3.48366	5.8414	7.94279	54.8008
contig_13640	2276	2.71637	2.71637	0.205161	4.39087	13.8446
contig_8620	12130	5.05726	5.05735	3.24474	5.60175	7.51177
contig_8786	13997	4.3309	4.3309	3.75442	6.69112	33.483
contig_2305	3367	3.64128	3.64128	0.430981	6.31209	7.11461
contig_21389	3541	3.16721	3.16721	5.8325	0.711884	1.33379
contig_8416	1626	0.113821	0.113821	0.100934	9.30827	9.49749
contig_16825	5953	5.11977	5.11977	2.48466	5.05204	5.29443
contig_49	2351	246.177	246.177	5630.99	718.767	217916
contig_11065	8889	3.36766	3.36766	1.59314	1.56677	2.88549
contig_13869	3562	2.6269	2.6269	2.02175	4.05363	6.21479
contig_1397	1024	0.975973	0.975973	0.0234769	0.55492	0.801672
contig_15853	1344	3.3794	3.3794	1.01352	10.474	14.4943
contig_11914	10661	7.27133	7.27133	5.52609	12.4733	21.8024
contig_21729	3965	1.61966	1.61966	0.324362	1.61048	4.17442
contig_24921	12528	6.48174	6.48174	3.21997	8.72984	13.8285
contig_20833	22551	5.65631	5.65631	5.79512	3.74483	6.86991
contig_23144	2657	2.10929	2.10929	0.943353	2.61986	6.37367
contig_1684	7023	13.9751	13.9751	9.45703	7.54911	13.2435
contig_8374	35405	6.67888	6.67888	8.11	10.5752	21.9254
contig_9896	49687	3.31613	3.31613	4.38089	2.477	7.22183
contig_2596	1095	16.9746	16.9746	24.6478	83.5651	607.305
contig_20950	6474	3.32369	3.32369	0.894617	0.318311	0.50928
contig_3782	17102	3.94555	3.94555	3.50964	2.87701	3.07997
contig_24929	12112	3.4108	3.4108	1.37953	4.32235	6.50508
contig_1892	72930	183.551	183.551	4337.1	387.102	24389.6
contig_18388	3390	4.01975	4.02006	1.28859	0.730556	0.816223
contig_17813	2662	1.72054	1.72054	0.370293	1.08439	1.50783
contig_2120	21587	3.44279	3.44279	2.01146	5.1963	21.7027
contig_13261	10024	18.3334	18.3334	113.645	14.8843	95.4677
contig_4746	17455	6.0976	6.0976	6.50984	2.31037	4.80906
contig_11810	2656	4.74342	4.74342	1.37969	3.35156	7.02977
contig_18222	2470	3.44957	3.44957	0.668433	10.2095	63.3688
contig_5768	2729	2.24583	2.24583	0.534569	11.6301	31.3929
contig_1116	2350	3.77045	3.77045	1.13648	1.205	2.1676
contig_2794	23546	77.9997	77.9997	15312.3	60.7885	25075.9
contig_12869	14408	6.28672	6.28672	9.86744	6.38617	11.5058
contig_5868	11713	7.74297	7.74297	6.97837	7.81519	12.0146
contig_7732	1485	1.28989	1.28989	0.223997	0.238202	0.315024
contig_23189	5991	2.67026	2.67026	0.797443	4.86783	11.5382
contig_10828	7489	3.92451	3.92451	0.819847	4.73661	8.03231
contig_25810	12525	4.4282	4.4282	3.46243	5.78311	15.9068
contig_7208	8403	3.86502	3.86502	3.59795	5.80686	10.9862
contig_5736	2098	2.47639	2.47639	0.269085	2.76591	4.13112
contig_6365	1770	1.88272	1.88272	0.545846	5.56852	11.1287
contig_8131	6480	7.12575	7.12575	5.25346	14.4962	51.0545
contig_12868	1858	9.75468	9.75468	1.19053	55.2488	130.257
contig_4424	11669	4.66082	4.66082	3.36228	9.61151	32.733
contig_18150	9338	18.0653	18.0653	34.1549	19.6815	43.1253
contig_24152	24394	4.12543	4.12543	1.57253	8.51671	16.0079
contig_16343	3707	4.12005	4.12005	1.10731	3.60191	8.09841
contig_11899	4398	5.7008	5.7008	4.309	4.52425	11.4077
contig_19880	6765	5.72638	5.72638	6.35677	7.94119	29.2629
contig_19171	3150	3.41867	3.41867	2.77703	4.88267	11.9848
contig_24305	9741	5.70712	5.70712	3.21454	7.28975	13.6794
contig_16824	5583	4.20191	4.20191	3.03701	2.45537	9.37687
contig_12954	5941	2.55258	2.55258	0.284582	1.20014	1.70141
contig_4298	3038	19.626	19.626	14.2495	63.776	114.754
contig_10170	3300	3.40317	3.40317	1.73767	1.80222	2.73537
contig_6572	17661	9.12027	9.12027	13.6095	9.82034	48.7747
contig_20567	5178	4.80788	4.80788	1.94245	8.89777	24.2083
contig_16362	5828	2.26136	2.26136	0.521801	1.94311	2.82663
contig_3052	1694	4.14832	4.14832	1.63643	20.8083	37.0947
contig_12493	5299	13.1948	13.1948	14.7253	42.3459	505.108
contig_10983	24224	4.93553	4.93553	6.5974	6.22622	27.0763
contig_3878	16616	7.6675	7.6675	8.60145	5.8871	9.06095
contig_25906	22486	4.55677	4.55677	4.87764	5.63024	8.62966
contig_24721	30236	14.1077	14.1077	145.253	6.7785	47.526
contig_10351	6282	4.94667	4.94667	1.39639	2.8984	2.44879
contig_13577	12536	3.72477	3.72477	0.672942	0.981431	1.79199
contig_25457	39838	6.33957	6.3396	6.68971	9.43446	15.8843
contig_2929	94882	68.5687	68.5687	129.378	59.9849	203.731
contig_13324	8437	5.29444	5.29444	4.2061	1.7227	3.13322
contig_23778	1380	1.48943	1.48943	0.752937	7.18537	20.2666
contig_11211	6993	3.83136	3.83136	1.93296	5.21745	8.52846
contig_7695	131964	6.16331	6.16331	21.9962	7.34554	62.4368
contig_11958	6449	4.20289	4.20289	1.93366	9.41721	11.8312
contig_9634	6878	3.40933	3.40933	2.11569	12.1315	253.156
contig_8110	7194	16.5728	16.5728	9.94982	24.5412	167.428
contig_769	2426	16.5918	16.5918	2.61085	30.1696	130.005
contig_24896	7390	7.3587	7.3587	1.34322	12.2601	21.1159
contig_20780	2400	2.44222	2.44222	0.648727	1.18044	5.1947
contig_18871	2538	2.07203	2.07203	0.386095	4.79229	3.46755
contig_18215	5909	2.55235	2.55235	1.05142	0.485675	0.595803
contig_25466	6683	2.4312	2.4312	1.43211	1.77591	5.46764
contig_13915	85665	4.46301	4.46301	3.98102	2.78398	4.36773
contig_20974	2913	3.44951	3.44951	1.59008	2.03945	2.79238
contig_13737	5932	4.41266	4.41283	10.1247	4.17209	19.4653
contig_22212	5815	2.95569	2.95569	1.33337	1.11174	2.06753
contig_8009	2318	25.4709	25.4709	16.4691	26.0438	21.8176
contig_12975	5996	93.7015	93.7015	177.414	123.661	323.237
contig_17132	11356	3.11226	3.11226	2.35173	1.15581	1.96891
contig_4565	4141	3.42045	3.42045	0.927424	3.89677	7.47502
contig_12785	6601	3.75756	3.75756	2.68508	9.09967	16.8912
contig_20580	5213	2.13767	2.13767	1.23297	0.483508	0.977187
contig_11590	6727	4.6766	4.6766	4.68358	4.33936	6.8126
contig_5411	1657	0.56868	0.56868	0.548236	20.7014	157.215
contig_24280	14154	8.71994	8.71994	6.9065	15.8535	29.5601
contig_25736	17717	6.20499	6.20499	3.25266	5.78465	13.2638
contig_22004	18924	8.25626	8.25626	12.4674	6.52589	11.9257
contig_19445	3228	2.64198	2.64198	0.794096	4.43925	19.7199
contig_10576	3379	1.97708	1.97708	0.0223998	4.85506	11.2414
contig_16900	7087	4.41632	4.41632	5.07658	1.32507	2.56195
contig_7794	8438	4.10835	4.10835	2.11708	3.47514	165.835
contig_11645	4944	8.54068	8.54068	8.81945	8.35962	12.8306
contig_13859	38752	5.78198	5.78198	4.54722	7.19022	16.1131
contig_5572	34755	2.78058	2.78058	3.35298	3.0864	8.42115
contig_8875	10170	7.89022	7.89022	6.5903	4.91198	7.86946
contig_12544	5319	3.17779	3.17779	0.630716	1.41942	2.50855
contig_14476	2605	2.58248	2.58289	0.270124	2.62648	3.08181
contig_9928	17908	8.30702	8.30702	5.92144	15.1433	27.1817
contig_25249	14649	3.32278	3.32278	1.29712	5.24498	7.72242
contig_11216	12839	3.31492	3.31492	1.71175	2.33691	3.4052
contig_12802	42489	31.3089	31.3089	199.983	19.5591	108.672
