contig	contig_len_bp	cov_long	cov_long_var	cov_ilm	cov_ilm_var	status_circular	status_repeat	graph_path	cmseq_total_covered_bases	total_polymorphic_bases	total_polymorphic_rate	dominant_allele_distr_mean	dominant_allele_distr_sd	domain	phylum	class	order	family	genus	species	AMR_count	VIR_count	mags_workflow_name	mags_workflow_date	mags_workflow_mode	bin
contig_12108	35160	3.13153	2.73255	4.52017	2.32785	N	N	*,12108,*	401	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Staphylococcaceae	 Staphylococcus	 Staphylococcus haemolyticus	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0070
contig_12109	82483	2.81246	1.68541	2.90242	2.05094	N	N	*,12109,*	0	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfotomaculum	 Desulfotomaculum gibsoniae	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12110	19590	2.368	0.610754	3.16908	3.35927	N	N	*,12110,*	701	19	0.0271041369472183	0.575598086124402	0.0870997404188214	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfovibrionales	 Desulfovibrionaceae	 Lawsonia	 Lawsonia intracellularis	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12111	72774	3.24564	2.883	2.90843	1.47044	N	N	*,12111,*	0	0	0	0	0	Bacteria	 Chloroflexi	 Anaerolineae	 Anaerolineales	 Anaerolineaceae	 Anaerolinea	 Anaerolinea thermophila	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12112	25772	4.07544	1.85538	4.40169	8.3978	N	N	*,12112,*	43	2	0.0465116279069767	0.6	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Archangiaceae	 Stigmatella	 Stigmatella aurantiaca	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12113	26686	4.10589	5.69518	3.36513	2.09222	N	N	*,12113,*	0	0	0	0	0	Bacteria	 Verrucomicrobia	 Opitutae	 Opitutales	 Opitutaceae	 Unclassified	 Opitutaceae bacterium TAV5	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0067
contig_12114	58540	3.84593	2.48229	4.55521	7.63905	N	N	*,12114,*	247	46	0.186234817813765	0.697266058039715	0.0813921151836942	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Ralstonia	 Ralstonia pickettii	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0005
contig_12115	18173	2.91461	0.485199	1.44776	1.3078	N	N	*,12115,*	577	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfobacterales	 Desulfobulbaceae	 Desulfobulbus	 Desulfobulbus propionicus	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0083
contig_12116	18808	3.15714	0.781242	4.80807	1.16741	N	N	*,12116,*	0	0	0	0	0	Bacteria	 Ignavibacteriae	 Ignavibacteria	 Ignavibacteriales	 Ignavibacteriaceae	 Ignavibacterium	 Ignavibacterium album	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12117	37665	3.44702	1.59865	3.11374	1.59266	N	N	*,12117,*	0	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Xanthomonas	 Unclassified	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12118	33257	3.1609	2.79592	1.40499	1.67734	N	N	*,12118,*	571	0	0	0	0	Bacteria	 Synergistetes	 Synergistia	 Synergistales	 Synergistaceae	 Thermovirga	 Thermovirga lienii	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12119	42100	2.96534	1.16686	1.45788	0.793984	N	N	*,12119,*	0	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacterales Family III. Incertae Sedis	 Caldicellulosiruptor	 Caldicellulosiruptor bescii	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12120	42737	3.739	5.30364	4.06622	6.25878	N	N	*,12120,*	580	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Syntrophobacterales	 Syntrophaceae	 Syntrophus	 Syntrophus aciditrophicus	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0027
contig_12121	144186	3.33019	4.02746	5.40184	4.66863	N	N	*,12121,*	2484	31	0.0124798711755233	0.629960899315738	0.0591325137108416	Bacteria	 Ignavibacteriae	 Ignavibacteria	 Ignavibacteriales	 Melioribacteraceae	 Melioribacter	 Melioribacter roseus	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0111
contig_12122	134325	2.93804	1.07456	3.5709	3.95372	N	N	*,12122,*	58	3	0.0517241379310345	0.606060606060606	0.0428549564355483	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Geosporobacter	 Geosporobacter ferrireducens	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12123	15068	3.09143	0.546863	4.56965	1.53961	N	N	*,12123,*	0	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Thermacetogenium	 Thermacetogenium phaeum	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0095
contig_12124	55625	2.9277	2.16745	1.48681	2.01302	N	N	*,12124,*	1220	47	0.0385245901639344	0.670006554770297	0.0895993439073489	Bacteria	 Verrucomicrobia	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12125	22271	5.29307	9.25273	4.63867	30.2181	N	N	*,12125,*	1905	22	0.0115485564304462	0.602284079556807	0.0837141486462907	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Unclassified	 Unclassified	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12126	65455	3.2645	7.01151	2.12298	12.3408	N	N	*,12126,*	1927	16	0.0083030617540218	0.679765271493213	0.0712462853205792	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 Clostridium pasteurianum	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12127	17684	3.48722	0.309497	2.0134	3.64113	N	N	*,12127,*	0	0	0	0	0	Archaea	 Euryarchaeota	 Methanomicrobia	 Methanomicrobiales	 Methanoregulaceae	 Methanoregula	 Methanoregula formicica	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12128	63642	2.94579	2.54434	5.18783	4.9602	N	N	*,12128,*	1687	16	0.00948429164196799	0.617239010989011	0.0859461842144773	Bacteria	 Synergistetes	 Synergistia	 Synergistales	 Synergistaceae	 Cloacibacillus	 Cloacibacillus porcorum	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0021
contig_12129	55845	2.33132	3.15941	4.36887	159.516	Y	N	12129	11220	1093	0.0974153297682709	0.643276242448615	0.0977196715763779	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Candidatus Desulforudis	 Candidatus Desulforudis audaxviator	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_1213	39392	5.58216	13.3571	19.4186	171.034	N	N	*,1213,7086,*	22142	223	0.0100713576009394	0.668094647606036	0.0845657503102947	Archaea	 Euryarchaeota	 Methanomicrobia	 Methanosarcinales	 Methanosaetaceae	 Methanosaeta	 Methanosaeta harundinacea	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12135	22641	23.7278	9.84645	45.2112	34.1226	N	N	12135	22119	2	9.04200009042e-05	0.788690476190476	0.00297619047619047	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Moorella	 Moorella thermoacetica	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12139	27015	53.1625	330.07	61.2411	185.261	N	Y	*,12139,*	26974	131	0.00485652850893453	0.604064428479695	0.0772640614002953	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 Clostridium kluyveri	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_1214	16552	4.21278	1.33401	9.74131	6.27702	N	N	*,1214,*	1342	30	0.022354694485842	0.677223673214178	0.0941413532473253	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 Clostridium formicaceticum	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0175
contig_12142	6581	318.305	28.56	918.244	13662.1	N	Y	12142	6581	2	0.000303905181583346	0.746580361504641	0.0436818107800033	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Unclassified	 Unclassified	 Bacteroidales bacterium CF	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0056
contig_12144	17233	9.54522	15.4671	10.1331	18.7405	N	Y	12144	4077	20	0.0049055678194751	0.718017403133502	0.0571181194311211	Bacteria	 Chloroflexi	 Anaerolineae	 Anaerolineales	 Anaerolineaceae	 Anaerolinea	 Anaerolinea thermophila	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12145	36441	3.75873	1.21019	3.40525	2.19316	N	N	*,12145,*	408	0	0	0	0	Bacteria	 Chloroflexi	 Thermomicrobia	 Sphaerobacterales	 Sphaerobacteraceae	 Sphaerobacter	 Sphaerobacter thermophilus	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0005
contig_12146	24869	6.12772	9.86395	5.13439	5.58	N	Y	*,12146	781	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfobacterales	 Desulfobacteraceae	 Desulfatibacillum	 Desulfatibacillum alkenivorans	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0005
contig_12153	42550	43.6127	250.478	690.535	62465.4	N	N	12153,184,12152,2947,2948,2949,-270,233,244,239,236	41695	624	0.0149658232401967	0.676494205454219	0.0888503266122798	Bacteria	 Firmicutes	 Tissierellia	 Tissierellales	 Peptoniphilaceae	 Finegoldia	 Finegoldia magna	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12154	34376	61.0406	3056.64	709.175	166295	N	N	-236,-244,-233,270,-2950,-12152,-184,-184,-184,-184,-184,-215,12154,-266,-240,-241	33600	523	0.0155654761904762	0.671098550554065	0.0930060006090458	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	 Enterococcus faecalis	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12161	33655	5.08255	2.15772	9.92691	50.8849	N	N	-808,-803,-802,-319,12161,-12369,1370	7137	131	0.0183550511419364	0.656290278860362	0.0891430963875559	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 Clostridium kluyveri	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12164	22860	4.56169	3.86079	1.99511	4.02533	N	Y	*,12164	475	4	0.00842105263157895	0.70979020979021	0.0174825174825175	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Proteiniphilum	 Proteiniphilum saccharofermentans	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12165	38033	404.364	36132.7	387.045	34598.8	N	Y	12165	38002	206	0.00542076732803537	0.67629628107988	0.0883718787122942	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnoclostridium	 Lachnoclostridium sp. YL32	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0006
contig_12166	82015	82.1061	7219.85	122.629	22147.7	N	N	12165,12166,349	81249	251	0.0030892687910005	0.728594013782661	0.0612329054249285	Bacteria	 Chloroflexi	 Dehalococcoidia	 Dehalococcoidales	 Dehalococcoidaceae	 Dehalococcoides	 Dehalococcoides mccartyi	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12167	24259	30.9087	178.124	44.1581	311.006	N	Y	12167	22612	19	0.000840261807889616	0.729571030254724	0.0499889412878894	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Heliobacteriaceae	 Heliobacterium	 Heliobacterium modesticaldum	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12169	61674	146.827	1787.25	181.32	2721.62	N	N	349,350,12169,352	61673	56	0.000908014852528659	0.582945619985995	0.0745098919698636	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfitobacterium	 Desulfitobacterium hafniense	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_1217	5144	5.89207	0.200847	776.789	30375.3	N	Y	1217	5144	7	0.00136080870917574	0.698470434928439	0.0882762833705377	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Fibrella	 Fibrella sp. ES10-3-2-2	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12170	143146	534.229	38518.4	594.44	41153.6	N	N	349,350,351,12170	143077	1135	0.0079327914339831	0.633207674395695	0.080494713016806	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Unclassified	 Unclassified	 Unclassified	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0006
contig_12171	215104	4.5132	3.6786	6.15374	6.97498	N	N	*,12171,*	4124	40	0.00969932104752667	0.609635780885781	0.078114416573312	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Tepidanaerobacter	 Tepidanaerobacter acetatoxydans	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0138
contig_12172	66424	2.63044	0.837256	5.80549	4.16858	N	N	*,12172,*	510	3	0.00588235294117647	0.588383838383838	0.0372849067177611	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ethanoligenens	 Ethanoligenens harbinense	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12173	12672	2.23878	2.99047	10.7734	29.8419	N	Y	*,12173	5339	214	0.0400824124367859	0.624762497676408	0.0814958823184056	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides cellulosilyticus	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12175	21443	6.16038	2.1984	13.01	12.9957	N	N	-407,-407,-406,-408,12175	10250	344	0.0335609756097561	0.64203362162214	0.091966947993656	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides thetaiotaomicron	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12176	34562	7.96522	27.238	44.8655	513.99	N	Y	*,12176	30416	647	0.0212716991057338	0.643337312677621	0.0900785870376065	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Paludibacter	 Paludibacter propionicigenes	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12178	70607	52.5157	902.957	96.9168	3443.53	N	N	3391,12178	69384	1391	0.0200478496483339	0.671953035406857	0.085485876797449	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Dehalobacter	 Unclassified	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12179	15582	2.70062	0.427147	3.31525	2.54118	N	Y	12179	0	0	0	0	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Petrimonas	 Petrimonas mucosa	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12180	37162	20.1345	312.097	22.295	498.335	N	N	-12179,12180,12526	19273	23	0.00119337933897162	0.71294046628626	0.060184614919511	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Petrimonas	 Petrimonas mucosa	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12181	34184	3.21152	1.26982	3.75936	7.67633	N	N	12179,12181,4127	7868	3	0.00038129130655821	0.737662337662338	0.0357555841504837	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Petrimonas	 Petrimonas mucosa	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12182	27556	5.71805	4.02138	18.7209	26.9307	N	Y	*,12182,*	18591	114	0.00613199935452638	0.695398465317807	0.0819223817751805	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Chromatiaceae	 Nitrosococcus	 Nitrosococcus oceani	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12183	13690	4.83021	0.65242	14.491	18.1361	N	N	*,12183,*	8704	119	0.013671875	0.666672465285988	0.0832377535900578	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Symbiobacteriaceae	 Symbiobacterium	 Symbiobacterium thermophilum	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12186	5043	2.4862	0.257224	3.72941	4.03381	N	Y	12186	3179	5	0.00157282164202579	0.534358974358974	0.0365724088813855	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfotomaculum	 Desulfotomaculum gibsoniae	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12188	40467	13.6948	153.426	19.9183	312.3	N	N	-483,-498,12188,*	14790	131	0.00885733603786342	0.656080785973704	0.0897919854616808	Bacteria	 Deinococcus-Thermus	 Deinococci	 Thermales	 Thermaceae	 Thermus	 Thermus thermophilus	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12189	23378	1.72103	1.01275	5.97352	8.97469	N	Y	12189	4046	5	0.00123578843302027	0.692597402597403	0.077867513363248	Bacteria	 Thermotogae	 Thermotogae	 Kosmotogales	 Kosmotogaceae	 Mesotoga	 Mesotoga prima	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_1219	33707	6.02357	9.76889	91.0845	921.708	N	N	1217,1218,1219,-1234,1233,1235	33361	75	0.00224813404873955	0.684097129517269	0.0884800812083819	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Unclassified	 Unclassified	 Bacteroidales bacterium CF	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0039
contig_12190	36468	41.5436	277.384	55.2955	755.197	N	Y	12190	35601	152	0.00426954299036544	0.741190219607044	0.0572119418153695	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Heliobacteriaceae	 Heliobacterium	 Heliobacterium modesticaldum	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0090
contig_12191	14361	4.6065	0.822905	14.988	57.8248	N	N	1135,1136,1136,1136,1136,1136,1136,1137,-529,-523,-523,12191	6673	86	0.0128877566312004	0.65747261497779	0.0823117707375672	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium	 [Clostridium] stercorarium	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12192	49972	5.55397	4.79682	19.9177	221.486	N	N	544,1138,1134,1135,1136,1136,1136,1136,1136,1137,-529,-523,-523,-523,12192	26515	430	0.0162172355270602	0.655130944282443	0.0898402292719656	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium	 [Clostridium] clariflavum	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12195	27216	5.23317	3.23495	33.1749	95.4236	N	Y	*,12195,*	14593	2	0.000137052011238265	0.738636363636364	0.0113636363636364	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnoclostridium	 [Clostridium] saccharolyticum	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0002
contig_12197	1238330	68.1728	153.455	485.629	2887.09	Y	N	12197	1238328	437	0.000352895194165035	0.669782737912358	0.103350405469286	Bacteria	 Spirochaetes	 Spirochaetia	 Spirochaetales	 Spirochaetaceae	 Treponema	 Treponema primitia	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0149
contig_12198	19732	5.7749	2.62633	20.8106	127.201	N	Y	12198	2793	7	0.0025062656641604	0.714192949907235	0.0469839952050534	Bacteria	 Thermotogae	 Thermotogae	 Petrotogales	 Unclassified	 Petrotoga	 Petrotoga mobilis	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12199	21299	6.43146	9.15886	9.90851	20.6522	N	N	-12198,12199,-12494	948	22	0.0232067510548523	0.680230791193358	0.0707477138804811	Bacteria	 Thermotogae	 Thermotogae	 Petrotogales	 Unclassified	 Defluviitoga	 Defluviitoga tunisiensis	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_1220	16671	52.2493	925.317	407.955	44113.2	N	N	1217,1218,1220,-1222,1223,1226,1231	16410	19	0.00115783059110299	0.639104837106637	0.101572729422416	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Lactococcus	 Lactococcus lactis	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0149
contig_12200	25406	3.89721	2.45865	19.2221	33.0516	N	N	-12198,12200	3691	12	0.00325115144947169	0.622466300755774	0.0913257170714902	Bacteria	 Thermotogae	 Thermotogae	 Petrotogales	 Unclassified	 Defluviitoga	 Defluviitoga tunisiensis	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12201	4536	0	0	0.334473	0.222656	N	Y	*,12201	30	0	0	0	0	Bacteria	 Thermotogae	 Thermotogae	 Petrotogales	 Unclassified	 Petrotoga	 Petrotoga mobilis	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12202	59710	3.0017	4.06314	14.421	59.34	N	N	12202,*	12069	52	0.00430855911840252	0.687312613612496	0.0856394667131038	Bacteria	 Thermotogae	 Thermotogae	 Petrotogales	 Unclassified	 Defluviitoga	 Defluviitoga tunisiensis	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12203	18398	4.9395	2.81757	10.9845	26.0908	N	Y	12203	2150	3	0.0013953488372093	0.725757575757576	0.0204405114594425	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Emticicia	 Emticicia oligotrophica	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12204	29233	8.71231	11.9933	13.1467	21.0142	N	N	-917,-620,12204,-614	11869	68	0.00572921054848766	0.671745019351623	0.0838909306708816	Bacteria	 Thermotogae	 Thermotogae	 Kosmotogales	 Kosmotogaceae	 Mesotoga	 Mesotoga prima	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12206	25988	5.30858	10.8325	14.6227	24.1932	N	N	-638,-12205,12206,4211,4213,4216	17542	120	0.00684072511686239	0.640895984923997	0.0890473319520406	Bacteria	 Spirochaetes	 Spirochaetia	 Spirochaetales	 Spirochaetaceae	 Treponema	 Treponema primitia	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12207	128676	34.6711	123.57	50.6582	119.384	N	N	637,12207,-4440	127294	207	0.00162615677093971	0.686971270199311	0.0788381567436179	Bacteria	 Calditrichaeota	 Calditrichae	 Calditrichales	 Calditrichaceae	 Caldithrix	 Caldithrix abyssi	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12208	9006	11.3487	3.06667	11.091	10.8063	N	Y	*,12208,*	8213	0	0	0	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Marinilabiliales	 Salinivirgaceae	 Salinivirga	 Salinivirga cyanobacteriivorans	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_1221	34892	15.9924	290.607	217.907	29163.8	N	N	1217,1221,-1234,1233,1235	34113	44	0.0012898308562718	0.654108973365982	0.0858491658325222	Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Helicobacteraceae	 Helicobacter	 Helicobacter pylori	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12212	2318	0	0	6.18035	11.4163	N	Y	12212	2157	58	0.0268891979601298	0.706808390467357	0.0730911674455838	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium	 [Clostridium] clariflavum	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12215	7964	4.35935	6.30384	11.3257	18.9884	N	Y	12215	1136	46	0.0404929577464789	0.646111497198454	0.0994129628064324	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Candidatus Arthromitus	 Candidatus Arthromitus sp. SFB-mouse	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0165
contig_12216	390706	4.14549	3.98217	8.85857	10.3243	N	N	*,12216,*	25147	132	0.00524913508569611	0.631484000631552	0.107702005749677	Bacteria	 Synergistetes	 Synergistia	 Synergistales	 Synergistaceae	 Thermanaerovibrio	 Thermanaerovibrio acidaminovorans	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0061
contig_12217	32120	5.58724	1.23894	5.89221	2.86669	Y	N	12217	843	0	0	0	0	Bacteria	 Cyanobacteria	 Unclassified	 Synechococcales	 Synechococcaceae	 Synechococcus	 Synechococcus sp. PCC 7502	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0028
contig_12218	44229	10.9757	36.8443	17.2445	77.0458	N	N	3918,12218,12219,664,4849,2235	22889	121	0.00528638210494124	0.666915733979194	0.0830776937535155	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Proteiniphilum	 Proteiniphilum saccharofermentans	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12221	42976	3.52576	6.28283	3.81637	11.9982	N	N	*,12221,*	4002	18	0.00449775112443778	0.656792281792282	0.0843485325237546	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Petrimonas	 Petrimonas mucosa	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12223	23682	3.89788	0.957617	24.8628	125.876	N	Y	12223	8202	22	0.00268227261643502	0.728601196783015	0.0609007154566201	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Paludibacter	 Paludibacter propionicigenes	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12225	11022	3.94168	0.0549193	7.3796	5.90028	N	Y	*,12225,*	553	1	0.00180831826401447	0.727272727272727	0	Bacteria	 Firmicutes	 Tissierellia	 Tissierellales	 Peptoniphilaceae	 Peptoniphilus	 Peptoniphilus sp. ING2-D1G	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0031
contig_12227	591195	24.1379	61.2214	30.3269	80.8589	N	N	12227	516674	3411	0.00660184178031021	0.64646177370977	0.0869535767863523	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Syntrophobacterales	 Syntrophaceae	 Syntrophus	 Syntrophus aciditrophicus	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0050
contig_12230	13932	5.9043	4.65586	21.7307	108.756	N	N	*,12230,*	7999	46	0.00575071883985498	0.684562983418819	0.0846334061148071	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnoclostridium	 [Clostridium] saccharolyticum	0	0	pbccs	2021-09-02	Nanopore-Illumina	NA
contig_12233	52204	5.85613	3.46574	14.7318	11.4539	N	N	*,12233,*	6480	86	0.0132716049382716	0.649525087315785	0.0746158865954837	Bacteria	 Spirochaetes	 Spirochaetia	 Spirochaetales	 Spirochaetaceae	 Treponema	 Treponema brennaborense	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0068
contig_12234	4950	1.99854	0.00145645	8.56604	1.01831	N	N	*,12234,*	0	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacterales Family III. Incertae Sedis	 Caldicellulosiruptor	 Unclassified	0	0	pbccs	2021-09-02	Nanopore-Illumina	bin.0068
