contig	contig_len_bp	cov_long	cov_long_var	cov_ilm	cov_ilm_var	status_circular	status_repeat	graph_path	cmseq_total_covered_bases	total_polymorphic_bases	total_polymorphic_rate	dominant_allele_distr_mean	dominant_allele_distr_sd	domain	phylum	class	order	family	genus	species	AMR_count	VIR_count	mags_workflow_name	mags_workflow_date	mags_workflow_mode	bin
contig_14001	51158	6.40005	7.17337	4.8838	9.69486	N	N	*,14001,*	5020	16	0.00318725099601594	0.716892482517482	0.0336199732849796	Archaea	 Euryarchaeota	 Thermoplasmata	 Methanomassiliicoccales	 Methanomassiliicoccaceae	 Methanomassiliicoccus	 Candidatus Methanomassiliicoccus intestinalis	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0125
contig_14002	94470	6.35915	4.91957	7.0505	13.7363	N	N	*,14002,*	26848	238	0.00886471990464839	0.650446535232191	0.0863386745410028	Archaea	 Euryarchaeota	 Methanomicrobia	 Methanosarcinales	 Methanosarcinaceae	 Methanosalsum	 Methanosalsum zhilinae	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0092
contig_14003	90550	9.46181	8.58679	16.2354	33.3791	N	N	*,14003,*	85159	704	0.0082668889958783	0.651172111071125	0.0886391099375797	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Alicyclobacillaceae	 Alicyclobacillus	 Alicyclobacillus acidocaldarius	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0011
contig_14004	10420	7.78656	20.135	10.6574	105.311	N	N	*,-856,14004,775,775,776,794,-2044,-2044	4781	106	0.0221710939134072	0.673829445947992	0.0963192903543179	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 Clostridium bornimense	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14005	23985	19.6396	205.988	41.1364	1411.57	N	N	791,1657,14005	20551	172	0.00836942241253467	0.637931440154485	0.0930470820851232	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacterales Family IV. Incertae Sedis	 Mahella	 Mahella australiensis	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14006	29730	3.74503	4.69454	3.93959	17.4971	N	N	-771,14006,2180	6731	440	0.0653691873421483	0.657936064665394	0.0945129980924197	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium	 [Clostridium] clariflavum	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0051
contig_14007	4737	6.48376	18.6215	10.8786	76.4485	N	N	*,14007,*	2723	33	0.0121189864120455	0.732766813341971	0.038229600941115	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium	 [Clostridium] clariflavum	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14008	15713	10.6605	28.0048	15.7434	141.631	N	N	2044,-794,-776,-775,-767,14008,3194,*	10934	130	0.0118895189317725	0.691069123936045	0.0807125042833913	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfotomaculum	 Desulfotomaculum ferrireducens	1	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14009	16091	9.41553	10.5555	9.90264	396.471	N	N	*,14009,*	3593	23	0.0064013359309769	0.708107865967889	0.0589107584380145	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Enterococcaceae	 Tetragenococcus	 Tetragenococcus halophilus	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0044
contig_14010	28186	4.71269	2.10583	7.26719	12.6678	N	N	*,14010,*	8980	36	0.00400890868596882	0.743570919606136	0.052951817601279	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfotomaculum	 Desulfotomaculum reducens	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0114
contig_14011	711512	15.5908	14.9739	15.7991	30.3796	N	N	14011	640202	1002	0.00156513100552638	0.684031421651457	0.0792708571609028	Bacteria	 Deferribacteres	 Deferribacteres	 Deferribacterales	 Deferribacteraceae	 Deferribacter	 Deferribacter desulfuricans	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0122
contig_14012	11025	14.4399	28.8318	30.9122	495.24	N	N	-305,314,899,899,899,899,900,14012,14386	10208	258	0.0252742946708464	0.663865364312289	0.101369367698587	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 Clostridium bornimense	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14013	15071	20.0338	343.88	31.4587	781.795	N	N	-307,314,899,899,899,900,14013,-290	13171	328	0.0249031964163693	0.659638832409379	0.097618165899683	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium	 [Clostridium] stercorarium	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14014	23570	4.66938	3.82408	3.15794	7.55524	N	N	*,14014,*	1231	41	0.033306255077173	0.617038652404506	0.0916390317211506	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Syntrophobacterales	 Syntrophobacteraceae	 Syntrophobacter	 Syntrophobacter fumaroxidans	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0020
contig_14016	26012	30.9995	170.247	38.3258	379.2	N	Y	14016	25479	21	0.0008242081714353	0.681956646193542	0.0949321782861466	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Petrimonas	 Petrimonas mucosa	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14018	8754	5.40958	1.09739	11.6781	42.834	N	Y	14018	6268	177	0.0282386726228462	0.652669642425386	0.0862241801059517	Bacteria	 Planctomycetes	 Phycisphaerae	 Unclassified	 Unclassified	 Unclassified	 Phycisphaerae bacterium L21-RPul-D3	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0068
contig_14019	6544	3.61933	1.60545	3.92383	20.9998	N	Y	14019	1524	20	0.0131233595800525	0.64532967032967	0.0466593559002861	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Chromatiaceae	 Allochromatium	 Allochromatium vinosum	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0049
contig_1402	2128	7.23458	13.9105	20.4904	173.995	N	N	*,1402,*	1379	31	0.0224800580130529	0.683935582456894	0.0990400454859123	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14020	15261	287.715	3075.04	118.608	2951.12	N	N	*,14020,*	15226	6	0.000394062787337449	0.778099256243539	0.00718247367892147	Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Campylobacteraceae	 Campylobacter	 Unclassified	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0075
contig_14021	139466	4.61603	3.64965	5.83029	11.9857	N	N	*,14021,*	33354	702	0.0210469508904479	0.656462260606325	0.086965828234121	Bacteria	 Synergistetes	 Synergistia	 Synergistales	 Synergistaceae	 Cloacibacillus	 Cloacibacillus porcorum	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0092
contig_14023	18730	6.52691	11.8436	5.79693	12.9472	N	N	*,14023,*	4522	68	0.0150375939849624	0.689130142556203	0.0741557829076721	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus naphthalenovorans	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0115
contig_14024	26325	4.82923	3.89031	5.43438	14.0069	N	N	*,14024,*	12398	709	0.0571866430069366	0.660759650918808	0.0836444836954687	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfotomaculum	 Desulfotomaculum gibsoniae	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0008
contig_14026	11649	19.047	33.0318	14.0492	38.609	N	Y	14026	8664	2	0.00023084025854109	0.694444444444444	0.0277777777777778	Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Unclassified	 Unclassified	 Sulfurovum	 Sulfurovum lithotrophicum	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14027	2390	11.7241	26.9643	11.1388	77.4487	N	Y	14027	1338	45	0.0336322869955157	0.68788024139858	0.0786381171850437	Bacteria	 Tenericutes	 Mollicutes	 Mycoplasmatales	 Mycoplasmataceae	 Mycoplasma	 Mycoplasma fermentans	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14028	16214	15.038	80.4929	16.3878	367.526	N	N	14368,3241,14025,987,14028	8715	147	0.0168674698795181	0.674212240554078	0.0875833899261779	Bacteria	 Tenericutes	 Mollicutes	 Acholeplasmatales	 Acholeplasmataceae	 Acholeplasma	 Acholeplasma oculi	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_1403	15851	3.39099	2.20725	7.06828	9.05903	N	N	*,1403,*	3456	15	0.00434027777777778	0.644708347208347	0.0731123743292734	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Geosporobacter	 Geosporobacter ferrireducens	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0096
contig_14030	8871	10.3629	36.4311	5.79303	30.7676	N	Y	14030	2064	55	0.0266472868217054	0.685452263840187	0.0883403999513351	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides fragilis	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14031	5888	3.63541	2.27595	5.57633	10.5137	N	N	*,14031,*	514	3	0.00583657587548638	0.666666666666667	0.0471404520791032	Bacteria	 Fusobacteria	 Fusobacteriia	 Fusobacteriales	 Fusobacteriaceae	 Ilyobacter	 Ilyobacter polytropus	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0118
contig_14033	1381	3.89683	7.01619	74.2632	3189.15	N	N	*,14033,*	1153	2	0.00173460537727667	0.780235075781008	0.00665017012063096	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14035	21773	6.86718	4.80225	6.74976	13.3236	N	N	*,14035,*	6741	53	0.0078623349651387	0.686618727184765	0.0692430667880785	Bacteria	 Verrucomicrobia	 Opitutae	 Opitutales	 Opitutaceae	 Unclassified	 Opitutaceae bacterium TAV5	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14036	95266	6.65267	8.76962	6.49026	13.7159	N	N	*,14036,*	24187	202	0.00835159383139703	0.663113321336364	0.0732996457413792	Bacteria	 Spirochaetes	 Spirochaetia	 Spirochaetales	 Spirochaetaceae	 Sphaerochaeta	 Sphaerochaeta globosa	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0009
contig_14038	17292	8.46721	5.87152	8.19403	16.8785	N	N	*,14038,*	7761	66	0.00850405875531504	0.661368053874386	0.0886722164466558	Bacteria	 Bacteroidetes	 Bacteroidia	 Marinilabiliales	 Prolixibacteraceae	 Draconibacterium	 Draconibacterium orientale	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0108
contig_14039	6354	14.9495	114.864	35.3496	716.682	N	N	*,14039,*	4277	9	0.00210427870002338	0.704739704739705	0.0176072559341487	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfovibrionales	 Desulfovibrionaceae	 Desulfovibrio	 Desulfovibrio vulgaris	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_1404	454617	19.2373	49.7073	12.3761	48.4255	N	N	1404,*	295270	948	0.00321062078775358	0.670230296291277	0.0854539392678295	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Unclassified	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0014
contig_14040	33232	3.5993	2.2307	4.26734	11.8455	N	Y	*,14040	3973	99	0.0249181978353889	0.694924234674681	0.0708090963659746	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Tepidanaerobacter	 Tepidanaerobacter acetatoxydans	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0019
contig_14041	32912	2.99618	2.97009	5.23079	38.2309	N	Y	14041,*	4679	49	0.0104723231459714	0.72814788748549	0.0437983127459371	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 Unclassified	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0019
contig_14044	13432	9.63108	17.394	7.55594	23.9135	N	N	*,14044,*	7948	392	0.0493205837946653	0.644008977570422	0.0871242484609797	Archaea	 Euryarchaeota	 Methanomicrobia	 Methanomicrobiales	 Methanomicrobiaceae	 Methanoculleus	 Methanoculleus bourgensis	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14046	8020	9.18767	7.53782	28.2108	108.423	N	Y	*,14046,*	7912	86	0.0108695652173913	0.681071595303453	0.089977865744046	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Petrimonas	 Petrimonas mucosa	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14047	24687	3.71953	6.79936	6.98032	119.718	N	N	*,14047,*	3585	2	0.000557880055788006	0.692857142857143	0.00714285714285712	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Petrimonas	 Petrimonas mucosa	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0060
contig_14048	22333	4.10806	4.07811	3.71068	8.61419	N	N	*,14048,*	1878	33	0.0175718849840256	0.650935932754115	0.0635485021843937	Archaea	 Euryarchaeota	 Methanomicrobia	 Methanosarcinales	 Methanosaetaceae	 Methanosaeta	 Methanosaeta harundinacea	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14049	12229	6.27924	8.31169	4.76629	6.20665	N	N	*,14049,*	702	1	0.00142450142450142	0.7	0	Archaea	 Euryarchaeota	 Methanomicrobia	 Methanosarcinales	 Methanosarcinaceae	 Methanosarcina	 Methanosarcina mazei	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0125
contig_1405	766877	27.8754	55.0782	23.5485	92.8957	N	N	1405	733750	13142	0.0179107325383305	0.629457796650138	0.0851131266450491	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Fermentimonas	 Fermentimonas caenicola	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0079
contig_14050	47387	32.1109	60.5579	28.452	137.762	Y	N	14050	44309	230	0.0051908190209664	0.655870057215567	0.0915401839065215	Viruses	 Unclassified	 Unclassified	 Caudovirales	 Siphoviridae	 Unclassified	 Unclassified	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14051	30018	8.5682	9.5286	12.3934	43.1162	N	Y	*,14051,*	22226	222	0.00998830198866193	0.671271067899028	0.0951469242962004	Bacteria	 Firmicutes	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14052	10468	1.64189	0.803167	3.65836	9.31383	N	N	*,14052,*	578	8	0.013840830449827	0.567045454545455	0.0531910442657657	Bacteria	 Actinobacteria	 Actinobacteria	 Micrococcales	 Intrasporangiaceae	 Arsenicicoccus	 Arsenicicoccus sp. oral taxon 190	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0059
contig_14053	7104	6.77394	5.00581	4.65559	5.62395	N	N	*,14053,*	329	0	0	NA	NA	Bacteria	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0118
contig_14054	2206	1.50146	0.562526	0	0	N	Y	14054	0	0	NA	NA	NA	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Carboxydothermus	 Carboxydothermus hydrogenoformans	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0059
contig_14056	11167	12.7572	22.2718	17.6556	107.025	N	N	*,14056,*	9497	76	0.00800252711382542	0.6524017356282	0.0961238142668409	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Methylococcales	 Methylococcaceae	 Methylococcus	 Methylococcus capsulatus	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0039
contig_14057	15851	5.6676	2.77855	12.4248	209.991	N	N	14057	7200	69	0.00958333333333333	0.636646521374842	0.0898726190217307	Bacteria	 Thermotogae	 Thermotogae	 Unclassified	 Unclassified	 Unclassified	 Unclassified	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0039
contig_14059	24213	5.47534	3.65733	3.65316	6.5732	N	N	*,14059,*	915	4	0.00437158469945355	0.744318181818182	0.0098411977702777	Bacteria	 Acidobacteria	 Solibacteres	 Solibacterales	 Solibacteraceae	 Candidatus Solibacter	 Candidatus Solibacter usitatus	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0020
contig_1406	6917	9.485	31.204	5.33264	14.1812	N	Y	1406	2143	61	0.028464769015399	0.605665372878488	0.0785916705251174	Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Campylobacteraceae	 Campylobacter	 Campylobacter hyointestinalis	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14060	13582	4.85825	15.6722	2.72432	5.02915	N	N	*,14060,*	5113	512	0.100136905926071	0.621888488084762	0.0897654403798929	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfobacterales	 Desulfobulbaceae	 Desulfurivibrio	 Desulfurivibrio alkaliphilus	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0068
contig_14061	52136	6.08752	3.04422	5.62221	11.1341	N	N	*,14061,*	7003	2	0.000285591889190347	0.683333333333333	0.0166666666666667	Archaea	 Euryarchaeota	 Thermoplasmata	 Methanomassiliicoccales	 Methanomassiliicoccaceae	 Candidatus Methanomethylophilus	 Candidatus Methanomethylophilus alvus	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0125
contig_14062	13089	2.38627	1.36267	2.6856	4.29735	N	N	*,14062,*	31	0	0	NA	NA	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Syntrophobacterales	 Syntrophaceae	 Syntrophus	 Syntrophus aciditrophicus	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14063	17861	4.04771	4.07299	1.8991	3.3144	N	N	*,14063,*	55	3	0.0545454545454545	0.533333333333333	0.124721912892465	Bacteria	 Bacteroidetes	 Unclassified	 Bacteroidetes Order II. Incertae sedis	 Rhodothermaceae	 Unclassified	 Rhodothermaceae bacterium RA	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14065	13257	13.918	31.3956	18.4623	137.766	N	N	*,1293,14065,14066,*	12242	353	0.0288351576539781	0.669554203054415	0.0849123607902492	Bacteria	 Spirochaetes	 Spirochaetia	 Spirochaetales	 Spirochaetaceae	 Treponema	 Treponema azotonutricium	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14067	81428	5.49887	4.02255	6.1719	11.3961	N	N	*,14067,*	15874	182	0.0114652891520726	0.612048139589348	0.0771873856572929	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter heparinus	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14068	5271	11.4374	32.9295	15.9832	107.228	N	Y	14068	4172	30	0.00719079578139981	0.659239809986052	0.0862565151697014	Bacteria	 Thermotogae	 Thermotogae	 Thermotogales	 Thermotogaceae	 Pseudothermotoga	 Pseudothermotoga elfii	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14069	9718	5.13002	2.16799	9.81564	15.9308	N	N	*,14069,*	5059	9	0.00177900770903341	0.676685977421272	0.0781896352745269	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Sporomusaceae	 Pelosinus	 Pelosinus sp. UFO1	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0106
contig_14071	2233	1.71435	1.28578	11.5718	202.948	N	Y	14071	847	2	0.00236127508854782	0.713800904977376	0.0214932126696833	Bacteria	 Firmicutes	 Clostridia	 Halanaerobiales	 Halanaerobiaceae	 Halanaerobium	 Halanaerobium hydrogeniformans	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14072	113245	15.6737	80.3438	14.7279	77.4386	N	N	-2389,14072,*	92607	206	0.00222445387497705	0.636706202474207	0.0868535819472235	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 Unclassified	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0018
contig_14073	21393	18.4516	24.7543	14.1642	62.5543	N	Y	14073	16325	133	0.00814701378254211	0.686032942300693	0.083549085372467	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 Clostridium tyrobutyricum	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0076
contig_14074	3837	3.4524	7.27375	3.10686	17.2082	N	Y	14074,*	349	2	0.00573065902578797	0.618181818181818	0.0181818181818182	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Mageeibacillus	 Mageeibacillus indolicus	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14075	48432	7.96438	7.50353	12.8341	28.887	N	N	*,14075,*	37697	514	0.0136350372708704	0.681809758779181	0.0835661281485657	Bacteria	 Bacteroidetes	 Chitinophagia	 Chitinophagales	 Chitinophagaceae	 Chitinophaga	 Chitinophaga pinensis	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14076	24185	3.70743	2.66513	4.76996	7.88669	N	N	*,14076,*	1632	0	0	NA	NA	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfobacterales	 Desulfobulbaceae	 Desulfobulbus	 Desulfobulbus propionicus	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0086
contig_14077	31002	4.37181	2.36536	2.85262	4.62362	N	N	*,14077,*	383	14	0.0365535248041775	0.553896103896104	0.0696139027995025	Bacteria	 Spirochaetes	 Spirochaetia	 Unclassified	 Leptospiraceae	 Leptospira	 Leptospira biflexa	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0020
contig_14078	2224	0.652845	0.226747	16.3394	480.065	N	Y	14078	835	0	0	NA	NA	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 Bacillus smithii	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0060
contig_14080	22954	3.19606	1.23475	2.82792	6.58787	N	N	*,14080,*	524	3	0.00572519083969466	0.643722943722944	0.102842784719426	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Myroides	 Unclassified	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0081
contig_14081	147141	5.0989	7.54808	4.61173	9.40579	N	N	*,14081,*	17274	737	0.0426652772953572	0.637876246788938	0.0836976889588386	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides vulgatus	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0046
contig_14082	24518	5.49491	6.76123	5.0671	9.24742	N	N	*,14082,*	2511	1	0.000398247710075667	0.5	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Unclassified	 Intestinimonas	 Intestinimonas butyriciproducens	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0098
contig_14083	22805	2.51322	1.7686	2.72147	6.78645	N	N	14083,*	680	16	0.0235294117647059	0.636421886771399	0.104303293170781	Bacteria	 Calditrichaeota	 Calditrichae	 Calditrichales	 Calditrichaceae	 Caldithrix	 Caldithrix abyssi	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0059
contig_14084	3396	3.64387	3.04481	25.821	504.237	N	Y	*,14084,*	2927	37	0.0126409292791254	0.679490543702556	0.0843441250421871	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacterales Family IV. Incertae Sedis	 Mahella	 Mahella australiensis	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14085	17923	9.19096	27.6525	9.81123	45.7484	N	N	*,14085,*	11416	337	0.0295199719691661	0.653664818767455	0.0960102543886091	Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Helicobacteraceae	 Helicobacter	 Helicobacter felis	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0118
contig_14086	45933	3.93576	2.97289	3.06535	6.8503	N	N	*,14086,*	1722	3	0.00174216027874564	0.685671191553544	0.0674044473167267	Bacteria	 Spirochaetes	 Spirochaetia	 Spirochaetales	 Spirochaetaceae	 Treponema	 Treponema brennaborense	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14087	12546	12.1698	3.76336	26.4627	49.1137	N	Y	*,14087,*	12539	203	0.0161894887949597	0.642420527077807	0.0925599528709552	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Fermentimonas	 Fermentimonas caenicola	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14088	26117	3.99114	2.70825	4.02931	6.2259	N	N	*,14088,*	969	0	0	NA	NA	Bacteria	 Planctomycetes	 Phycisphaerae	 Unclassified	 Unclassified	 Unclassified	 Phycisphaerae bacterium L21-RPul-D3	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14089	96574	15.9496	26.5797	23.6715	65.7539	N	N	14089,7835	91535	537	0.00586660840115803	0.654861131296092	0.0822732723766554	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Tepidanaerobacter	 Tepidanaerobacter acetatoxydans	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0062
contig_1409	8679	5.33204	5.99483	5.98605	51.9492	N	N	*,1409,*	3006	118	0.0392548236859614	0.62925909561365	0.100009806491065	Bacteria	 Thermotogae	 Thermotogae	 Kosmotogales	 Kosmotogaceae	 Kosmotoga	 Kosmotoga olearia	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14090	137500	39.047	106.634	56.2268	401.359	N	N	-7835,14090,7829	135557	1719	0.0126810124154415	0.625149763771701	0.0850855652676057	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Syntrophobacterales	 Syntrophaceae	 Syntrophus	 Syntrophus aciditrophicus	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0057
contig_14092	2757	2.20713	0.912593	9.36287	14.2841	N	N	*,14092,*	1368	0	0	NA	NA	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Petrimonas	 Petrimonas mucosa	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14093	9083	13.6906	4.20922	22.1323	54.0158	N	Y	*,14093,*	8813	105	0.0119142176330421	0.62260042391519	0.0848528446581426	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacterales Family III. Incertae Sedis	 Caldicellulosiruptor	 Unclassified	0	0	r10-il	2021-08-28	Nanopore-Illumina	NA
contig_14094	98039	5.20301	4.61486	5.40169	10.9038	N	N	*,14094,*	14888	134	0.00900053734551316	0.638809145643107	0.103474561171299	Bacteria	 Bacteroidetes	 Bacteroidia	 Marinilabiliales	 Salinivirgaceae	 Salinivirga	 Salinivirga cyanobacteriivorans	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0046
contig_14095	223984	18.7737	24.139	14.4337	39.2952	N	N	14095	186020	1167	0.00627351897645414	0.670964130453458	0.0872209067547781	Bacteria	 Tenericutes	 Mollicutes	 Acholeplasmatales	 Acholeplasmataceae	 Acholeplasma	 Acholeplasma brassicae	0	0	r10-il	2021-08-28	Nanopore-Illumina	bin.0076
