contig	contig_len_bp	cov_long	cov_long_var	cov_ilm	cov_ilm_var	status_circular	status_repeat	graph_path	cmseq_total_covered_bases	total_polymorphic_bases	total_polymorphic_rate	dominant_allele_distr_mean	dominant_allele_distr_sd	domain	phylum	class	order	family	genus	species	AMR_count	VIR_count	mags_workflow_name	mags_workflow_date	mags_workflow_mode	bin
contig_14317	18045	7.99827	6.88243	5.62224	14.7352	N	N	*,14317,*	11558	732	0.063332756532272	0.652825182822939	0.0937795110383746	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfobacterales	 Desulfobacteraceae	 Desulfococcus	 Desulfococcus multivorans	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0016
contig_14318	49324	6.93155	6.29943	5.75229	11.1984	N	N	*,14318,*	8773	45	0.00512937421634561	0.636804159892395	0.0685359148674701	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Porphyromonas	 Porphyromonas gingivalis	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0083
contig_14319	3644	2.81196	2.00156	15.7521	298.778	N	Y	*,14319,*	2146	6	0.00279589934762349	0.763813705674171	0.0315854738169334	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Caulobacter	 Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0043
contig_14321	11166	16.4278	41.8218	26.4476	243.786	N	Y	14321	10283	221	0.0214917825537295	0.687885538208391	0.0860508821558227	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Streptococcus suis	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14323	14136	18.8902	154.67	28.4146	522.367	N	N	-14321,2972,14323,-13999	12256	128	0.010443864229765	0.691961957150388	0.0779453836425575	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	 Bacillus krulwichiae	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14325	9181	2.42863	1.16097	2.41634	15.1658	N	N	*,14325,*	1033	22	0.021297192642788	0.66525974025974	0.0817927322875391	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermodesulfobiaceae	 Coprothermobacter	 Coprothermobacter proteolyticus	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14326	17143	4.55982	3.49084	4.13176	7.7202	N	N	*,14326,*	1004	0	0	0	0	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	 Burkholderia multivorans	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0034
contig_14327	18883	4.97662	9.11351	4.82929	17.0365	N	N	*,14327,*	4501	56	0.0124416796267496	0.712406486487369	0.0645816536687888	Bacteria	 Kiritimatiellaeota	 Kiritimatiellae	 Kiritimatiellales	 Kiritimatiellaceae	 Kiritimatiella	 Kiritimatiella glycovorans	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14328	31439	6.00112	3.26567	3.85838	9.07025	N	N	*,14328,*	4226	104	0.024609559867487	0.631738744224604	0.0866366159776415	Bacteria	 Spirochaetes	 Spirochaetia	 Spirochaetales	 Spirochaetaceae	 Treponema	 Treponema caldarium	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0066
contig_14329	29163	5.6838	6.60946	4.88705	10.8696	N	N	*,14329,*	3011	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium	 Ruminiclostridium sp. KB18	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14330	25752	4.30306	1.95138	2.90087	6.62713	N	N	*,14330,*	685	1	0.00145985401459854	0.636363636363636	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 Clostridioides	 Clostridioides difficile	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0032
contig_14332	15277	6.24037	4.11071	4.46334	12.0279	N	N	*,14332,*	10415	1106	0.106192990878541	0.644530270129966	0.0905407796347149	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Candidatus Symbiobacter	 Candidatus Symbiobacter mobilis	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0110
contig_14333	14212	10.9689	2.51971	16.0982	30.3133	N	N	*,14333,*	12954	5	0.000385981164119191	0.635958646616541	0.0780104537902432	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Cellulophaga	 Cellulophaga algicola	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0061
contig_14334	20184	133.771	2757.92	265.865	7738.58	N	Y	*,14334,*	20138	195	0.00968318601648624	0.740858457066367	0.0623339954781895	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Symbiobacteriaceae	 Symbiobacterium	 Symbiobacterium thermophilum	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0027
contig_14336	6073	3.21577	2.34737	5.31487	43.8083	N	N	*,14336,*	2264	45	0.0198763250883392	0.688036568091825	0.0768381580356618	Viruses	 Unclassified	 Unclassified	 Caudovirales	 Siphoviridae	 Unclassified	 Mycobacterium phage PopTart	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0043
contig_14337	9615	6.93566	4.08807	5.36334	16.011	N	N	*,14337,*	3914	218	0.0556974961676035	0.653495875934596	0.0859802079381038	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Azospirillum	 Azospirillum thiophilum	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14338	12309	3.08611	2.51014	1.26515	3.97146	N	N	*,14338,*	755	80	0.105960264900662	0.62759010790551	0.0901430420676347	Bacteria	 Actinobacteria	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium scardovii	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0000
contig_14339	6268	3.03236	0.884348	3.6798	10.4019	N	N	*,14339,*	544	1	0.00183823529411765	0.7	0	Bacteria	 Proteobacteria	 Epsilonproteobacteria	 Campylobacterales	 Campylobacteraceae	 Campylobacter	 Campylobacter subantarcticus	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14340	12276	3.06886	2.35402	3.06622	6.25596	N	N	*,14340,*	691	15	0.0217076700434153	0.622424242424242	0.0946344440045041	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium	 [Clostridium] stercorarium	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0094
contig_14341	48261	3.69826	2.32713	4.83875	10.8024	N	N	*,14341,*	5673	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfovibrionales	 Desulfomicrobiaceae	 Desulfomicrobium	 Desulfomicrobium baculatum	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0022
contig_14342	67297	7.09567	4.93387	7.95946	16.6376	N	N	*,14342,*	26613	101	0.00379513771465073	0.625349117261265	0.0911163665804291	Bacteria	 Acidobacteria	 Blastocatellia	 Unclassified	 Unclassified	 Chloracidobacterium	 Chloracidobacterium thermophilum	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0120
contig_14343	8515	4.41207	2.02021	3.91859	6.80406	N	N	*,14343,*	1053	51	0.0484330484330484	0.608993596753112	0.0941039161078905	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfotomaculum	 Desulfotomaculum nigrificans	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14344	27107	4.22766	5.46937	6.45035	25.1073	N	N	*,14344,*	10297	275	0.0267068078080994	0.635184256263485	0.085586928870531	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfuromonadales	 Geobacteraceae	 Geobacter	 Geobacter sulfurreducens	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14345	8102	3.69655	2.48636	2.2202	4.16575	N	N	*,14345,*	386	10	0.0259067357512953	0.579090909090909	0.0839175116428662	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacterales Family III. Incertae Sedis	 Thermoanaerobacterium	 Thermoanaerobacterium thermosaccharolyticum	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0049
contig_14346	54449	3.77215	5.11113	2.886	7.77091	N	N	*,14346,*	2830	43	0.0151943462897526	0.693174267592872	0.0893822501800768	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfobacterales	 Desulfobacteraceae	 Desulfococcus	 Desulfococcus oleovorans	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14347	77253	24.5035	69.0874	23.5703	120.588	N	N	14347,-14637	72119	631	0.00874942802867483	0.648802059902477	0.0912127990668076	Bacteria	 Thermotogae	 Thermotogae	 Petrotogales	 Unclassified	 Defluviitoga	 Defluviitoga tunisiensis	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0093
contig_14348	11876	4.44585	1.57695	2.46811	4.66788	N	N	*,14348,*	214	1	0.00467289719626168	0.7	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Unclassified	 Unclassified	 Bacteroidales bacterium CF	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0024
contig_14349	2382	51.0896	23.3752	159.433	1342.19	N	Y	14349	2382	25	0.010495382031906	0.684727794108133	0.102080091661512	Bacteria	 Thermotogae	 Thermotogae	 Kosmotogales	 Kosmotogaceae	 Mesotoga	 Mesotoga prima	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0087
contig_14350	35667	25.7482	101.508	32.8178	255.732	N	Y	14350	34030	780	0.0229209521010873	0.674390493017076	0.0932847213192006	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Caldanaerobacter	 Caldanaerobacter subterraneus	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0006
contig_14351	7243	6.76709	2.21857	5.73876	9.70676	N	N	14351,10706,*	2393	110	0.0459674049310489	0.702167611799965	0.0698961223721345	Bacteria	 Spirochaetes	 Spirochaetia	 Brachyspirales	 Brachyspiraceae	 Brachyspira	 Brachyspira murdochii	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14352	12944	8.7441	12.015	13.8846	26.2926	N	N	14352,15158	12015	374	0.0311277569704536	0.672994143881193	0.0819112973089959	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfotomaculum	 Desulfotomaculum ruminis	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0006
contig_14353	45734	19.2671	301.879	13.8304	151.842	Y	N	14353	32813	1133	0.0345289976533691	0.652541097653816	0.0896724971483026	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Leuconostocaceae	 Leuconostoc	 Leuconostoc gelidum	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0038
contig_14354	3923	25.1434	37.3895	24.221	115.022	N	Y	*,14354	3920	87	0.0221938775510204	0.676466950685534	0.0877174347586076	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14356	64730	5.23033	5.77262	4.97871	14.8321	N	N	*,14356,3169,3171,*	24613	1568	0.0637061715353675	0.641202851835527	0.0881568550667245	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus sp. 32O-W	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14357	18767	9.95445	21.7066	9.04576	53.4875	N	N	*,14357,*	7927	50	0.00630755645263025	0.681883158288419	0.0816356254175814	Archaea	 Euryarchaeota	 Methanomicrobia	 Methanomicrobiales	 Methanomicrobiaceae	 Methanoculleus	 Methanoculleus bourgensis	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14358	50271	6.50951	5.85906	3.9853	9.08386	N	N	*,14358,*	4976	98	0.0196945337620579	0.671216125127163	0.0765709470804721	Bacteria	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0066
contig_14359	17479	2.92862	2.17719	2.51192	7.82905	N	N	*,14359,*	844	12	0.014218009478673	0.620331465919701	0.0525832882620557	Bacteria	 Chrysiogenetes	 Chrysiogenetes	 Chrysiogenales	 Chrysiogenaceae	 Desulfurispirillum	 Desulfurispirillum indicum	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0036
contig_14360	24784	6.22363	3.57697	4.83803	8.82779	N	N	*,14360,*	2289	6	0.00262123197903014	0.656060606060606	0.0455806332014888	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Lachnoclostridium	 Lachnoclostridium phytofermentans	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14361	6756	7.77066	7.3105	8.08553	15.1381	N	N	*,14361,*	3849	114	0.029618082618862	0.680291444768184	0.0770629571348275	Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified	1	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14363	24632	4.39666	4.05099	4.50539	22.3755	N	N	13898,14363,*	2621	23	0.00877527661198016	0.68509744021253	0.0652529165682843	Bacteria	 Tenericutes	 Unclassified	 Unclassified	 Unclassified	 Candidatus Izimaplasma	 Candidatus Izimaplasma sp. HR1	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0032
contig_14364	3252	8.40522	3.01772	31.9252	558.379	Y	Y	14364	2690	16	0.00594795539033457	0.646349631697992	0.0742616672045361	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14365	76761	3.5129	2.83745	3.51717	8.79296	N	N	*,14365,-3201	3895	37	0.00949935815147625	0.687003181740024	0.0538048902251544	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Unclassified	 Intestinimonas	 Intestinimonas butyriciproducens	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0092
contig_14366	92530	9.60446	14.2394	7.7513	31.0392	N	N	*,14366,*	52230	1787	0.0342140532261153	0.661891696100748	0.0828674893300304	Bacteria	 Firmicutes	 Clostridia	 Thermoanaerobacterales	 Thermoanaerobacteraceae	 Tepidanaerobacter	 Tepidanaerobacter acetatoxydans	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0037
contig_14367	4936	16.7018	9.17392	13.1596	25.9499	N	Y	14367	4018	28	0.00696864111498258	0.667706457938361	0.0758290341553917	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminococcus	 Ruminococcus albus	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14368	10297	19.7555	69.6013	11.2799	40.094	N	Y	14368	6310	52	0.00824088748019017	0.644704945089483	0.0809271188946741	Bacteria	 Tenericutes	 Mollicutes	 Acholeplasmatales	 Acholeplasmataceae	 Acholeplasma	 Acholeplasma brassicae	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14369	26084	385.043	19438.4	282.037	12070.3	N	Y	14369	26013	66	0.00253719294199054	0.667359076044534	0.0863800552767064	Bacteria	 Tenericutes	 Mollicutes	 Acholeplasmatales	 Acholeplasmataceae	 Acholeplasma	 Acholeplasma brassicae	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0113
contig_14370	8748	3.20726	2.46627	3.04536	10.1724	N	N	*,14370,*	624	16	0.0256410256410256	0.589217281041971	0.0729454876844218	Bacteria	 Firmicutes	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14371	5891	5.2449	1.95847	3.8779	4.62311	N	N	*,14371,*	211	5	0.023696682464455	0.6	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Virgibacillus	 Virgibacillus halodenitrificans	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0026
contig_14372	49437	4.07067	4.3304	2.45984	8.9337	N	N	*,14372,*	4519	246	0.0544368223058199	0.687211595666226	0.0771242985121949	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfitobacterium	 Desulfitobacterium dichloroeliminans	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0049
contig_14373	8631	4.70369	2.1946	3.52258	8.53454	N	N	*,14373,*	719	8	0.0111265646731572	0.602272727272727	0.0264067046332324	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia	 Escherichia coli	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14375	106058	54.5891	121.345	77.5534	307.296	N	N	14375	105999	349	0.00329248389135747	0.628812544401749	0.0950631008909594	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Unclassified	 Intestinimonas	 Intestinimonas butyriciproducens	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0041
contig_14376	60751	50.9911	128.221	75.3685	403.818	N	N	14376,-5467	59402	65	0.00109423925120366	0.659010990696922	0.0928141363551427	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfitobacterium	 Desulfitobacterium dichloroeliminans	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0041
contig_14377	12836	3.91983	2.3934	4.04304	9.99341	N	N	*,14377,*	957	1	0.00104493207941484	0.7	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiotrichales	 Francisellaceae	 Francisella	 Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0032
contig_14378	3687	2.5287	0.714193	5.87475	17.2748	N	Y	14378,*	1363	0	0	0	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Proteiniphilum	 Proteiniphilum saccharofermentans	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14379	5820	6.24656	2.77274	7.73739	6.44375	N	N	*,14379,*	1559	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Oscillospiraceae	 Oscillibacter	 Oscillibacter valericigenes	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_1438	1122	0.588477	0.242418	0	0	N	Y	1438	0	0	0	0	0	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14380	16113	20.2056	26.599	36.6107	71.5996	N	N	*,14380,*	16049	169	0.0105302511059879	0.66684754468679	0.095054740702294	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfitobacterium	 Desulfitobacterium hafniense	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14381	7077	3.7286	0.742979	2.5223	6.77047	N	N	*,14381,*	397	0	0	0	0	Bacteria	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14382	70420	5.19199	4.78018	5.08983	16.1612	N	N	*,14382,*	10592	108	0.0101963746223565	0.650941932825103	0.0863247639326201	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Polaribacter	 Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0116
contig_14384	8007	6.91918	1.89564	7.189	13.4039	N	N	*,14384,*	3221	48	0.0149022042843837	0.625473028433555	0.0814349013498389	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Unclassified	 Unclassified	 Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0104
contig_14385	8881	2.50979	0.51022	0.98889	4.12114	N	N	14385,*	507	21	0.0414201183431953	0.64000599708933	0.121199365808378	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium	 [Clostridium] clariflavum	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0049
contig_14388	14160	6.1369	4.18091	4.17345	12.1441	N	N	*,14388,*	1580	3	0.00189873417721519	0.687878787878788	0.0380903184544744	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides cellulosilyticus	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14389	11567	12.2171	3.52411	10.0765	20.7235	N	Y	*,14389,*	5982	19	0.00317619525242394	0.598742701640743	0.0789048572117476	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ethanoligenens	 Ethanoligenens harbinense	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14390	32782	3.24292	2.41827	2.78132	9.22196	N	N	*,14390,14391,*	2868	54	0.0188284518828452	0.730497588830922	0.0577352457333911	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Staphylococcaceae	 Unclassified	 Staphylococcaceae bacterium S31	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0052
contig_14391	22976	2.35806	3.19129	3.7307	15.6069	N	Y	14391,*	5024	135	0.0268710191082803	0.642573835311193	0.0898909236458677	Bacteria	 Nitrospirae	 Nitrospira	 Nitrospirales	 Nitrospiraceae	 Nitrospira	 Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0101
contig_14392	7545	115.452	429.291	151.556	542.34	N	Y	14392	7545	242	0.0320742213386349	0.734998661534511	0.0717672453468064	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfotomaculum	 Desulfotomaculum gibsoniae	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14393	22498	6.2679	6.11165	5.78803	13.3849	N	N	*,14393,*	5135	46	0.00895813047711782	0.595817226252009	0.0800855237007756	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Proteiniphilum	 Proteiniphilum saccharofermentans	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0083
contig_14394	11278	32.7973	98.7584	61.1443	266.897	N	Y	*,14394,*	11234	182	0.016200818942496	0.694765650760532	0.0771952406069284	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 Clostridium chauvoei	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0099
contig_14396	15755	20.3487	19.9214	29.6177	56.3076	N	Y	14396	15753	14	0.000888719608963372	0.757170683700062	0.0358108973372484	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Isosphaeraceae	 Isosphaera	 Isosphaera pallida	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14397	55994	7.1177	4.68891	9.04196	17.5626	N	N	*,14397	36245	830	0.0228997103048696	0.63982988561036	0.0875725129969543	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae	 Desulfosporosinus	 Desulfosporosinus orientis	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0016
contig_14398	202630	8.89575	11.2526	8.95999	17.8617	N	N	*,14398,*	117727	1232	0.0104648891078512	0.705984236594197	0.0722622947760692	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Proteiniphilum	 Proteiniphilum saccharofermentans	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0046
contig_1440	2019	14.1851	19.5621	34.1487	117.826	N	Y	1440	1872	54	0.0288461538461538	0.702316895499728	0.0706997407309264	Bacteria	 Actinobacteria	 Actinobacteria	 Streptomycetales	 Streptomycetaceae	 Streptomyces	 Streptomyces noursei	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14400	19963	8.88013	9.10666	7.80488	15.8031	N	N	*,14400,*	7604	35	0.00460284061020516	0.651698642283561	0.0899799753652693	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Selenomonadaceae	 Selenomonas	 Selenomonas ruminantium	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14401	4411	10.8817	6.39392	7.87585	13.7009	Y	Y	14401	1687	11	0.00652045050385299	0.642137281910009	0.0537301887504101	Bacteria	 Spirochaetes	 Spirochaetia	 Spirochaetales	 Spirochaetaceae	 Treponema	 Treponema denticola	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14402	15720	18.9721	100.138	26.9983	276.918	N	N	*,14402,-127	14269	255	0.0178709089634873	0.664965087134398	0.0876868236645228	Bacteria	 Fusobacteria	 Fusobacteriia	 Fusobacteriales	 Fusobacteriaceae	 Fusobacterium	 Fusobacterium nucleatum	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14405	19431	4.9861	4.22918	5.21467	8.63984	N	N	*,14405,*	2315	0	0	0	0	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Capnocytophaga	 Capnocytophaga canimorsus	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0039
contig_14406	58428	5.57418	5.25426	5.13913	20.9213	N	N	14406,*	8580	84	0.00979020979020979	0.640935354328211	0.0851590424788718	Bacteria	 Bacteroidetes	 Bacteroidia	 Marinilabiliales	 Prolixibacteraceae	 Draconibacterium	 Draconibacterium orientale	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0116
contig_14407	38009	5.05864	3.56899	5.75028	12.8313	N	N	*,14407,*	7590	72	0.00948616600790514	0.639306839674487	0.0928256786942411	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Ruminiclostridium	 [Clostridium] stercorarium	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0120
contig_14409	98895	6.63542	5.14913	9.67659	23.4627	N	N	*,14408,14409,*	67250	1482	0.0220371747211896	0.659961165590403	0.0874063335964601	Bacteria	 Synergistetes	 Synergistia	 Synergistales	 Synergistaceae	 Cloacibacillus	 Cloacibacillus porcorum	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0078
contig_14410	57444	42.8476	43.3795	51.1658	302.409	N	N	14410	56483	262	0.00463856381566135	0.653283647165376	0.0847960854141877	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Unclassified	 Unclassified	 Unclassified	 Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0042
contig_14411	4898	4.77822	1.88317	5.93639	11.2733	N	Y	*,14411,*	1532	14	0.00913838120104439	0.696570096570096	0.0145566859210467	Bacteria	 Spirochaetes	 Spirochaetia	 Spirochaetales	 Spirochaetaceae	 Sphaerochaeta	 Sphaerochaeta pleomorpha	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0106
contig_14412	8793	2.57098	0.407434	0.751822	1.18832	N	N	*,14412,*	0	0	0	0	0	Bacteria	 Aquificae	 Aquificae	 Aquificales	 Unclassified	 Thermosulfidibacter	 Thermosulfidibacter takaii	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14413	13498	5.03296	2.03028	3.96936	9.34232	N	N	*,14413,*	881	5	0.00567536889897843	0.660606060606061	0.0353391023930018	Bacteria	 Tenericutes	 Mollicutes	 Mycoplasmatales	 Mycoplasmataceae	 Mycoplasma	 Mycoplasma fermentans	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0076
contig_14414	3396	4.04128	0.930179	1.89248	3.21712	N	N	*,14414,*	1019	61	0.0598626104023552	0.669012027027938	0.0797517920820357	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	 Clostridium taeniosporum	0	0	r10	2021-08-31	Nanopore-Illumina	NA
contig_14415	3698	51.2291	75.594	53.3977	183.481	N	N	*,14415,*	3621	1	0.000276166804750069	0.58	0	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	0	0	r10	2021-08-31	Nanopore-Illumina	bin.0055
