contigName	contigLen	totalAvgDepth	6_cov.bam	6_cov.bam-var
contig_30558	44493	1.90869	1.90869	2.95901
contig_23647	23369	0.290323	0.290366	0.445458
contig_15837	27467	0.0192188	0.0192188	0.0976999
contig_4569	9061	0.752553	0.752553	1.98176
contig_18213	4239	0.0154072	0.0154072	0.0151734
contig_9246	296424	8.07781	8.07781	15.1843
contig_22579	4439	6.97808	6.97808	7.98131
contig_30080	16193	0.800162	0.800162	1.78586
contig_29052	16144	1.41422	1.41422	1.73951
contig_25018	5695	0.186835	0.186835	0.24828
contig_26493	11301	1.41324	1.41324	3.57234
contig_26115	9755	3.02926	3.02926	33.6183
contig_30296	67157	3.00739	3.00739	7.06918
contig_25881	13392	2.35244	2.35244	5.00464
contig_15308	3580	3.32099	3.32099	5.02875
contig_13927	5630	0.814781	0.814781	1.29353
contig_3635	67461	8.46741	8.46741	17.0088
contig_8340	29306	4.23491	4.23494	8.79312
contig_1314	4774	0.290009	0.290009	0.370774
contig_6023	16377	4.37758	4.37758	13.7197
contig_2582	17843	0.646244	0.646244	0.955563
contig_11909	16218	0.867252	0.867252	1.49369
contig_28138	69686	1.72631	1.72631	3.85353
contig_11544	8245	1.31834	1.31834	2.73579
contig_19605	73809	0.420682	0.420682	1.04318
contig_7664	7035	0.324474	0.324474	0.993189
contig_10001	6687	2.45724	2.4574	19.9695
contig_916	123367	111.5	111.5	1021.05
contig_2438	5318	0.0354102	0.0354102	0.0918355
contig_12709	29964	1.70826	1.70826	5.29683
contig_16349	3150	0	0	0
contig_28249	15889	4.78537	4.78537	70.7333
contig_28626	8089	0	0	0
contig_13598	7371	2.04681	2.04695	11.6839
contig_19283	37735	26.4557	26.4557	87.9562
contig_19958	9486	0.115039	0.115039	0.115505
contig_9220	8455	1.32523	1.32523	3.87824
contig_8344	28572	0.0155513	0.0155513	0.264041
contig_16260	4819	0.970872	0.970872	3.0192
contig_23350	14993	0.464596	0.464596	0.604358
contig_12232	10845	0.286209	0.286209	0.442423
contig_30144	19911	0.449674	0.449674	0.582532
contig_5664	9272	0.828875	0.828875	2.69939
contig_19957	17682	0	0	0
contig_27317	43833	0.703798	0.703798	1.36589
contig_27907	34249	48.9208	48.9208	1159.12
contig_2966	47030	0.056058	0.056058	0.0658274
contig_21983	3879	22.1445	22.1445	39.1401
contig_21740	46655	1.62823	1.62823	3.40997
contig_577	5871	1.70739	1.70739	4.55108
contig_18165	32873	1.79485	1.79485	2.52902
contig_16391	3796	0.0389468	0.0389468	0.0374402
contig_11968	9462	43.4739	43.4739	122.498
contig_20320	5072	0	0	0
contig_13084	10993	0.755142	0.755142	1.43692
contig_7613	208868	153.003	153.003	9548.33
contig_15919	8704	0.681319	0.681319	1.15554
contig_25113	2793	1.6277	1.6277	3.60395
contig_5767	10209	1.51148	1.51148	3.00222
contig_5809	578918	4.83181	4.83181	9.85296
contig_975	5515	0.766822	0.766822	2.32245
contig_16410	2121	0.740741	0.740741	0.634784
contig_13352	27765	3.85204	3.85204	48.0652
contig_23303	5108	3.81626	3.81626	11.0535
contig_9399	37197	4.98731	4.98731	17.9413
contig_21698	6244	1.5594	1.5594	3.72742
contig_30520	26201	4.74158	4.74158	69.9555
contig_9002	9749	0.138869	0.138869	0.235455
contig_4584	25330	1.03241	1.03241	3.56625
contig_28165	34695	0.274888	0.274888	0.618232
contig_22292	13706	40.099	40.099	134.055
contig_5405	28527	0.00123339	0.00123339	0.00123146
contig_1924	71881	11.077	11.077	41.1731
contig_11589	15895	2.78584	2.78584	3.92312
contig_23794	4998	0.992781	0.992781	1.29666
contig_3943	2950	0.0117857	0.0117857	0.0116497
contig_30596	10621	0.153089	0.153185	0.206508
contig_27509	40715	0.00737089	0.00737089	0.00732331
contig_21566	11780	5.64273	5.64273	10.5642
contig_28221	10968	26.967	26.967	93.2079
contig_1344	365393	4.79559	4.79559	10.5468
contig_21755	1535	0.0606498	0.0606498	0.0570118
contig_14141	1858	9.4959	9.49649	53.037
contig_14455	8558	0.154853	0.154853	0.274556
contig_9640	68447	0.00569571	0.00569571	0.0229367
contig_29935	4533	6.60643	6.60643	51.2125
contig_12758	27390	0.0669971	0.0669971	0.0963493
contig_4428	1658	0	0	0
contig_20799	42182	0.317829	0.317829	0.527269
contig_6764	19015	0.0077392	0.0077392	0.00767986
contig_20923	8218	0	0	0
contig_30835	14761	0.574772	0.574772	0.960214
contig_30207	42862	0	0	0
contig_289	1949	22.0022	22.0022	524.759
contig_4907	93571	0.000331831	0.000331831	0.000331651
contig_11306	2974	2.31622	2.31622	8.59896
contig_593	34127	0.605498	0.605498	1.54774
contig_3437	4160	0.0745636	0.0745636	0.0829889
contig_18259	28449	0.258772	0.258772	0.304842
contig_21183	20885	1.78539	1.78539	2.55684
contig_26867	20880	4.74255	4.74255	9.32599
contig_2810	190812	46.7092	46.7092	514.227
contig_22071	18423	0.0952772	0.0952772	0.33437
contig_11489	21439	2.54502	2.54502	3.92929
contig_25200	6003	0.292841	0.292841	0.372186
contig_25774	8367	0	0	0
contig_20329	13020	0	0	0
contig_22957	13313	0.715566	0.715566	2.09341
contig_20018	10247	9.07656	9.07656	39.6116
contig_9578	37021	3.17211	3.17214	7.06755
contig_29763	85605	2.61885	2.61885	4.44026
contig_304	36385	1.73145	1.73145	10.0732
contig_1003	15937	0	0	0
contig_17470	1999	11.9594	11.9594	160.192
contig_6056	2421	0	0	0
contig_4571	20804	4.07713	4.07713	9.34451
contig_22096	6814	1.3864	1.3864	2.51505
contig_28961	84556	1.05674	1.05674	12.671
contig_6426	15941	3.28352	3.28352	5.58279
contig_22827	15750	3.3675	3.3675	13.2957
contig_24927	8224	0.654323	0.654323	4.65491
contig_1168	23693	6.0257	6.0257	70.4949
contig_17219	8495	0.846615	0.846615	1.20082
contig_19834	105079	0	0	0
contig_24899	10026	0.2581	0.258202	0.298688
contig_14310	29290	0.628964	0.628964	1.01022
contig_11113	33630	9.74749	9.74749	51.2928
contig_30831	30622	2.68167	2.68167	8.47898
contig_8611	18832	0.0400921	0.0400921	0.0582803
contig_25050	1149	0.0730731	0.0730731	0.067802
contig_6279	6358	4.14256	4.14256	13.0876
contig_5779	25122	4.36229	4.36229	12.069
contig_2898	28644	17.0762	17.0762	329.776
contig_3741	7079	0.702987	0.702987	2.8199
contig_4739	2218	11.825	11.825	71.6972
contig_7715	13801	0.292286	0.292286	0.599266
contig_15792	18614	0.249892	0.249892	0.315748
contig_1170	1765	3.16347	3.16347	22.479
contig_18430	18756	0	0	0
contig_13224	41930	2.25031	2.25033	4.71046
contig_24260	12110	0.220234	0.220234	0.393016
contig_8703	34918	0.460136	0.460136	3.2923
contig_28170	9954	0.161669	0.161669	0.154508
contig_16815	13610	0.628306	0.628306	1.16392
contig_30773	6284	0.294751	0.294751	0.36478
contig_23111	3083	0.649847	0.650187	0.795729
contig_29242	53342	0.426098	0.426098	1.25539
contig_8593	13417	0	0	0
contig_7472	37891	3.86206	3.86206	54.6666
contig_14802	48296	1.24185	1.24185	2.12533
contig_14501	5470	14.7951	14.7951	36.9495
contig_19838	6830	0.192665	0.192665	0.155566
contig_12165	4323	0.0342679	0.0342679	0.0331016
contig_7873	171127	17.0841	17.0841	93.8244
contig_15980	20000	0.201864	0.201864	0.305597
contig_9901	21806	1.56539	1.56539	3.08553
contig_15698	58660	1.41912	1.41912	12.5438
contig_27034	45294	2.85482	2.85484	4.47158
contig_9169	4908	4.22467	4.22467	5.83804
contig_7133	5478	0.603791	0.603791	1.06336
contig_18871	28898	1.85672	1.85672	8.09616
contig_10032	2623	0.731096	0.731096	1.69018
contig_5762	10149	1.57896	1.57896	3.83601
contig_5990	8387	5.63433	5.63433	25.128
contig_8009	1503	2.26829	2.26829	3.74234
contig_20619	5638	0	0	0
contig_19843	46409	3.76755	3.76755	13.7563
contig_11664	1152	0	0	0
contig_23087	5775	6.66524	6.66524	31.1677
contig_808	12884	4.47126	4.47126	54.8592
contig_21265	26338	0.0189782	0.0189782	0.0347382
contig_11704	36183	41.2148	41.2148	279.569
contig_20342	4582	2.11552	2.11552	6.97457
contig_13509	13137	2.24517	2.24517	9.93412
contig_18237	203090	5.79547	5.79547	11.3393
contig_10337	6231	0	0	0
contig_8036	4543	0.523333	0.523333	0.540059
contig_30383	48812	0.469113	0.469113	1.15021
contig_9145	31436	9.57895	9.57895	625.377
contig_933	14179	1.33645	1.33645	3.43519
contig_23064	3370	0	0	0
contig_13359	12742	0	0	0
contig_25411	5423	0.0280675	0.0280675	0.0272887
contig_2713	42129	1.09136	1.09136	3.16394
contig_17542	11991	0.706275	0.706275	1.34589
contig_6001	2935	0	0	0
contig_3837	7328	37.6354	37.6354	893.286
contig_6075	7710	0.406349	0.406349	1.31206
contig_9282	2449	0.14876	0.14876	0.210233
contig_25706	7613	0.353075	0.353075	0.56807
contig_16046	5220	0	0	0
contig_11111	179043	1.30184	1.30185	2.77383
contig_11565	5115	1.43968	1.43968	2.54683
contig_10107	2146	13.6293	13.6293	124.915
contig_1267	16029	0	0	0
contig_5901	8569	1.96342	1.96342	21.4913
contig_24661	4531	0.204291	0.204291	0.229265
contig_1646	2234	6.06238	6.06238	193.824
contig_18294	11819	0.820979	0.820979	1.70156
contig_537	32725	2.94677	2.94677	5.91596
contig_20781	23019	0	0	0
contig_19550	12270	1.01667	1.01667	1.25939
contig_10694	2442	6.61082	6.61082	7.577
contig_24759	71055	0.405782	0.405782	0.583429
contig_11348	1970	6.64451	6.64451	21.4937
contig_26943	82099	0.645109	0.645109	1.25355
contig_16543	9332	1.47092	1.47092	2.104
contig_12120	2861	0	0	0
contig_25517	8154	0.00374813	0.00374813	0.00373385
contig_2231	1066	0.530568	0.530568	1.13895
contig_18885	31165	0.0164759	0.0164759	0.032053
contig_3688	1014	0.387731	0.387731	0.979267
contig_7594	59152	0.326921	0.326921	0.452868
contig_7530	22246	0.10382	0.10382	0.124979
contig_6382	12206	0.726941	0.726941	1.33464
contig_8565	1947	21.1848	21.1848	404.491
contig_25447	21664	0.778051	0.778051	1.43833
contig_22259	4654	3.15986	3.15986	11.0698
contig_26917	7072	0.0863912	0.0863912	0.160419
contig_29470	8647	1.33435	1.33435	1.93578
contig_13791	21880	9.63088	9.63088	34.9914
contig_13752	1553	0.234498	0.234498	0.203889
contig_12481	46361	1.09247	1.09247	4.05833
contig_10277	18771	1.13146	1.13146	4.87641
contig_12409	1934	1.26906	1.26906	4.5311
contig_6782	6875	0	0	0
contig_9536	4374	0.119792	0.119792	0.193549
contig_25470	7515	0	0	0
contig_5408	21726	4.42436	4.42441	7.25799
contig_10990	47009	6.15305	6.15305	14.3843
contig_21376	18961	3.07549	3.07549	5.57702
contig_5712	154547	1.67377	1.67377	2.51319
contig_16291	4317	0.808015	0.808015	1.25258
contig_13656	28794	0.525381	0.525415	1.04317
contig_23300	6311	0.271385	0.271385	1.11891
contig_18188	33738	0.0435572	0.0435572	0.0520251
contig_12407	85481	3.58716	3.58716	7.6654
contig_27110	31092	1.38743	1.38743	2.3765
contig_25578	7318	1.82561	1.82561	9.79899
contig_24516	24433	3.77972	3.77972	8.21573
contig_20858	60420	2.61137	2.61137	5.6956
contig_2989	33624	10.0272	10.0272	127.872
contig_28424	156605	0.00370714	0.00370714	0.00726141
contig_23016	2491	1.05169	1.05169	2.3046
contig_16520	8992	16.7555	16.7555	28.4935
contig_10900	2534	0.752936	0.752936	1.69009
contig_908	9304	0.843238	0.843238	1.53817
contig_21496	12190	0	0	0
contig_17416	4882	0.579459	0.579459	0.73746
contig_12324	3174	0.583995	0.584325	1.19178
contig_7136	85343	3.77269	3.77269	10.3131
contig_27954	4344	4.00262	4.00262	6.65751
contig_10886	2759	0.114987	0.114987	0.165452
contig_29755	48244	0.280388	0.280409	0.415443
contig_29795	67425	0.896812	0.896812	1.5032
contig_5908	11407	1.11895	1.11895	3.08714
contig_26405	16842	0.88156	0.88156	1.54407
contig_26768	3270	0	0	0
contig_10344	22300	0.065553	0.065553	0.126709
contig_5617	241130	67.093	67.093	2953.17
contig_20950	93262	2.40408	2.40408	3.51491
contig_4971	15225	0.204909	0.204909	0.346293
contig_24384	8931	1.13176	1.13176	2.23568
contig_27819	10961	1.26418	1.26418	3.39308
contig_12783	42250	0.710689	0.710689	0.981961
contig_10495	7633	1.61312	1.61312	4.78199
contig_30889	35393	0.00371705	0.00371705	0.00737924
contig_22680	18565	0.227749	0.227749	0.318874
contig_11266	11892	3.89678	3.89678	56.9842
contig_513	73232	6.29377	6.29378	83.8556
contig_19302	60427	4.55872	4.55872	9.28899
contig_11912	3343	9.86815	9.86815	17.2308
contig_17379	18434	4.34374	4.34374	9.8894
contig_3776	11199	4.50919	4.50919	34.0087
contig_11550	37597	5.47956	5.47956	21.653
contig_25363	23246	0.00233807	0.00233807	0.0023325
contig_17288	7069	0.936696	0.936696	1.45268
contig_28448	30355	1.65516	1.65516	3.36059
contig_8744	35082	0.0210123	0.0210123	0.0636167
contig_22775	1916	30.2701	30.2701	255.832
contig_18613	5602	0	0	0
contig_10806	101109	2.81154	2.81154	6.30403
contig_19476	16642	4.15347	4.15347	24.3231
contig_12037	22164	5.81466	5.81466	21.6464
contig_11132	7075	0.166931	0.166931	0.16883
contig_19740	8077	2.06913	2.06913	2.90628
contig_26836	25873	0.00136065	0.00136065	0.00135722
contig_30410	37063	0.448731	0.448731	0.997627
contig_29235	24540	0	0	0
contig_18132	6381	1.41005	1.41005	2.36392
contig_7728	333161	21.1839	21.1839	525.143
contig_29696	19198	0.829956	0.829956	3.73589
contig_15131	25796	0	0	0
contig_24544	133395	93.6389	93.6389	655.999
contig_23516	29333	1.01316	1.01316	1.72126
contig_19491	4108	1.51971	1.51971	1.75635
contig_12765	6119	0	0	0
contig_28069	14289	1.48617	1.48617	2.46485
contig_24966	16887	0.0426002	0.0426002	0.0642067
contig_3906	2442	8.77138	8.77138	345.724
contig_12529	1188	0	0	0
contig_23371	6202	2.39012	2.39012	9.14892
contig_21202	32676	5.22991	5.22991	13.6768
contig_26510	20554	0.484709	0.484709	0.68278
contig_3352	2254	15.6801	15.6801	76.2443
contig_3401	14697	0.45054	0.45054	0.838181
contig_14571	19782	4.64028	4.64028	8.55092
contig_29767	25933	0.342745	0.342745	0.480611
contig_26944	4695	0.132013	0.132013	0.270864
contig_16079	10658	0	0	0
contig_13926	3615	1.44127	1.44127	1.7755
contig_8689	9333	3.76631	3.76631	4.18605
contig_15818	2040	1.19894	1.19894	8.85825
contig_13314	2579	0.819267	0.819267	1.37793
contig_11635	4033	9.53155	9.53155	40.8815
contig_3779	3081	3.32856	3.32856	3.9388
contig_11612	2857	0.22017	0.22017	0.277447
contig_6150	5801	1.07255	1.07255	1.16891
contig_1517	20859	4.94978	4.94978	48.0324
contig_23659	7624	0.292213	0.292213	0.324381
contig_14711	17858	23.7957	23.7957	319.344
contig_17483	11252	2.43371	2.43371	15.039
contig_959	2513	4.94583	4.94583	13.5145
contig_24133	13314	7.53099	7.53099	17.9908
contig_21773	2644	0	0	0
contig_30358	8507	0	0	0
contig_12304	4668	2.15051	2.15051	6.2102
contig_24720	5144	0.143572	0.143572	0.195898
contig_1025	7896	6.69713	6.69713	37.2888
contig_14786	3711	3.71862	3.71862	17.8108
contig_13589	2499	1.66113	1.66113	4.00694
contig_11524	27802	4.08882	4.08882	34.0831
contig_12902	29199	5.29147	5.29147	28.7425
contig_9425	4916	1.93894	1.93894	4.56774
contig_2644	9913	0.332582	0.332582	0.641232
contig_9051	5389	2.21531	2.21531	3.84478
contig_10329	30302	0.875066	0.875066	2.86318
contig_8535	7448	1.07454	1.07454	4.36298
contig_17435	8974	0	0	0
contig_25863	16245	0.871761	0.871761	1.47912
contig_7141	248621	0.380334	0.380334	0.698269
contig_23195	11389	5.88914	5.88914	26.5938
contig_21542	6832	8.57094	8.57094	27.3961
contig_11916	75010	0.47856	0.47856	1.15312
contig_20972	3373	0.00217189	0.00217189	0.00216785
contig_6513	4051	2.07613	2.07613	8.15609
contig_22550	15942	0.0865628	0.0865628	0.157202
contig_20033	25362	0.0117801	0.0117801	0.0116488
contig_21617	31121	0.00122695	0.00122695	0.00122405
contig_812	38684	11.1389	11.1389	410.748
contig_9258	2880	37.3392	37.3392	291.982
contig_25213	2637	1.62565	1.62565	3.95835
contig_25689	14775	0.176068	0.176068	0.201424
contig_16584	7501	0.834036	0.834036	1.16021
contig_9620	30385	0	0	0
contig_19339	8209	0.349547	0.349547	0.489687
contig_1733	90248	10.8353	10.8353	29.3816
contig_22858	5508	0.202314	0.202314	0.464644
contig_24473	5966	3.23435	3.23435	14.4874
contig_29957	4053	3.78043	3.78043	88.2573
contig_27267	7200	4.33248	4.33248	5.11075
contig_14212	5297	0.288518	0.288518	0.31492
contig_11591	15237	1.10499	1.10499	1.63658
contig_6591	8064	7.34698	7.34698	31.2237
contig_13828	14929	2.56215	2.56215	5.46463
contig_25968	8484	0.284977	0.284977	0.600253
contig_5635	33279	0	0	0
contig_13054	5108	0.0552642	0.0552642	0.0643228
contig_30789	2470	26.0466	26.047	410.797
contig_4008	32488	21.0076	21.0076	201.385
contig_16493	3828	0	0	0
contig_6614	26644	27.1542	27.1542	958.602
contig_14899	25242	6.83278	6.83278	84.126
contig_22867	1110	0	0	0
contig_23717	20324	0.511946	0.511996	0.809253
contig_27390	33729	0	0	0
contig_12810	46301	5.2965	5.29653	9.38377
contig_20546	11827	0.0641432	0.0641432	0.105072
contig_5435	128868	1.72545	1.72545	2.69162
contig_13163	6033	4.74605	4.74622	73.7084
contig_13070	12675	0.30491	0.30491	0.419982
contig_20816	2181	2.59724	2.59724	5.12542
contig_28572	400241	15.558	15.558	34.6064
contig_20561	82167	0	0	0
contig_13638	9562	4.34679	4.34679	9.94408
contig_21224	3555	0.030837	0.030837	0.0298951
contig_13588	8854	0.776769	0.776769	1.37461
contig_7931	4719	0.655942	0.655942	1.05844
contig_13031	34841	0.505232	0.505232	0.737608
contig_2007	17973	0.513325	0.513325	0.888079
contig_8133	1278	0.0558511	0.0558511	0.0527795
contig_17992	3290	1.12707	1.12739	2.14239
contig_21326	5678	26.2344	26.2344	61.864
contig_6547	67701	0.183846	0.183846	0.213084
contig_20387	5692	0.180982	0.180982	0.389347
contig_10618	22704	2.64264	2.64268	10.8515
contig_476	2059	2.24306	2.24306	3.01637
contig_1959	12661	1.84278	1.84278	8.86821
contig_4281	68391	3.12142	3.12142	6.41397
contig_2619	1722	5.39695	5.39695	14.8977
contig_15693	7372	15.3232	15.3232	629.967
contig_5579	6660	2.18648	2.18648	4.31758
contig_21515	20892	2.03867	2.03867	3.16477
contig_9727	9114	1.31448	1.31448	4.03326
contig_6295	46863	0.321966	0.321966	1.23233
contig_24193	5229	0	0	0
contig_23695	20219	0	0	0
contig_30359	17516	5.76252	5.76258	11.5781
contig_21580	5742	4.51019	4.51019	108.588
contig_11212	9639	8.16598	8.16598	10.8365
contig_14878	62241	0	0	0
contig_8652	1.07441e+06	3.11238	3.11238	5.33725
contig_22088	24828	0	0	0
contig_26043	1920	0	0	0
contig_30984	30883	3.54277	3.54277	8.09209
contig_13868	5294	4.9514	4.95159	14.2104
contig_9939	4186	10.3276	10.3276	25.1267
contig_11527	11468	0.649143	0.649143	1.37339
contig_25117	3165	3.47231	3.47231	7.26848
contig_20326	14766	3.18528	3.18528	6.14436
contig_20373	5646	0.378457	0.378457	0.858325
contig_1941	316751	0.13535	0.13535	0.236142
contig_1075	53584	9.99414	9.99414	108.518
contig_8917	7709	8.47202	8.47202	15.7757
contig_25430	14857	0.878153	0.878153	1.2165
contig_19817	26539	34.2753	34.2753	481.056
contig_20921	82261	0.0100108	0.0100108	0.0179663
contig_23772	3384	0	0	0
contig_30586	17386	0.732246	0.732246	1.05433
contig_27128	21851	0.620064	0.620064	0.928633
contig_13646	17647	0.0085729	0.0085729	0.00850029
contig_5139	7155	6.07509	6.07509	18.9321
contig_10872	248112	1.20965	1.20965	3.37168
contig_27850	72093	16.6872	16.6872	43.2164
contig_17339	10016	0.312589	0.312589	0.377063
contig_13878	1933	8.26304	8.2636	16.247
contig_6319	30725	0.883892	0.883892	1.33334
contig_11054	19091	1.2247	1.2247	5.25932
contig_5471	3633	4.63135	4.63135	43.5773
contig_21771	248073	0.00296866	0.00296866	0.0234462
contig_19779	11344	2.46704	2.46704	5.4855
contig_29418	6126	1.34856	1.34856	14.2783
contig_19257	44050	0.879613	0.879613	1.68402
contig_30283	26919	1.71105	1.71105	2.8302
contig_6348	1985	0.628883	0.628883	0.778785
contig_27117	11259	0.248537	0.248537	0.281668
contig_21332	11000	3.96608	3.96608	4.12524
contig_23468	9058	0.814998	0.814998	0.989387
contig_23399	9826	0.236461	0.236461	0.317
contig_28268	11349	6.04518	6.04518	15.8548
contig_15847	12072	12.5641	12.5641	266.122
contig_18357	4083	31.047	31.047	147.952
contig_14811	12369	0.574515	0.574515	0.962941
contig_8341	3816	61.8603	61.8603	1800.65
contig_15882	12658	2.43964	2.43964	3.8336
contig_14144	46113	49.0363	49.0363	693.163
contig_24389	50037	1.24285	1.24285	4.7354
contig_5860	2925	0.0216216	0.0216216	0.0211633
contig_19099	5031	4.98074	4.98074	24.0633
contig_13502	4221	0.406043	0.406043	0.549346
contig_5652	27456	0	0	0
contig_17910	166635	1.57342	1.57342	4.35764
contig_16123	11407	1.54446	1.54446	4.0387
contig_28987	19207	71.2146	71.2146	3624.91
contig_19369	17531	1.36431	1.36431	1.99389
contig_9549	6279	2.35846	2.35846	5.33366
contig_2979	238033	0.157804	0.157804	0.342863
contig_6233	16994	7.70405	7.70405	250.505
contig_9991	28262	7.36778	7.36778	18.4651
contig_14708	1375	6.14857	6.14857	50.2508
contig_26751	6046	0.347354	0.347354	1.17599
contig_11532	32116	1.94538	1.94538	2.79687
contig_30725	12800	0.421502	0.421502	0.920161
contig_11305	19575	0.171326	0.171326	0.245101
contig_28700	73618	0.0013203	0.0013203	0.00210699
contig_25175	12774	0.012199	0.012199	0.0217195
contig_25015	4581	0.0336267	0.0336267	0.0325031
contig_29501	28286	2.85062	2.85062	4.32319
contig_7382	25009	0.0132749	0.0132749	0.0131006
contig_19451	2016	1.25241	1.25241	2.77213
contig_23603	3060	1.65361	1.65361	4.09926
contig_1103	2407	1.19229	1.19229	3.68905
contig_1888	10052	6.50202	6.50202	18.5941
contig_2894	31110	2.31402	2.31402	8.46393
contig_24147	4216	5.5	5.5	5.88549
contig_7762	1504	0	0	0
contig_15654	7321	2.91452	2.91452	21.3526
contig_5150	33927	4.41342	4.41342	8.56326
contig_28143	11281	8.19378	8.19378	23.1051
contig_504	36343	77.628	77.628	5698.44
contig_14228	9736	13.7875	13.7875	200.186
contig_7662	5405	0.267935	0.267935	0.288675
contig_28658	72667	5.76127	5.76127	15.8868
contig_3892	19551	3.40214	3.40214	7.93239
contig_29723	2190	9.46422	9.46422	54.3617
contig_12473	17027	1.89192	1.89192	3.8759
contig_6514	18561	2.35729	2.35729	13.4317
contig_12526	20719	0.413146	0.413146	0.864638
contig_22117	6298	0.292453	0.292615	2.04742
contig_9333	1737	3.16572	3.16572	49.0484
contig_20477	12129	0.685783	0.685783	1.32298
contig_25819	11747	6.73183	6.73183	36.7013
contig_12537	7291	1.58227	1.58227	4.59323
contig_19537	99841	27.5886	27.5886	274.93
contig_24246	36684	0.801637	0.801664	1.40357
contig_3966	15967	0.0275021	0.0275021	0.0531622
contig_1275	11328	10.6276	10.6276	52.6481
contig_4823	9213	0.193755	0.193755	0.186927
contig_9219	20193	5.55521	5.55521	18.3558
contig_10431	5229	2.66647	2.66647	4.1227
contig_27810	162195	17.8517	17.8517	47.5575
contig_30525	17776	0.0434585	0.0434585	0.101103
contig_20568	6189	0.233648	0.233648	0.287046
contig_3447	3813	1.43271	1.43271	3.21558
contig_17649	4223	4.71667	4.71667	8.14747
contig_438	526135	12.5593	12.5593	47.8914
contig_29152	15367	3.11415	3.11415	5.96488
contig_21341	8087	0	0	0
contig_21038	3000	0.210526	0.210526	0.166261
contig_24497	10152	0.358728	0.358728	0.497445
contig_28283	18212	0.380633	0.380633	1.16274
contig_24094	4466	0.272706	0.272706	0.286896
contig_25446	16322	0	0	0
contig_16607	16424	0.015239	0.015239	0.030256
contig_29883	58458	0.478957	0.478957	1.31311
contig_12367	16394	0	0	0
contig_2376	2353	2.06718	2.06718	5.87193
contig_27270	13808	0.207937	0.207937	0.316291
contig_12942	28978	0	0	0
contig_24616	10362	0	0	0
contig_13826	5418	0	0	0
contig_11679	3967	0.764999	0.764999	1.2915
contig_18409	6656	0.172917	0.172917	0.262337
contig_27167	20770	0.276819	0.276819	0.392652
contig_13200	11595	0	0	0
contig_26047	3389	0.0463106	0.0463106	0.0441857
contig_17955	7884	0.258986	0.258986	0.301588
contig_30185	7786	0.602148	0.602148	1.20261
contig_25630	3858	0.636731	0.636731	0.661927
contig_23916	1236	4.94199	4.94199	47.8216
contig_30119	35735	3.91924	3.91924	15.7908
contig_25851	3331	0.139893	0.139893	0.322257
contig_10477	39070	0.00174717	0.00174717	0.0034895
contig_1019	16323	1.84245	1.84245	15.975
contig_16438	20913	0	0	0
contig_287	1263	0.0763702	0.0763702	0.133551
contig_11856	182712	1.20362	1.20362	2.01621
contig_12060	6734	1.33597	1.33597	2.38883
contig_21073	57147	0.000596523	0.000596523	0.00059585
contig_3794	35690	6.53672	6.53672	58.2357
contig_1704	11293	3.713	3.713	7.09492
contig_5254	5689	14.6353	14.6353	145.707
contig_12546	8000	0.892484	0.892484	3.3016
contig_5007	25068	9.33277	9.33277	266.037
contig_23156	6058	0.135748	0.135748	0.227046
contig_2739	1910	1.025	1.02557	3.4553
contig_17589	2831	0	0	0
contig_25607	7278	0	0	0
contig_2419	41021	0.149275	0.149275	0.753949
contig_9103	150905	1.63532	1.63532	2.35393
contig_12229	8513	0.432381	0.432381	0.715255
contig_21731	16241	1.61581	1.61581	5.68621
contig_16948	28996	2.91122	2.91122	6.77522
contig_18353	4741	3.32368	3.32368	5.83075
contig_30210	8520	0.548387	0.548387	1.03014
contig_20505	14639	0.0031058	0.0031058	0.003098
contig_20218	4673	0.576608	0.576608	0.869139
contig_25511	29040	0	0	0
contig_27503	20443	1.00379	1.00379	1.50488
contig_21659	16024	3.52784	3.52784	6.80376
contig_18898	8550	3.88179	3.88179	25.9295
contig_2787	230586	67.3657	67.3657	252.509
contig_2579	2284	13.5862	13.5862	18.3327
contig_26323	16336	0	0	0
contig_16125	26998	46.4563	46.4563	368.67
contig_880	7537	15.8637	15.8637	71.3362
contig_2298	2019	0.0716961	0.0716961	0.0665918
contig_18949	3770	0	0	0
contig_11326	813557	17.6154	17.6154	90.646
contig_8681	20733	0.275859	0.275859	0.661474
contig_5818	14381	0.838873	0.838873	2.09579
contig_25328	4019	1.79995	1.79995	4.07281
contig_8245	12502	0.0998219	0.0998219	0.125981
contig_15176	12162	0.0024975	0.0024975	0.00249119
contig_17016	18689	1.74535	1.74535	2.80523
contig_18986	13498	0.549371	0.549371	0.736671
contig_7376	3422	0	0	0
contig_15217	11199	0.930401	0.930401	5.48113
contig_23988	22808	0.734398	0.734398	0.892319
contig_8165	2852	39.0485	39.0489	226.458
contig_16972	6733	3.92192	3.92192	5.03811
contig_26465	5467	0.0716569	0.0716569	0.0665319
contig_15785	6418	0.167039	0.167039	0.213543
contig_26317	8735	0.934071	0.934071	8.99901
contig_7581	137452	11.3323	11.3323	93.0057
contig_24942	2362	0	0	0
contig_12330	4907	0	0	0
contig_14577	10156	0.328903	0.328903	1.39802
contig_7540	7389	0	0	0
contig_25122	15493	3.08571	3.08571	5.18067
contig_27730	18515	0	0	0
contig_30898	75372	6.16859	6.16859	21.4927
contig_15556	10780	1.34092	1.34102	5.78434
contig_26111	5365	0.674784	0.674784	2.10535
contig_7368	37896	1.06501	1.06501	2.5554
