contigName	contigLen	totalAvgDepth	1_cov.bam	1_cov.bam-var
contig_22581	33058	3.70332	3.70332	1.50663
contig_28445	29288	4.59342	4.59342	2.1896
contig_20707	10914	3.60396	3.60396	1.89471
contig_7483	6081	1.43315	1.43315	3.03745
contig_99	1425	1.1702	1.17098	0.162266
contig_25656	5927	3.36368	3.36368	0.387978
contig_17873	22170	3.61957	3.61957	1.95894
contig_9352	2268	3.28517	3.28517	1.27243
contig_30785	4511	10.4375	10.4377	4.69523
contig_20732	1478	0.854669	0.854669	0.217745
contig_25817	8926	2.52883	2.52883	0.276543
contig_7396	77059	10.0653	10.0653	45.1481
contig_21097	14329	3.83102	3.83102	2.2844
contig_19638	15176	34.0832	34.0832	410.503
contig_23310	18685	2.66555	2.66555	0.948783
contig_19223	4167	1.54294	1.54294	0.26366
contig_23400	55999	4.70642	4.70642	2.18711
contig_24553	55149	3.28362	3.28362	3.78654
contig_5081	1373	12.8357	12.8357	4.92959
contig_24208	2490	2.91581	2.91581	0.0831168
contig_30278	15056	7.86012	7.86012	43.3296
contig_22728	10546	7.09331	7.09331	3.49016
contig_29420	15315	5.13525	5.13525	2.95572
contig_14773	14436	3.21742	3.21742	0.88124
contig_18691	4033	5.78754	5.78754	0.653208
contig_7381	12826	2.4918	2.4918	1.04228
contig_16368	6587	7.3528	7.3528	8.33294
contig_10839	2808	4.53236	4.53236	3.4406
contig_2441	6010	8.9529	8.9529	63.6723
contig_24532	4649	3.0469	3.0469	0.28437
contig_12845	16525	3.77838	3.77838	3.5057
contig_20348	6670	6.20107	6.20107	1.66093
contig_388	8382	3.332	3.332	1.52354
contig_17906	23827	2.87418	2.87418	1.12144
contig_16564	24162	6.38593	6.38593	8.48845
contig_15868	2414	50.7928	50.7928	40.3719
contig_12342	8759	4.9353	4.9353	1.66372
contig_29119	16621	4.07401	4.07401	1.22451
contig_29475	11238	4.54554	4.54554	4.06347
contig_11618	10445	3.30811	3.30811	1.32307
contig_10775	21871	3.87588	3.87588	5.65062
contig_26250	33673	7.88196	7.88196	7.66438
contig_13853	9301	5.96897	5.96897	3.06849
contig_11609	5529	3.66072	3.66072	1.40087
contig_3920	21393	3.54277	3.54277	2.76918
contig_2465	3015	7.67993	7.67993	2.27363
contig_26645	77630	50.6364	50.6365	94.1295
contig_24043	2399	5.10938	5.10938	1.60725
contig_10382	16781	5.50893	5.50893	6.77813
contig_22694	6246	5.34154	5.34154	0.828724
contig_4443	6724	2.62793	2.62793	0.626486
contig_23953	4132	3.36489	3.36489	1.25714
contig_18826	7471	5.92569	5.92569	1.89204
contig_14560	333157	14.6167	14.6167	26.8659
contig_28300	25758	57.5573	57.5573	1004.07
contig_1237	18876	59.7856	59.7856	386.116
contig_28451	7498	3.40079	3.40079	2.9933
contig_22093	6917	5.824	5.824	3.02668
contig_1894	172723	87.8031	87.8031	664.52
contig_20747	2881	14.8275	14.8275	5.03135
contig_9163	3270	5.23942	5.23942	2.27646
contig_21812	20033	4.11864	4.11864	2.89725
contig_20305	13206	1.73192	1.73192	0.223951
contig_3502	84710	7.87586	7.87586	17.9078
contig_21267	33728	7.86551	7.86551	9.90532
contig_19286	24024	2.64962	2.64962	1.00196
contig_23104	4774	2.87868	2.87868	0.758985
contig_10701	12608	29.1791	29.1791	73.8129
contig_14774	15572	6.23207	6.23207	2.65794
contig_2017	91071	11.7156	11.7156	167.433
contig_9542	3667	4.62553	4.62582	0.587481
contig_25748	2087	2.45844	2.45844	1.18643
contig_16479	3981	4.7964	4.7964	4.399
contig_26772	4285	27.7565	27.7567	50.556
contig_18864	15583	4.89302	4.89302	3.03239
contig_10786	8024	2.61633	2.61633	0.468699
contig_9556	4397	2.91523	2.91523	0.934849
contig_10055	1524	10.1179	10.1179	4.74064
contig_4237	10955	3.76159	3.76159	1.87266
contig_26716	4348	3.42663	3.42663	0.311859
contig_27625	5210	5.24526	5.24526	4.61322
contig_5670	16451	4.40231	4.40231	4.11734
contig_23673	2994	7.86111	7.86111	0.609257
contig_22395	6302	3.62321	3.62321	0.425402
contig_28889	9280	6.78237	6.78237	16.754
contig_18179	2147	1.43665	1.43665	0.935498
contig_11503	4112	2.13175	2.13175	2.01089
contig_23028	4071	3.75669	3.75669	0.448444
contig_12539	2852	3.25611	3.25611	1.72338
contig_29853	3643	96.0444	96.0444	340.309
contig_7160	6251	13.6056	13.6056	36.6142
contig_9897	16596	4.29411	4.29411	2.01035
contig_21869	67029	24.0217	24.0217	59.6283
contig_21782	2606	3.80171	3.80171	0.601393
contig_18659	13956	3.91446	3.91446	3.59638
contig_16453	2214	70.0848	70.0848	118.976
contig_13250	1011	8.77003	8.77003	0.961006
contig_13182	8649	4.66396	4.66396	6.73028
contig_21560	9092	4.83773	4.83773	1.46514
contig_23791	10042	6.76324	6.76324	11.9084
contig_12912	2617	3.19862	3.19862	0.704237
contig_19747	24028	3.38466	3.38466	2.61644
contig_23302	4068	2.62021	2.62021	0.9469
contig_28922	28586	3.88328	3.88328	3.0553
contig_6744	28056	14.4063	14.4063	122.381
contig_16090	33831	5.40165	5.40165	4.56159
contig_26552	6520	33.5341	33.5342	77.7857
contig_20179	2345	3.7959	3.7959	1.46151
contig_10635	28629	5.41845	5.41845	8.17443
contig_12261	168419	6.62571	6.62571	6.58002
contig_24049	4850	2.58702	2.58702	0.282053
contig_5000	1455	0.594636	0.594636	0.30105
contig_21859	4444	3.34583	3.34583	1.25772
contig_5588	106023	12.2592	12.2592	23.4313
contig_16727	14963	2.93803	2.93803	1.58952
contig_21692	21869	72.2546	72.2546	456.81
contig_14490	2599	6.27971	6.27971	2.905
contig_8452	261493	21.0246	21.0246	21.7723
contig_19177	22870	5.69164	5.69164	4.9078
contig_12691	6261	3.93814	3.93814	2.87486
contig_15888	17220	42.6649	42.6649	119.545
contig_8460	4558	12.5349	12.5349	3.02532
contig_12463	20142	137.504	137.504	4151.82
contig_14163	16312	4.0185	4.0185	1.81668
contig_29908	48555	4.28148	4.28148	4.09749
contig_19561	13430	3.31777	3.31777	0.746667
contig_29768	30713	3.85195	3.85195	3.85017
contig_17244	11052	6.35269	6.35269	10.4473
contig_23652	2673	4.20254	4.20254	1.89194
contig_21547	50277	7.45074	7.45074	15.628
contig_18806	11365	2.90932	2.90932	0.967516
contig_6215	21696	5.65882	5.65882	4.85608
contig_2226	18003	18.7597	18.7597	142.556
contig_22769	8779	3.96419	3.96419	9.76649
contig_6601	5591	9.78331	9.78331	8.11263
contig_20635	8462	3.38198	3.38198	0.287121
contig_14277	8074	7.39374	7.39374	2.48033
contig_28287	25779	12.0156	12.0156	74.4148
contig_12905	3157	11.2394	11.2394	3.72641
contig_5660	23946	4.80287	4.80287	31.1884
contig_15077	18870	4.66159	4.66159	3.62373
contig_12724	2278	3.89427	3.89427	2.40587
contig_12096	5626	10.0276	10.0276	4.97561
contig_22316	1515	3.04322	3.04322	17.346
contig_13840	8861	3.44541	3.44541	1.14143
contig_24148	29936	6.25583	6.25583	5.85046
contig_21842	11512	3.74098	3.74098	0.929145
contig_12618	36300	5.68008	5.68008	8.84023
contig_27834	3359	9.51075	9.51075	2.36339
contig_16127	13261	3.65197	3.65197	4.04059
contig_11913	6482	2.64166	2.64166	0.534817
contig_24728	159504	4.98236	4.98237	3.92275
contig_28141	17824	6.78788	6.78788	6.93059
contig_10275	44576	4.02827	4.02827	2.2534
contig_761	17038	9.21252	9.21252	16.3213
contig_15931	77627	4.41272	4.41272	4.48678
contig_5097	4579	3.06028	3.06051	0.8432
contig_9358	226786	7.47388	7.47388	7.62903
contig_21806	9379	2.72521	2.72521	1.31834
contig_8513	10321	6.66483	6.66483	2.67148
contig_16824	32079	5.48896	5.48896	4.99346
contig_28482	12394	4.20867	4.20867	9.58716
contig_12919	6438	3.27354	3.27354	0.537839
contig_9603	8608	5.03878	5.03878	3.12843
contig_26326	5511	3.32009	3.32009	1.34717
contig_7430	12288	4.22195	4.22195	1.90738
contig_26777	58656	5.92134	5.92134	5.33107
contig_24341	9393	4.87504	4.87504	2.50125
contig_29607	4673	17.2755	17.2755	12.9473
contig_6552	3013	1.94202	1.94202	0.0546383
contig_7768	15801	5.02767	5.02767	4.68739
contig_8080	2820	68.8303	68.8303	57.7689
contig_15535	11433	8.24586	8.24586	19.6956
contig_7469	3835	6.82524	6.82524	1.04382
contig_7210	36370	6.72098	6.72098	3.13524
contig_26886	56970	3.9805	3.9805	2.94124
contig_29351	49172	5.65591	5.65591	4.68974
contig_1221	5630	5.00055	5.00055	1.86289
contig_885	30661	7.0941	7.0941	11.6645
contig_24758	7838	3.6263	3.6263	1.69449
contig_29663	25448	3.33599	3.33599	2.32639
contig_25332	10544	4.62959	4.62959	0.890172
contig_276	4220	1.12752	1.12752	1.35434
contig_8215	1338	8.66077	8.66077	8.38273
contig_27880	10204	8.40233	8.40233	49.698
contig_24716	8930	4.21845	4.21845	2.58064
contig_7845	8327	9.14895	9.14895	15.344
contig_16450	7975	14.3266	14.3266	77.6338
contig_16261	50595	6.00797	6.00797	5.32043
contig_20073	4351	2.16353	2.16353	2.81109
contig_23466	14702	3.42516	3.42516	4.89198
contig_13484	114281	6.17784	6.17784	4.2216
contig_874	34573	9.35569	9.35569	31.2648
contig_7893	9505	1.49343	1.49343	0.439396
contig_2634	15567	55.5483	55.5483	856.054
contig_4453	3212	7.15088	7.15088	1.27349
contig_5503	7831	3.99167	3.99167	1.25824
contig_21821	7567	3.07995	3.07995	1.13995
contig_3684	1368	0.931035	0.931035	0.0642617
contig_26453	8164	3.28987	3.28987	2.26998
contig_10659	65504	6.02092	6.02092	6.88519
contig_1902	34503	12.6833	12.6833	208.36
contig_24486	3286	3.00319	3.00319	0.913549
contig_12770	6230	3.15954	3.15954	0.67529
contig_23626	19116	3.75514	3.75514	1.46628
contig_4411	14992	11.2907	11.2907	52.2482
contig_25019	7810	1.34399	1.34399	0.251519
contig_18906	34342	3.87055	3.87055	3.61168
contig_2783	117904	6.07457	6.07457	4.9759
contig_19617	89507	12.4818	12.4818	22.0574
contig_23577	4227	5.86583	5.86583	2.73496
contig_19974	2447	3.89682	3.89682	0.248495
contig_9614	9370	3.09664	3.09664	0.947242
contig_24861	6637	3.94574	3.94574	2.39362
contig_25410	56532	3.86221	3.86221	3.13372
contig_30239	10444	10.2035	10.2035	11.4724
contig_25240	13383	2.8874	2.8874	2.55355
contig_13622	54171	7.64621	7.64621	6.32203
contig_10250	9786	3.73869	3.73869	1.46084
contig_11071	8471	4.31342	4.31342	13.2382
contig_7341	2405	19.4718	19.4718	59.3964
contig_989	65381	5.76763	5.76763	5.40787
contig_5540	4284	43.6333	43.6333	53.6026
contig_11197	23893	8.21168	8.21168	5.05864
contig_14484	3507	17.0959	17.0959	56.9016
contig_28391	4933	13.4706	13.4706	6.3603
contig_18017	16841	68.0071	68.0071	343.728
contig_3186	7230	1.86314	1.86314	2.46369
contig_16458	2788	41.4553	41.4553	291.214
contig_16158	5747	5.55244	5.55244	4.85817
contig_6874	3333	2.72322	2.72322	0.755253
contig_6237	2380	1.13408	1.13408	0.776526
contig_28966	139502	8.94876	8.94876	11.2247
contig_23396	7242	3.69247	3.69247	1.62039
contig_23517	5762	3.37972	3.37972	1.19443
contig_13142	20864	3.45486	3.45486	5.19878
contig_1058	10096	5.04364	5.04364	9.54519
contig_21868	11881	2.47132	2.47132	0.720927
contig_6518	1065	0.921311	0.921311	0.0725761
contig_3333	53176	5.97313	5.97313	6.38263
contig_21700	29221	5.35296	5.35296	6.9567
contig_3495	44385	8.79851	8.79851	26.9266
contig_29939	15413	4.66946	4.66946	6.15476
contig_735	9869	6.23644	6.23644	9.04615
contig_5583	5109	5.80399	5.80399	28.0459
contig_15776	13175	17.0482	17.0482	66.2566
contig_16168	27059	4.98123	4.98123	4.16819
contig_18480	14721	5.55034	5.55034	5.6413
contig_5397	31807	6.18201	6.18201	9.67268
contig_2238	1863	0.834793	0.834793	0.34126
contig_11622	18213	4.3428	4.3428	6.1093
contig_23513	13607	10.3062	10.3062	17.7694
contig_4501	10600	18.6911	18.6911	26.3957
contig_21562	9903	2.24187	2.24187	1.26497
contig_13186	10429	4.27765	4.27765	4.1382
contig_29030	6287	8.32459	8.32459	1.28056
contig_20806	15979	2.5356	2.5356	0.520498
contig_16839	5918	1.69348	1.69348	0.714456
contig_16477	34524	3.06784	3.06784	1.71906
contig_2280	2807	2.77004	2.77004	0.692217
contig_12791	4382	3.19234	3.19234	0.416778
contig_16211	5463	7.38547	7.38547	5.13234
contig_28907	90835	4.83951	4.83951	5.47892
contig_11654	9536	9.02791	9.02791	11.3413
contig_11199	12854	18.8386	18.8386	16.0221
contig_14093	16795	8.51643	8.51643	8.996
contig_10652	4038	15.0154	15.0154	5.60258
contig_28679	38685	6.49238	6.49238	7.20844
contig_22939	12164	39.5002	39.5002	335.743
contig_14218	18720	6.5419	6.5419	1.33143
contig_9353	69060	20.1109	20.1109	40.7425
contig_15061	5297	8.30425	8.30425	13.5287
contig_24871	12701	3.5288	3.5288	0.904034
contig_5518	370112	8.12759	8.12759	7.26538
contig_14236	14198	4.4543	4.45437	2.63792
contig_6396	10103	12.3788	12.3788	10.7391
contig_30942	6880	3.99866	3.99866	4.41805
contig_76	359496	24.2665	24.2665	83.7293
contig_11279	183334	13.1402	13.1402	18.8489
contig_20723	2348	2.95632	2.95632	0.83377
contig_24046	27140	3.4684	3.4684	1.99905
contig_22443	8333	2.76011	2.76011	3.46687
contig_22325	8727	3.80669	3.80669	2.31013
contig_18652	20443	3.51653	3.51653	1.95194
contig_13637	4612	2.55917	2.55917	1.07643
contig_9577	6485	3.43268	3.43268	1.38344
contig_30651	8924	3.98473	3.98473	0.686161
contig_17957	23854	3.71941	3.71941	4.49572
contig_30078	2420	11.8947	11.8947	9.55037
contig_31000	2257	33.4452	33.4452	44.9345
contig_15668	47107	8.46	8.46002	13.27
contig_18144	11615	6.5577	6.5577	5.48306
contig_17692	23723	4.93925	4.93925	8.21192
contig_18136	2753	1.56204	1.56204	0.267769
contig_5802	8799	4.97167	4.97167	6.12787
contig_30183	45476	3.3053	3.3053	1.60724
contig_4644	5242	23.6157	23.6157	8.14985
contig_5823	29099	10.1137	10.1137	27.7682
contig_30373	7951	13.0108	13.0108	12.1212
contig_24972	16288	3.98792	3.98792	8.79592
contig_20403	16307	3.95797	3.95797	2.24848
contig_12986	4290	2.72778	2.72778	0.240205
contig_452	79287	25.941	25.941	47.3345
contig_23091	19465	3.05799	3.05799	1.15148
contig_14016	31791	4.15676	4.15676	5.39928
contig_29302	28524	130.118	130.118	12135.4
contig_15982	30238	4.30554	4.30554	3.26542
contig_23705	7218	2.5324	2.5324	0.391629
contig_11397	10472	45.0429	45.0429	370.956
contig_22114	39986	3.7252	3.7252	4.83216
contig_20407	11460	5.10928	5.10928	3.11017
contig_15756	10591	30.183	30.183	74.505
contig_14369	22651	4.68552	4.68552	5.52802
contig_27035	48329	6.41134	6.41134	5.09361
contig_23422	25979	3.45921	3.45921	0.784022
contig_7113	4389	2.66714	2.66714	0.265065
contig_7035	25379	264.622	264.622	54608.2
contig_17429	28271	4.74521	4.74521	2.2539
contig_7171	2177	4.19734	4.19734	3.23744
contig_7753	30240	15.1124	15.1124	50.022
contig_16280	10560	2.80615	2.80615	1.65867
contig_23153	20549	2.86852	2.86852	1.81817
contig_13946	8510	2.20263	2.20263	1.61723
contig_10525	20241	9.27117	9.27117	9.99083
contig_22786	6547	3.3783	3.3783	2.48104
contig_3400	42560	14.3093	14.3093	96.4027
contig_10229	21245	14.3998	14.3998	144.905
contig_9014	34279	5.04319	5.04319	4.03538
contig_29375	51561	4.04246	4.04246	2.25283
contig_18670	7655	4.05183	4.05183	1.85223
contig_6096	4634	13.6091	13.6091	5.79166
contig_24018	13546	3.10249	3.10249	1.45401
contig_3463	49463	5.9764	5.9764	6.32941
contig_19164	25724	2.51224	2.51224	1.4585
contig_15956	13832	5.30968	5.30968	7.74272
contig_12895	11329	3.28035	3.28035	2.41595
contig_10670	4698	11.8188	11.8188	5.4992
contig_7950	6117	3.44545	3.44545	1.56349
contig_535	19513	19.6736	19.6736	193.773
contig_23637	5930	4.6154	4.6154	1.55981
contig_27064	23959	8.85472	8.85472	7.67637
contig_23035	1470	1.09848	1.09848	0.793935
contig_30466	61777	5.6061	5.6061	5.84768
contig_30034	127273	25.8804	25.8804	123.578
contig_9137	31674	7.57296	7.57296	7.00223
contig_20990	21999	3.69459	3.69459	0.666206
contig_10539	34608	56.5249	56.5249	239.434
contig_960	283769	62.7473	62.7473	339.612
contig_7274	3731	5.19939	5.19939	20.2879
contig_721	37460	43.9312	43.9312	1070.4
contig_19852	35144	6.38264	6.38264	4.10129
contig_2521	24722	3.26734	3.26734	1.88916
contig_5651	8693	3.5264	3.5264	4.42186
contig_25126	13573	4.12069	4.12069	4.86187
contig_25594	36957	3.026	3.026	1.80689
contig_9155	32949	6.87734	6.87734	9.74201
contig_4853	33225	5.6215	5.6215	5.50442
contig_28574	76154	3.80459	3.80459	1.56954
contig_21528	7657	4.6779	4.6779	0.719304
contig_4494	110099	88.9263	88.9263	807.937
contig_14409	40604	234.853	234.853	7084.84
contig_22800	33418	4.13902	4.13902	2.84506
contig_236	21267	16.777	16.777	126.292
contig_4799	9745	6.50078	6.50078	8.33371
contig_25270	28556	4.50965	4.50965	1.63465
contig_15471	4818	1.57883	1.57883	0.268256
contig_2977	32756	14.5714	14.5714	34.5342
contig_9342	17693	12.9079	12.9079	16.8337
contig_21452	6407	5.52341	5.52341	2.93755
contig_1774	18125	6.56684	6.56684	18.8228
contig_22266	10889	5.88826	5.88826	4.80006
contig_27602	17300	4.29423	4.29423	5.93534
contig_11557	11029	1.93152	1.93152	0.986335
contig_26730	2937	2.74955	2.74955	0.296905
contig_17887	8646	3.90631	3.90631	1.48976
contig_907	17801	31.3556	31.3556	1082.36
contig_14362	27414	3.19755	3.19755	2.61278
contig_1596	123390	11.4536	11.4536	18.3369
contig_28049	2138	403.452	403.452	2217.93
contig_19489	2573	13.9823	13.9823	148.016
contig_6941	8596	2.46235	2.46235	1.10168
contig_17985	9041	8.85165	8.85165	44.0879
contig_9622	22722	4.05077	4.05077	2.18489
contig_26419	9768	2.99636	2.99636	1.88137
contig_22448	4385	5.03164	5.03164	1.30036
contig_12200	8532	4.7219	4.7219	2.42559
contig_3153	12750	13.8258	13.8258	39.1102
contig_10734	1313	1.26655	1.26655	0.230093
contig_22205	7711	2.90914	2.90914	1.1874
contig_8309	17134	10.4821	10.4821	29.0235
contig_11358	2673	2.55489	2.55489	3.80698
contig_7195	3102	2.52541	2.52575	0.27789
contig_30070	49911	3.79617	3.79617	4.26482
contig_20705	8696	3.03311	3.03311	6.88456
contig_27057	12915	4.72268	4.72268	4.28363
contig_23383	13624	4.12565	4.12565	1.38604
contig_16240	6367	13.0105	13.0105	12.7757
contig_2935	1123	0.368962	0.368962	0.340068
contig_6602	5577	20.2991	20.2991	21.1252
contig_27342	8821	3.90566	3.90566	6.78945
contig_30570	33222	3.9258	3.9258	1.83566
contig_24001	16627	3.11647	3.11647	1.11109
contig_17153	2580	1.61152	1.61152	0.77532
contig_18872	9146	2.94964	2.94964	0.867382
contig_9044	453414	682.631	682.631	18509.8
contig_5725	129390	5.74485	5.74485	4.99211
contig_22869	10847	2.87352	2.87361	3.18778
contig_28694	9557	11.5943	11.5943	9.56804
contig_15086	14877	2.74204	2.74204	1.35975
contig_7609	188882	543.931	543.931	66919.7
contig_13949	68777	7.14477	7.14477	7.9086
contig_10688	5123	2.1287	2.1287	1.33987
contig_24346	9646	7.69893	7.69893	4.67863
contig_25216	21775	3.13674	3.13674	1.71926
contig_4128	638245	85.7579	85.7579	111.649
contig_19263	18158	4.30942	4.30942	1.65525
contig_15496	28480	4.85132	4.85132	5.51506
contig_14511	6556	3.47737	3.47737	2.59888
contig_13560	37894	6.48437	6.48437	7.6518
contig_17453	34489	4.05105	4.05105	2.84698
contig_30510	20831	3.25004	3.25004	1.47245
contig_18496	16285	6.51286	6.51286	13.2513
contig_14676	8986	15.7544	15.7544	23.4266
contig_29906	4288	16.5189	16.5189	16.1651
contig_21607	12848	3.90636	3.90636	1.46932
contig_15346	21072	3.731	3.731	10.1621
contig_13223	5756	4.83321	4.83321	2.67986
contig_29031	13221	5.34955	5.34955	3.26395
contig_25093	46758	3.758	3.758	2.5054
contig_30387	31855	4.19139	4.19139	1.27
contig_30730	45376	4.81219	4.81219	5.01137
contig_9363	3016	2.50663	2.50698	1.18548
contig_3928	7518	3.81528	3.81528	2.61614
contig_18021	89343	147.436	147.436	1920.06
contig_2065	3634	1.7833	1.7833	0.572319
contig_8021	1293	35.2213	35.2213	12.2705
contig_18798	27103	3.82956	3.82956	2.08481
contig_30821	8365	3.51564	3.51564	1.12883
contig_30286	45297	9.395	9.395	21.6103
contig_16259	25611	6.09501	6.09501	6.48352
contig_24906	6708	3.12077	3.12077	1.26496
contig_21321	2357	2.73539	2.73539	0.81935
contig_10777	5839	6.34663	6.34663	8.57414
contig_17872	5280	4.87719	4.87719	3.15077
contig_16599	36732	3.37114	3.37114	1.4063
contig_21660	29409	4.53529	4.53529	8.59674
contig_18821	17232	3.01364	3.01364	1.18497
contig_10741	2378	9.90799	9.90799	12.5424
contig_22637	77121	5.76754	5.76754	6.32722
contig_3404	3560	5.36305	5.36305	2.75583
contig_28831	15291	3.22607	3.22607	2.5904
contig_17633	577474	44.0848	44.0848	81.6548
contig_29872	7043	6.02684	6.02684	7.91655
contig_17968	381083	8.42963	8.42963	10.2126
contig_22470	27269	3.64364	3.64364	1.89405
contig_27813	11608	48.3384	48.3384	2165.46
contig_27090	4195	3.33028	3.33028	0.510582
contig_23864	11367	4.19265	4.19265	1.37423
contig_15407	4171	1.8095	1.8095	0.364201
contig_7650	7744	105.01	105.01	486.013
contig_13535	40298	3.32572	3.32572	2.07315
contig_20085	10615	2.86135	2.86135	0.85506
contig_24683	15642	3.39175	3.39175	1.49629
contig_29677	154692	4.26842	4.26842	2.52206
contig_21871	79579	5.32336	5.32336	3.33426
contig_11926	19407	3.04289	3.04289	1.82153
contig_580	15927	40.8488	40.8488	293.131
contig_23580	3683	3.57402	3.57402	0.872019
contig_27769	4190	9.23738	9.23738	6.34995
contig_409	6469	7.38044	7.38044	5.23163
contig_23426	9294	2.73546	2.73546	1.68156
contig_22633	14850	2.95054	2.95054	1.562
contig_30571	11054	4.84886	4.84886	1.03326
contig_12558	11360	4.39135	4.39135	1.20853
contig_20793	33205	6.27627	6.27627	7.00854
contig_6115	2298	16.9283	16.9283	14.3339
contig_29435	4506	10.146	10.146	1.17546
contig_24366	2343	6.00502	6.00502	0.93473
contig_30215	142654	13.859	13.859	10.6777
contig_20376	1332	0.401861	0.401861	0.240576
contig_26124	12745	41.993	41.993	297.518
contig_18530	1849	17.0471	17.0471	6.5985
contig_13331	12695	48.7715	48.7715	445.038
contig_7501	6422	9.97848	9.97848	14.492
contig_28026	55432	9.32663	9.32663	9.24273
contig_19320	25568	3.87418	3.87418	4.6697
contig_28490	62204	6.15143	6.15143	6.60348
contig_14749	3826	12.1499	12.1499	2.9367
contig_8779	10112	3.70799	3.70799	4.51344
contig_17538	25453	9.5576	9.55764	34.6703
contig_30314	8345	5.62367	5.62367	6.81739
contig_15459	21677	3.32926	3.32926	0.698201
contig_6111	20446	117.865	117.865	1130.91
contig_8578	11045	4.07104	4.07104	2.02187
contig_3962	20045	86.3994	86.3994	1196.55
contig_21240	11472	1.25375	1.25375	0.294355
contig_16161	6693	5.31087	5.31087	1.95468
contig_3494	48974	6.5849	6.5849	9.5723
contig_10963	2065	7.19269	7.19269	7.77427
contig_20334	32404	3.29866	3.29866	1.5165
contig_2999	2472	2.7205	2.7205	0.949414
contig_24448	7580	15.0197	15.0197	14.0049
contig_1060	5210	2.52826	2.52826	0.70271
contig_10614	36748	7.74422	7.74422	18.0813
contig_24743	8473	2.77316	2.77316	2.17936
contig_13572	32980	4.25644	4.25644	6.42202
contig_22204	9332	3.80941	3.80941	0.666673
contig_8329	12615	26.8339	26.8339	90.2324
contig_28330	4132	0.728277	0.728277	0.65511
contig_26038	3972	3.54239	3.54239	0.590584
contig_3081	8809	2.41448	2.41448	1.05122
contig_21263	11463	4.72598	4.72598	3.3488
contig_24358	8072	5.68114	5.68114	6.67655
contig_29331	19027	94.831	94.831	8004.03
contig_3149	19482	30.4744	30.4744	94.4612
contig_23707	9302	2.98722	2.98722	0.27534
contig_25378	19787	3.82243	3.82243	2.17434
contig_9244	42818	5.4086	5.4086	8.90039
contig_17568	11555	3.62341	3.62341	2.74305
contig_22994	59504	7.21362	7.21362	5.01263
contig_14821	26960	5.5348	5.5348	8.96579
contig_24804	8112	2.87214	2.87214	1.41229
contig_359	15630	6.48275	6.48275	5.71035
contig_25336	25435	35.3666	35.3666	57.6104
contig_18052	3880	2.89571	2.89571	0.606731
contig_463	87964	27.401	27.401	566.533
contig_27014	16570	2.07326	2.07326	1.08974
contig_29253	14259	3.31696	3.31696	2.38913
contig_22961	21272	4.47652	4.47652	6.9087
contig_8000	22915	6.52607	6.52607	9.01138
contig_13757	3950	16.0832	16.0832	16.6917
contig_17398	4102	8.646	8.646	16.3886
contig_7307	3358	54.1543	54.1543	513.079
contig_8949	5740	7.7975	7.7975	4.19337
contig_28890	4676	40.5486	40.5486	103.457
contig_15252	37327	5.05097	5.05097	4.04622
contig_10389	9897	4.62296	4.62296	4.31146
contig_5807	5248	7.34013	7.34013	3.61942
contig_19733	2075	0.698182	0.698182	0.489414
contig_8293	19347	4.06553	4.06553	2.09134
contig_20552	14790	3.34665	3.34665	1.16598
contig_30008	13686	65.8287	65.8288	484.717
contig_21118	19509	3.09153	3.09153	2.35665
contig_13271	34120	4.96841	4.96841	11.2274
contig_6787	12318	14.2344	14.2344	15.6327
contig_13973	2419	1.71133	1.71133	1.04936
contig_17833	11002	5.43973	5.43973	6.7833
contig_20449	17378	7.14511	7.14511	4.12642
contig_6177	25311	77.8865	77.8865	2796.24
contig_15321	4757	3.57586	3.57586	3.21827
contig_25192	12609	4.40525	4.40525	1.1668
contig_27345	79438	4.26669	4.26669	2.64848
contig_17254	4841	6.7152	6.7152	5.05497
contig_16965	51345	4.83512	4.83512	4.7731
contig_29465	10566	14.9829	14.9829	33.3196
contig_25726	3463	3.60942	3.60942	0.833496
contig_17696	1790	6.25061	6.25061	1.16173
contig_7052	3521	21.8861	21.8861	16.5663
contig_12739	16369	11.3163	11.3163	25.6586
contig_11308	25866	5.50883	5.50883	2.24003
contig_20701	1758	1.75498	1.75498	0.188836
contig_24262	11302	3.21028	3.21028	3.02232
contig_24028	8400	2.75212	2.75212	1.32901
contig_4757	12813	27.9434	27.9434	405.228
contig_16558	10778	9.20098	9.20098	17.5053
contig_23862	12021	2.46761	2.46761	3.27723
contig_22716	7573	4.05038	4.05052	2.08091
contig_15214	8872	3.09608	3.09608	1.45382
contig_26870	24046	4.86249	4.86249	3.42259
contig_1155	2706	8.28365	8.28365	5.14731
contig_19045	7173	5.70298	5.70298	7.57185
contig_18862	10915	3.85527	3.85527	2.63877
contig_21537	16457	2.98301	2.98301	0.831805
contig_21652	26946	2.68077	2.68077	1.20028
contig_4093	9344	7.00772	7.00772	1.85744
contig_22735	19140	4.26972	4.26972	3.90228
contig_5246	1471	16.7335	16.7335	4.5941
contig_518	3355	13.5891	13.5891	8.83449
contig_28151	8580	10.6153	10.6153	9.57462
contig_24243	4616	3.14599	3.14599	0.156504
contig_24618	18307	3.33293	3.33293	1.09718
contig_26065	7026	3.14747	3.14747	0.711914
contig_27668	14972	3.29227	3.29227	2.2931
contig_15389	8337	5.80982	5.80982	5.81784
contig_2611	6808	4.80324	4.80324	13.0648
contig_17952	6279	10.0406	10.0406	60.4177
