Name %GC 
contig_13042 63.55 
contig_8128 47.27 
contig_12992 64.08 
contig_4333 58.51 
contig_17824 55.08 
contig_18882 64.15 
contig_27919 47.69 
contig_8753 27.93 
contig_8351 53.74 
contig_27292 49.46 
contig_11865 41.03 
contig_5676 61.45 
contig_24179 66.22 
contig_13088 47.19 
contig_22731 59.19 
contig_3258 62.84 
contig_9022 34.36 
contig_16745 66.68 
contig_6579 31.92 
contig_18302 69.39 
contig_10237 36.69 
contig_14449 50.02 
contig_14857 56.26 
contig_20625 48.49 
contig_9099 41.56 
contig_6726 51.72 
contig_13678 49.06 
contig_27542 42.31 
contig_27518 57.72 
contig_22555 45.47 
contig_27756 47.09 
contig_23986 53.97 
contig_27446 40.58 
contig_18562 47.18 
contig_5731 34.95 
contig_21655 38.14 
contig_22984 37.68 
contig_18793 59.59 
contig_1499 27.49 
contig_8416 34.30 
contig_14730 41.31 
contig_6867 39.28 
contig_16742 48.93 
contig_4296 51.74 
contig_2010 42.12 
contig_18420 48.71 
contig_8466 49.86 
contig_18683 45.32 
contig_29890 43.73 
contig_23247 47.91 
contig_24481 60.06 
contig_9571 47.53 
contig_12626 50.54 
contig_23103 56.49 
contig_20974 34.43 
contig_21062 66.57 
contig_16413 37.08 
contig_24591 30.44 
contig_13435 67.00 
contig_27633 49.71 
contig_16269 43.30 
contig_4797 55.59 
contig_13081 58.57 
contig_16743 49.12 
contig_19896 28.66 
contig_1735 44.79 
contig_2378 31.54 
contig_5215 31.10 
contig_23177 41.10 
contig_3082 53.52 
contig_25719 45.09 
contig_30879 34.81 
contig_18312 57.89 
contig_7990 38.85 
contig_11179 39.81 
contig_13214 45.59 
contig_18672 40.31 
contig_20544 46.56 
contig_21233 35.88 
contig_29333 37.86 
contig_13297 34.37 
contig_23842 38.25 
contig_17412 49.83 
contig_20778 44.34 
contig_25809 33.95 
contig_24944 36.38 
contig_27370 37.09 
contig_30997 38.52 
contig_12994 40.79 
contig_29888 47.11 
contig_2070 48.25 
contig_1849 38.11 
contig_12487 63.72 
contig_22991 37.07 
contig_19365 48.58 
contig_7364 47.88 
contig_28752 49.75 
contig_8136 37.92 
contig_23178 56.86 
contig_25330 39.65 
contig_19898 44.74 
contig_26328 45.94 
contig_15755 49.74 
contig_12079 45.99 
contig_26844 33.79 
contig_8798 37.28 
contig_27550 37.49 
contig_5320 38.20 
contig_16841 41.03 
contig_6911 52.91 
contig_5492 54.16 
contig_26575 37.61 
contig_9170 29.65 
contig_9223 31.73 
contig_7351 51.77 
contig_16696 49.39 
contig_14269 51.93 
contig_24662 56.11 
contig_21614 39.84 
contig_8135 35.69 
contig_14888 36.85 
contig_13219 56.43 
contig_29461 51.01 
contig_5280 43.33 
contig_23278 30.71 
contig_18889 39.74 
contig_13380 60.45 
contig_7601 45.01 
contig_19622 35.20 
contig_22345 49.68 
contig_29710 53.73 
contig_22045 43.98 
contig_9241 52.26 
contig_5038 37.14 
contig_27015 63.67 
contig_11350 45.46 
contig_9441 42.98 
contig_26559 41.73 
contig_13625 30.26 
contig_12284 44.89 
contig_29041 47.24 
contig_21347 45.54 
contig_25718 34.85 
contig_27474 43.52 
contig_23973 39.93 
contig_17866 32.35 
contig_27137 59.89 
contig_6127 37.29 
contig_23345 36.38 
contig_6398 50.26 
contig_10153 46.90 
contig_13270 60.70 
contig_6370 42.21 
contig_13902 42.87 
contig_12712 46.92 
contig_20713 52.27 
contig_869 40.90 
contig_15400 44.09 
contig_630 44.09 
contig_21074 53.14 
contig_16750 42.50 
contig_19262 56.54 
contig_897 56.94 
contig_3476 37.75 
contig_25543 63.60 
contig_20384 58.25 
contig_2618 36.53 
contig_16283 35.22 
contig_28737 41.90 
contig_27702 47.21 
contig_11810 54.02 
contig_22726 47.23 
contig_24012 38.30 
contig_23551 64.29 
contig_7475 50.74 
contig_30412 56.60 
contig_14130 55.49 
contig_6080 37.08 
contig_14053 38.51 
contig_20511 51.40 
contig_24709 49.73 
contig_15267 44.06 
contig_30181 55.04 
contig_10307 28.24 
contig_9414 44.54 
contig_29896 59.79 
contig_25388 63.70 
contig_18372 58.14 
contig_5395 60.71 
contig_1958 27.90 
contig_24140 62.64 
contig_992 50.25 
contig_11451 64.56 
contig_13198 54.88 
contig_12774 52.23 
contig_14940 57.74 
contig_29378 65.63 
contig_16243 54.21 
contig_30617 35.26 
contig_16538 40.69 
contig_20614 64.68 
contig_17318 41.87 
contig_12401 43.77 
contig_27405 64.67 
contig_16494 43.65 
contig_26802 49.83 
contig_350 46.61 
contig_13511 33.95 
contig_28031 70.36 
contig_12982 64.13 
contig_28735 42.65 
contig_10338 46.15 
contig_13376 33.06 
contig_9424 57.30 
contig_3325 35.98 
contig_27450 64.97 
contig_28775 59.60 
contig_956 46.44 
contig_24993 49.61 
contig_7584 41.50 
contig_22900 60.08 
contig_22457 59.84 
contig_9067 63.67 
contig_5157 28.79 
contig_21399 34.18 
contig_22383 60.91 
contig_12379 63.17 
contig_19914 48.08 
contig_356 42.00 
contig_4324 50.73 
contig_23026 47.94 
contig_11072 57.56 
contig_29868 59.94 
contig_18107 43.18 
contig_27103 37.48 
contig_18934 49.97 
contig_2775 34.21 
contig_15440 37.92 
contig_12853 40.91 
contig_29946 43.31 
contig_20810 49.79 
contig_29143 46.95 
contig_9349 50.93 
contig_16301 37.82 
contig_19572 39.62 
contig_9980 47.59 
contig_21799 61.76 
contig_4043 55.08 
contig_10984 53.42 
contig_12068 35.30 
contig_9350 53.94 
contig_6299 42.65 
contig_11686 53.89 
contig_12256 30.85 
contig_26766 33.45 
contig_12582 51.81 
contig_21466 62.34 
contig_15858 44.44 
contig_19087 64.53 
contig_25127 41.17 
contig_10738 52.74 
contig_3359 37.97 
contig_29167 59.19 
contig_23456 66.47 
contig_12743 40.22 
contig_29308 45.61 
contig_14435 39.27 
contig_27585 64.93 
contig_25183 50.14 
contig_3748 58.87 
contig_23646 33.73 
contig_12299 59.80 
contig_19437 62.10 
contig_16613 63.23 
contig_8939 47.50 
contig_11778 64.23 
contig_786 49.15 
contig_18019 49.02 
contig_29536 50.73 
contig_8251 37.27 
contig_2893 45.26 
contig_30768 39.27 
contig_29905 64.68 
contig_7208 48.37 
contig_26719 63.05 
contig_2915 45.06 
contig_10538 55.82 
contig_10451 40.97 
contig_18617 59.49 
contig_18175 49.52 
contig_29049 30.36 
contig_11297 28.05 
contig_11688 52.11 
contig_12171 43.72 
contig_1797 45.23 
contig_2890 45.80 
contig_15536 40.93 
contig_24621 60.79 
contig_1467 32.65 
contig_27502 45.85 
contig_663 43.36 
contig_10206 35.09 
contig_28023 47.50 
contig_13428 29.93 
contig_27823 46.04 
contig_20687 48.89 
contig_1957 27.31 
contig_27724 43.93 
contig_23447 54.48 
contig_21459 46.12 
contig_22107 29.79 
contig_10712 42.99 
contig_12512 40.89 
contig_14640 47.80 
contig_22803 36.13 
contig_9307 51.27 
contig_15439 65.91 
contig_27462 41.92 
contig_24191 31.78 
contig_13065 41.49 
contig_10198 57.56 
contig_17424 49.66 
contig_29898 40.83 
contig_19361 51.08 
contig_19277 40.85 
contig_30901 59.11 
contig_9290 35.86 
contig_30157 38.17 
contig_20309 41.17 
contig_23662 43.98 
contig_16488 58.40 
contig_22978 59.09 
contig_10168 39.50 
contig_1978 37.53 
contig_5961 42.31 
contig_10884 37.36 
contig_27931 54.65 
contig_24948 58.31 
contig_17071 32.69 
contig_6522 34.17 
contig_14868 42.98 
contig_28100 54.76 
contig_21018 62.37 
contig_25754 50.85 
contig_17246 40.99 
contig_10002 37.16 
contig_8814 37.08 
contig_1473 39.05 
contig_3193 50.39 
contig_26379 27.93 
contig_29830 48.29 
contig_28584 51.55 
contig_21961 65.77 
contig_9065 45.11 
contig_13306 53.47 
contig_27925 36.31 
contig_20450 64.58 
contig_10113 44.50 
contig_3777 59.37 
contig_19126 53.99 
contig_22688 57.91 
contig_27601 54.17 
contig_732 36.72 
contig_1405 64.91 
contig_9157 53.98 
contig_16569 56.36 
contig_929 52.86 
contig_8281 31.41 
contig_18829 65.23 
contig_2307 55.05 
contig_6947 34.85 
contig_7742 44.81 
contig_1047 38.05 
contig_21442 35.83 
contig_20819 49.67 
contig_20495 43.24 
contig_8283 33.41 
contig_29336 62.77 
contig_20654 29.46 
contig_17013 48.13 
contig_1825 45.30 
contig_7016 44.58 
contig_22330 37.01 
contig_14138 39.97 
contig_6765 64.97 
contig_11582 45.34 
contig_2402 33.89 
contig_19207 51.43 
contig_21876 37.39 
contig_16117 67.29 
contig_12059 44.19 
contig_18655 55.23 
contig_20892 34.35 
contig_6866 36.70 
contig_28989 36.98 
contig_3468 48.69 
contig_21671 39.54 
contig_20577 54.82 
contig_22134 50.87 
contig_2436 55.63 
contig_6110 44.54 
contig_14248 62.76 
contig_10351 44.68 
contig_24604 54.26 
contig_27508 57.46 
contig_24217 40.07 
contig_20685 46.14 
contig_25252 59.85 
contig_3209 38.08 
contig_5032 37.74 
contig_29213 47.74 
contig_5761 39.84 
contig_10210 60.23 
contig_9064 43.24 
contig_23722 32.67 
contig_9764 40.85 
contig_27511 43.23 
contig_23700 29.30 
contig_3448 36.73 
contig_2217 28.48 
contig_12614 39.16 
contig_6647 62.24 
contig_5154 56.05 
contig_26356 49.49 
contig_25955 63.02 
contig_25056 36.15 
contig_16694 38.81 
contig_15677 41.51 
contig_11733 41.32 
contig_7651 59.83 
contig_17231 39.13 
contig_20400 42.66 
contig_27693 49.04 
contig_15087 49.28 
contig_10139 39.13 
contig_27820 54.00 
contig_351 44.28 
contig_1777 38.92 
contig_17735 35.99 
contig_24310 56.07 
contig_3015 34.78 
contig_18720 45.34 
contig_23188 28.47 
contig_14117 41.65 
contig_21948 56.63 
contig_15681 31.45 
contig_5928 41.31 
contig_27705 50.17 
contig_15778 69.43 
contig_18364 58.17 
contig_10392 37.24 
contig_3060 35.30 
contig_1393 52.62 
contig_27410 44.50 
contig_15942 61.92 
contig_549 44.39 
contig_9944 36.32 
contig_11275 54.95 
contig_15160 33.59 
contig_16071 66.51 
contig_23605 63.70 
contig_26882 28.98 
contig_26920 62.31 
contig_13098 39.18 
contig_24216 47.12 
contig_30606 41.96 
contig_12766 31.39 
contig_15276 35.64 
contig_19777 35.49 
contig_5962 39.78 
contig_23356 48.92 
contig_29749 37.62 
contig_25078 47.97 
contig_19905 46.06 
contig_6979 46.23 
contig_13534 65.10 
contig_16915 45.51 
contig_30966 50.42 
contig_17553 37.96 
contig_25575 35.11 
contig_6482 49.13 
contig_3643 46.94 
contig_6717 38.18 
contig_12795 40.40 
contig_224 47.43 
contig_4515 39.89 
contig_10600 48.96 
contig_20066 62.48 
contig_8158 40.55 
contig_3997 47.77 
contig_19055 59.23 
contig_22478 50.71 
contig_21720 48.66 
contig_28312 44.46 
contig_13386 58.82 
contig_17112 55.53 
contig_8738 56.14 
contig_20859 59.58 
contig_1592 60.54 
contig_9012 56.02 
contig_19227 63.84 
contig_21600 48.20 
contig_22458 63.72 
contig_14379 42.31 
contig_2601 37.82 
contig_15618 57.19 
contig_3099 52.20 
contig_14238 62.90 
contig_20100 41.14 
contig_21176 32.01 
contig_13718 35.53 
contig_2576 34.92 
contig_8118 54.02 
contig_30917 29.59 
contig_11767 67.19 
contig_25584 69.00 
contig_1826 40.94 
contig_11393 57.75 
contig_2712 38.51 
contig_13322 43.64 
contig_30991 55.84 
contig_4484 50.13 
contig_30703 51.05 
contig_26466 42.89 
contig_16573 45.93 
contig_23704 64.70 
contig_19956 33.71 
contig_12811 43.15 
contig_2912 46.03 
contig_21287 44.28 
contig_13293 50.62 
contig_20007 37.93 
contig_2676 42.43 
contig_19170 34.08 
contig_18068 59.24 
contig_30252 30.93 
contig_18850 41.84 
contig_28537 31.91 
contig_16015 50.75 
contig_21204 36.09 
contig_28805 52.95 
contig_19628 32.30 
contig_4104 52.50 
contig_8297 48.42 
contig_7397 37.70 
contig_19921 50.46 
contig_17533 29.77 
contig_30142 33.92 
contig_28921 32.91 
contig_8650 50.70 
contig_26216 31.85 
contig_14377 64.07 
contig_23730 39.94 
contig_30476 57.26 
contig_5104 64.96 
contig_19867 39.79 
contig_19709 27.88 
contig_21867 39.43 
contig_27440 38.04 
contig_28630 60.77 
contig_26294 48.17 
contig_7998 62.43 
contig_24856 36.86 
contig_2341 44.30 
contig_8106 56.46 
contig_30148 62.94 
contig_18931 59.97 
contig_28483 64.30 
contig_23970 65.33 
contig_2991 32.66 
contig_4702 55.85 
contig_27902 60.93 
contig_17090 35.18 
contig_5524 34.65 
contig_10979 54.56 
contig_23373 49.24 
contig_10604 30.56 
contig_15088 49.73 
contig_1225 37.94 
contig_20764 62.55 
contig_25102 51.20 
contig_27316 57.63 
contig_11171 52.02 
contig_8891 50.50 
contig_23560 31.88 
contig_12937 34.73 
contig_25138 44.91 
contig_18382 51.60 
contig_18510 48.81 
contig_28155 51.85 
contig_277 33.14 
contig_18667 49.37 
contig_23714 40.18 
contig_8663 38.63 
contig_12048 53.41 
contig_16178 48.75 
contig_25768 49.63 
contig_7770 38.84 
contig_17094 56.74 
contig_3071 51.25 
contig_7698 54.14 
contig_26477 55.73 
contig_10948 52.92 
contig_2022 35.52 
contig_17783 36.41 
contig_14389 47.41 
contig_26922 28.46 
contig_14049 41.27 
contig_25501 36.90 
contig_28995 52.05 
contig_15353 33.25 
contig_4344 63.61 
contig_30965 49.96 
contig_5270 47.12 
contig_29492 49.31 
contig_30125 52.08 
contig_6331 36.77 
contig_7145 54.62 
contig_15537 41.29 
contig_484 47.20 
contig_6093 33.16 
contig_24773 43.99 
contig_7024 63.45 
contig_9046 31.56 
contig_10825 44.92 
contig_9739 32.12 
contig_17056 51.72 
contig_30920 53.08 
contig_23109 36.23 
contig_16449 50.69 
contig_9635 37.39 
contig_14014 48.56 
contig_28738 63.45 
contig_7736 49.47 
contig_20912 65.66 
contig_15649 51.10 
contig_11790 37.96 
contig_7580 43.66 
contig_6365 36.37 
contig_23672 44.71 
contig_21666 34.76 
contig_24892 62.86 
contig_15231 28.85 
contig_24598 37.44 
contig_2365 43.48 
contig_15012 50.27 
contig_17786 33.31 
contig_26871 53.62 
contig_13672 38.84 
contig_27680 39.92 
contig_2195 48.19 
contig_19347 53.98 
contig_10087 46.13 
contig_1327 48.75 
contig_17601 34.24 
contig_6992 68.30 
contig_8836 53.94 
contig_17141 34.48 
contig_25282 57.41 
contig_4108 60.69 
contig_22675 50.96 
contig_5370 52.88 
contig_14953 46.41 
contig_23887 46.34 
contig_12109 43.19 
contig_18170 65.12 
contig_22598 63.15 
contig_30801 44.86 
contig_17926 31.49 
contig_1739 43.46 
contig_17218 41.15 
contig_26149 39.85 
contig_22379 42.60 
contig_11216 50.20 
contig_14079 53.59 
contig_2872 32.91 
contig_10562 40.06 
contig_12026 53.99 
contig_30799 38.35 
contig_28994 52.29 
contig_29499 52.68 
contig_21137 57.72 
contig_859 48.56 
contig_15841 58.11 
contig_2594 36.29 
contig_28015 35.93 
contig_13062 41.46 
contig_17590 53.00 
contig_14771 43.70 
contig_27377 35.06 
contig_27384 48.47 
contig_5865 46.70 
contig_28527 44.02 
contig_5529 41.23 
contig_27088 52.97 
contig_18960 70.12 
contig_13916 36.18 
contig_19378 38.96 
contig_9960 58.80 
contig_26935 34.63 
contig_2522 26.94 
contig_15988 33.71 
contig_27947 62.39 
contig_11675 63.25 
contig_30610 48.59 
contig_10939 53.90 
contig_29173 64.74 
contig_27032 44.81 
contig_14911 55.44 
contig_21024 55.77 
contig_12321 33.67 
contig_7230 56.71 
contig_11125 31.32 
contig_12597 40.37 
contig_18014 54.07 
contig_6642 56.60 
contig_23690 64.52 
contig_674 35.45 
contig_17077 33.70 
contig_25144 54.28 
contig_25673 49.59 
contig_26276 39.54 
contig_10412 49.27 
contig_20504 53.08 
contig_8739 61.31 
contig_29255 34.24 
contig_23341 45.92 
contig_10300 36.91 
contig_27943 36.44 
contig_22298 47.18 
contig_19174 40.92 
contig_24173 39.63 
contig_15008 47.44 
contig_22377 63.13 
contig_26939 43.48 
contig_20290 64.26 
contig_11365 51.35 
contig_12835 43.55 
contig_11665 30.67 
contig_6182 31.00 
contig_6870 40.89 
contig_17137 50.78 
contig_22862 66.72 
contig_9113 33.84 
contig_25017 33.57 
contig_24126 33.44 
contig_20580 53.36 
contig_20609 47.29 
contig_16937 33.54 
contig_25045 28.01 
contig_9854 52.45 
contig_23754 60.82 
contig_28548 50.01 
contig_20652 47.37 
contig_30192 49.77 
contig_3821 55.13 
contig_1530 54.73 
contig_23481 62.38 
contig_16365 57.79 
contig_9558 51.42 
contig_30439 41.71 
contig_15458 26.93 
contig_18265 43.74 
contig_24127 38.91 
contig_2662 48.23 
contig_15116 27.07 
contig_12420 42.39 
contig_6444 52.68 
contig_23815 37.96 
contig_14804 64.74 
contig_17536 58.02 
contig_2240 62.51 
contig_28910 34.37 
contig_8749 39.75 
contig_26511 34.91 
contig_23019 37.08 
contig_30788 37.14 
contig_21359 39.56 
contig_20047 57.49 
contig_25957 55.25 
contig_12371 47.13 
contig_6297 48.20 
contig_22906 48.41 
contig_10551 48.74 
contig_3608 49.13 
contig_12501 65.71 
contig_8755 29.29 
contig_16556 41.25 
contig_14987 30.97 
contig_25442 59.00 
contig_30878 57.42 
contig_29671 46.04 
contig_16372 48.09 
contig_25217 55.77 
contig_22805 33.02 
contig_28990 60.19 
contig_19559 48.69 
contig_4798 54.54 
contig_19247 59.16 
contig_29289 44.36 
contig_27047 44.16 
contig_25462 48.34 
contig_12038 58.64 
contig_1901 48.27 
contig_15278 38.56 
contig_18810 65.35 
contig_6529 42.92 
contig_743 45.32 
contig_28024 63.68 
contig_27826 44.72 
contig_8451 68.19 
contig_19122 36.58 
contig_26595 57.87 
contig_6489 59.92 
contig_27982 37.21 
contig_17919 36.84 
contig_3197 33.47 
contig_8787 50.63 
contig_5173 45.13 
contig_30826 44.68 
contig_13342 43.49 
contig_24204 37.95 
contig_27228 59.37 
contig_24168 64.01 
contig_10643 51.04 
contig_5590 61.10 
contig_3587 44.48 
contig_27269 48.95 
contig_20977 28.73 
contig_18348 53.04 
contig_18470 49.46 
contig_24008 64.50 
contig_29226 55.49 
contig_1042 44.90 
contig_20394 37.26 
contig_26307 43.12 
contig_22910 50.68 
contig_18296 64.09 
contig_13521 32.40 
contig_25915 33.72 
contig_455 45.22 
contig_13388 61.93 
contig_8608 42.98 
contig_25602 37.28 
contig_6008 47.43 
contig_19288 36.52 
contig_8475 33.86 
contig_13971 50.59 
contig_10094 51.50 
contig_2413 43.85 
contig_11717 44.34 
contig_23658 56.54 
contig_5876 51.41 
contig_16206 50.19 
contig_28622 35.03 
contig_16693 40.59 
contig_11363 45.64 
contig_5892 37.53 
contig_26060 58.08 
contig_10302 33.47 
contig_6560 56.78 
contig_30913 43.92 
contig_14394 61.45 
contig_2562 31.41 
contig_29982 33.01 
contig_8456 47.24 
contig_5509 40.72 
contig_3870 43.81 
contig_2009 51.13 
contig_11960 66.64 
contig_29991 69.01 
contig_849 51.01 
contig_11107 33.17 
contig_27934 45.20 
contig_15157 30.74 
contig_28809 42.57 
contig_17263 44.17 
contig_15816 50.28 
contig_24298 37.33 
contig_21377 49.03 
contig_27567 57.95 
contig_30611 53.69 
contig_21215 34.59 
contig_30002 61.25 
contig_25715 44.55 
contig_21962 46.86 
contig_2439 49.84 
contig_23644 60.51 
contig_25623 34.97 
contig_18503 65.77 
contig_20346 31.82 
contig_3011 42.03 
contig_5486 54.25 
contig_27825 41.72 
contig_23776 57.70 
contig_30952 47.51 
contig_15791 44.84 
contig_15703 32.47 
contig_9135 43.11 
contig_23806 36.93 
contig_29644 67.55 
contig_3144 36.73 
contig_10696 45.87 
contig_7917 30.47 
contig_26509 50.99 
contig_27805 52.03 
contig_30654 50.20 
contig_2791 41.75 
contig_12565 51.40 
contig_17027 38.53 
contig_23472 57.27 
contig_10027 33.17 
contig_25903 52.29 
contig_9077 62.34 
contig_24961 68.29 
contig_3297 65.22 
contig_22030 45.95 
contig_27877 49.37 
contig_12663 33.23 
contig_28648 48.65 
contig_10797 46.15 
contig_6224 52.59 
contig_25769 58.75 
contig_27361 51.45 
contig_18901 48.24 
contig_22472 59.24 
contig_6996 41.44 
contig_27029 36.00 
contig_30374 57.46 
contig_25542 52.76 
contig_25691 54.62 
contig_4218 60.74 
contig_23669 35.69 
contig_14123 40.52 
contig_19061 59.30 
contig_18270 30.58 
contig_2329 43.55 
contig_6739 42.76 
contig_2812 45.70 
contig_8267 55.86 
contig_18292 59.54 
contig_7489 28.43 
contig_13029 42.87 
contig_12789 57.72 
contig_30940 62.65 
contig_29482 28.09 
contig_21489 60.86 
contig_26189 35.23 
contig_20851 33.02 
contig_29652 32.52 
contig_18542 53.74 
contig_22321 43.37 
contig_9457 50.06 
contig_12985 63.94 
contig_21179 48.12 
contig_17482 65.73 
contig_15093 65.23 
contig_10795 42.52 
contig_21630 31.79 
contig_6815 47.69 
contig_22923 37.83 
contig_866 31.57 
contig_7476 49.52 
contig_21979 33.87 
contig_21576 51.78 
contig_15992 45.41 
contig_17329 36.80 
contig_10693 49.53 
contig_15302 35.70 
contig_24131 58.41 
contig_23981 47.64 
contig_22791 55.54 
contig_25551 57.07 
contig_23414 50.38 
contig_8542 49.35 
contig_29124 53.58 
contig_17656 44.18 
contig_21616 54.85 
contig_29602 41.44 
contig_29748 43.65 
contig_6587 25.99 
contig_2209 44.03 
contig_11154 29.63 
contig_23141 35.72 
contig_17415 60.42 
contig_15310 42.05 
contig_6693 37.98 
contig_9162 49.62 
contig_7126 57.92 
contig_22026 39.15 
contig_2563 57.60 
contig_28836 51.83 
contig_701 47.40 
contig_29176 34.52 
contig_26230 49.52 
contig_4503 51.85 
contig_26578 35.53 
contig_1382 51.12 
contig_2388 65.13 
contig_11948 45.15 
contig_25989 36.47 
contig_21187 44.13 
contig_7786 39.50 
contig_14352 41.05 
contig_18602 47.76 
contig_11031 37.50 
contig_17213 59.08 
contig_7445 46.36 
contig_5115 51.79 
contig_12991 62.04 
contig_7865 28.00 
contig_1324 46.41 
contig_21329 50.90 
contig_28437 60.08 
contig_27083 54.48 
contig_6895 47.94 
contig_5013 51.64 
contig_3046 43.76 
contig_8005 39.53 
contig_28628 65.39 
contig_17086 36.61 
contig_20452 68.52 
contig_15581 39.15 
contig_26320 44.19 
contig_23286 41.64 
contig_8811 36.24 
contig_30145 64.12 
contig_9445 64.26 
contig_11867 43.93 
contig_2475 64.96 
contig_8590 67.11 
contig_979 46.38 
contig_9530 45.54 
contig_29381 45.62 
contig_15741 30.08 
contig_30868 55.44 
contig_28074 39.10 
contig_6817 47.04 
contig_4270 21.29 
contig_10627 29.82 
contig_20509 50.44 
contig_20910 34.55 
contig_21098 42.46 
contig_15255 35.30 
contig_2652 39.82 
contig_3484 47.95 
contig_1423 59.90 
contig_11999 55.77 
contig_19691 66.08 
contig_6561 55.73 
contig_28671 32.27 
contig_6014 51.22 
contig_20642 48.33 
contig_6245 34.47 
contig_27955 50.84 
contig_14191 30.15 
contig_20843 69.60 
contig_24640 49.09 
contig_19726 50.08 
contig_6282 33.02 
contig_10317 47.56 
contig_23977 68.43 
contig_6767 41.98 
contig_12207 34.15 
contig_16383 48.76 
contig_7863 38.99 
contig_5525 34.51 
contig_23163 53.09 
contig_29657 46.02 
contig_986 53.02 
contig_30784 45.07 
contig_3882 33.64 
contig_25965 42.73 
contig_19997 40.80 
contig_10926 48.02 
contig_7390 40.51 
contig_19310 65.31 
contig_1944 26.13 
contig_16089 39.43 
contig_20518 35.84 
contig_16626 59.53 
contig_8957 49.36 
contig_10571 47.92 
contig_19157 64.30 
contig_22552 40.04 
contig_17310 56.85 
contig_21667 51.12 
contig_24827 31.46 
contig_15502 64.27 
contig_26077 33.76 
contig_8600 44.85 
contig_27413 66.50 
contig_19689 37.71 
contig_14581 36.68 
contig_21508 34.08 
contig_12176 67.86 
contig_22101 58.03 
contig_397 55.27 
contig_11254 58.82 
contig_25453 43.93 
contig_2355 54.11 
contig_12223 49.56 
contig_17556 64.61 
contig_16173 41.08 
contig_11379 52.84 
contig_25771 44.57 
contig_15281 40.07 
contig_28464 45.29 
contig_13418 33.60 
contig_15742 29.44 
contig_24424 37.44 
contig_16970 41.39 
contig_802 49.57 
contig_28193 52.27 
contig_17936 61.67 
contig_18145 59.91 
contig_23585 37.18 
contig_25002 51.08 
contig_24224 51.27 
contig_26750 34.98 
contig_13291 37.72 
contig_22829 63.64 
contig_27991 47.81 
contig_16769 49.66 
contig_27279 44.47 
contig_23680 50.57 
contig_15669 58.83 
contig_21610 42.33 
contig_4482 43.84 
contig_4480 52.84 
contig_15912 45.74 
contig_4854 57.98 
contig_26569 55.27 
contig_28361 48.45 
contig_13970 55.07 
contig_18444 37.60 
contig_12886 36.07 
contig_28471 48.62 
contig_2701 35.82 
contig_22393 45.99 
contig_9492 39.88 
contig_24450 42.95 
contig_1724 37.70 
contig_18620 51.53 
contig_28245 38.03 
contig_19458 30.73 
contig_2482 31.91 
contig_28106 52.95 
contig_21772 37.22 
contig_26801 43.30 
contig_17021 45.67 
contig_11003 42.76 
contig_895 31.95 
contig_30630 52.29 
contig_9914 53.57 
contig_7607 55.63 
contig_16842 67.52 
contig_11701 44.93 
contig_8024 38.19 
contig_22462 36.17 
contig_24775 48.50 
contig_17305 52.85 
contig_12018 45.15 
contig_10761 46.57 
contig_19114 57.71 
contig_30051 34.35 
contig_12155 36.98 
contig_16180 42.49 
contig_20653 36.56 
contig_22039 41.00 
contig_26215 53.05 
contig_29531 37.13 
contig_10700 49.67 
contig_14422 61.48 
contig_23668 47.21 
contig_16333 63.22 
contig_18649 36.51 
contig_1906 42.29 
contig_28043 42.45 
contig_9692 31.27 
contig_2336 63.38 
contig_1261 45.91 
contig_13434 61.11 
contig_4727 52.08 
contig_11046 46.46 
contig_8860 52.71 
contig_7973 46.12 
contig_17609 47.32 
contig_3620 53.82 
contig_2853 45.61 
contig_24037 41.01 
contig_16963 38.01 
contig_29054 52.46 
contig_20360 45.47 
contig_5445 58.67 
contig_8435 36.72 
contig_30857 34.29 
contig_22359 43.44 
contig_24230 54.09 
contig_6292 52.83 
contig_13873 48.80 
contig_30062 53.24 
contig_20633 40.04 
contig_3433 59.43 
contig_23827 40.35 
contig_28721 59.18 
contig_6258 41.08 
contig_4397 48.23 
contig_18062 54.17 
contig_17432 31.27 
contig_19308 50.38 
contig_2963 37.04 
contig_29521 29.74 
contig_8418 32.75 
contig_20630 66.02 
contig_29236 54.95 
contig_14373 54.04 
contig_26333 55.16 
contig_9439 37.02 
contig_7569 40.19 
contig_17268 45.41 
contig_14274 47.30 
contig_22184 66.08 
contig_11834 49.91 
contig_6283 32.00 
contig_8643 33.53 
contig_631 47.67 
contig_822 53.81 
contig_16568 55.55 
contig_15562 34.45 
contig_9318 59.96 
contig_26338 48.34 
contig_7744 35.86 
contig_24721 36.76 
contig_29162 51.57 
contig_16202 54.93 
contig_5881 51.70 
contig_12753 35.44 
contig_19614 41.71 
contig_1041 39.71 
contig_24330 50.09 
contig_20210 62.83 
contig_23641 53.09 
contig_5465 34.68 
contig_30907 37.48 
contig_29745 53.41 
contig_26093 28.65 
contig_11554 34.44 
contig_23024 43.20 
contig_18721 45.02 
contig_2408 30.95 
contig_20158 48.96 
contig_10880 64.43 
contig_18291 65.94 
contig_22743 48.83 
contig_28532 49.76 
contig_17543 46.50 
contig_25147 39.26 
contig_6253 35.53 
contig_26952 48.71 
contig_29064 36.27 
contig_19849 54.38 
contig_23592 41.51 
contig_22703 63.20 
contig_4642 27.87 
contig_14324 41.81 
contig_20749 51.29 
contig_30293 49.81 
contig_13194 43.02 
contig_30752 63.48 
contig_4156 58.40 
contig_5326 56.22 
contig_8722 39.20 
contig_19534 43.18 
