Assembly	contigs(>=0bp)	contigs(>=1000bp)	contigs(>=5000bp)	contigs(>=10000bp)	contigs(>=25000bp)	contigs(>=50000bp)	Totallength(>=0bp)	Totallength(>=1000bp)	Totallength(>=5000bp)	Totallength(>=10000bp)	Totallength(>=25000bp)	Totallength(>=50000bp)	contigs	Largestcontig	Totallength	Referencelength	GC(%)	ReferenceGC(%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	misassemblies	misassembledcontigs	Misassembledcontigslength	localmisassemblies	unalignedmis.contigs	unalignedcontigs	Unalignedlength	Genomefraction(%)	Duplicationratio	N'sper100kbp	mismatchesper100kbp	indelsper100kbp	Largestalignment	Totalalignedlength	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
r9_bin.0064	12	12	7	6	4	2	2282365	2282365	2263759	2255598	2221248	2142955	12	2092128	2282365	2390718	32.13	32.71	2092128	2092128	2092128	2092128	1	1	1	1	13	3	2140439	8	0	5 + 5 part	129269	89.934	1.001	0.00	28.74	18.05	485312	2152497	354804	354804	291531	291531	3	3	5	5
ilmn_bin.0097	1210	1210	45	3	0	0	2743926	2743926	290433	34239	0	0	1210	12483	2743926	3722342	44.33	43.61	2523	1928	1697	-	362	584	693	-	20	19	39395	2	1	229 + 11 part	437912	61.720	1.004	0.00	113.95	16.02	12483	2302101	2291	1611	1329	-	384	638	772	-
r9-il_bin.0027	41	41	41	40	32	27	3781652	3781652	3781652	3774989	3642594	3470061	41	303388	3781652	3722342	43.97	43.61	156725	156725	77455	78731	9	9	18	17	102	32	3374686	21	4	0 + 26 part	456172	86.511	1.033	3.83	176.07	53.57	226314	3323094	63497	68739	18558	19055	17	16	46	44
r9_bin.0035	40	40	40	39	32	27	3770544	3770544	3770544	3763885	3641830	3469309	40	303346	3770544	3722342	43.94	43.61	156698	156698	77463	78704	9	9	18	17	99	31	3359241	23	5	0 + 26 part	465279	86.122	1.031	0.00	146.05	145.18	226249	3302670	63484	68718	18579	19058	17	16	46	44
ilmn_bin.0032	184	184	171	131	56	17	3960670	3960670	3917452	3644263	2444619	1123994	184	86058	3960670	4208746	65.07	65.11	31237	29241	17977	15358	40	44	82	93	0	0	0	3	0	0 + 0 part	0	93.985	1.001	0.00	14.56	0.91	86058	3960355	31237	29241	17977	15358	40	44	82	93
r103-il_bin.0000	45	45	39	38	30	21	3893411	3893411	3872333	3863452	3730144	3393876	45	517871	3893411	4208746	64.90	65.11	172458	158304	84373	70763	7	8	15	18	0	0	0	7	0	3 + 13 part	82293	90.228	1.004	0.03	13.72	8.61	515454	3808862	172353	157744	81153	65436	7	8	15	18
r103_bin.0086	44	44	40	38	30	21	3898018	3898018	3882727	3867495	3733966	3397256	44	518486	3898018	4208746	64.96	65.11	172669	158478	84411	70827	7	8	15	18	0	0	0	7	0	2 + 13 part	79751	90.306	1.005	0.00	209.78	211.83	515833	3816064	172564	157914	81311	65473	7	8	15	18
r104-il_bin.0001	124	124	120	97	49	19	3865314	3865314	3850444	3668538	2812381	1719269	124	186997	3865314	4208746	64.82	65.11	44471	40874	24309	20884	24	28	53	64	1	1	24337	1	0	0 + 18 part	131674	88.127	1.007	0.00	19.28	7.50	175305	3728412	42136	39183	22801	17565	26	31	58	71
r104_bin.0049	125	125	120	97	49	19	3865941	3865941	3850100	3668236	2812112	1719007	125	187006	3865941	4208746	64.83	65.11	44458	40887	24334	20884	24	28	53	64	1	1	24334	2	0	0 + 18 part	131377	88.133	1.007	0.00	207.21	138.14	175314	3729123	42131	39187	22801	17567	26	31	58	71
r9-il_bin.0171	3	3	3	2	1	1	4160488	4160488	4160488	4155246	4137124	4137124	3	4137124	4160488	4208746	65.07	65.11	4137124	4137124	4137124	4137124	1	1	1	1	0	0	0	1	0	1 + 0 part	5242	98.732	1.000	0.00	4.26	2.70	4137121	4155243	4137121	4137121	4137121	4137121	1	1	1	1
r9_bin.0201	4	4	4	2	1	1	4163045	4163045	4163045	4149676	4136916	4136916	4	4136916	4163045	4208746	65.14	65.11	4136916	4136916	4136916	4136916	1	1	1	1	0	0	0	1	0	2 + 1 part	24815	98.330	1.000	0.00	88.05	88.29	4136913	4138227	4136913	4136913	4136913	4136913	1	1	1	1
ilmn_bin.0070	67	67	56	49	29	16	2206205	2206205	2165504	2113874	1764226	1312349	67	126842	2206205	2214680	52.65	52.61	55578	55578	30283	30283	13	13	26	26	7	6	366359	3	0	12 + 6 part	181151	91.266	1.002	0.00	57.64	6.13	125916	2023933	49414	49414	25067	24678	15	15	30	31
r103-il_bin.0104	19	19	18	16	14	12	2271716	2271716	2268097	2253545	2226484	2130583	19	675863	2271716	2214680	52.73	52.61	236025	236025	147091	147091	3	3	6	6	6	4	1050478	20	0	1 + 10 part	165266	94.846	1.003	0.09	130.54	18.47	448227	2104982	225161	225161	65963	70154	4	4	10	9
r103_bin.0021	22	22	21	18	15	12	2333854	2333854	2330227	2307449	2269980	2131079	22	675897	2333854	2214680	52.68	52.61	236038	236038	92113	147122	3	3	7	6	6	4	1050588	18	0	2 + 13 part	204548	95.878	1.003	0.00	181.55	45.16	447791	2128225	166769	223554	65968	70157	5	4	10	9
r104-il_bin.0081	24	24	24	22	16	14	2347728	2347728	2347728	2335219	2248141	2183875	24	302166	2347728	2214680	52.16	52.61	161409	161409	120924	120924	5	5	9	9	10	7	1230056	6	0	0 + 10 part	231217	95.299	1.003	0.00	70.88	10.80	248211	2116035	103744	103744	58262	62736	8	8	16	14
r104_bin.0036	24	24	24	22	16	14	2347855	2347855	2347855	2335346	2248254	2183976	24	302178	2347855	2214680	52.17	52.61	161458	161458	120936	120936	5	5	9	9	11	7	1230109	8	0	0 + 10 part	212587	95.968	1.005	0.00	108.87	18.73	252033	2134788	103745	103745	58258	62734	8	8	16	14
r9-il_bin.0074	6	6	6	6	6	6	2237683	2237683	2237683	2237683	2237683	2237683	6	1209792	2237683	2214680	52.48	52.61	1209792	1209792	206034	463889	1	1	3	2	12	3	1879715	6	0	1 + 3 part	184201	92.662	1.001	0.00	61.74	10.09	522439	2053482	166455	166455	111708	111708	4	4	8	8
r9_bin.0045	6	6	6	6	6	6	2238040	2238040	2238040	2238040	2238040	2238040	6	1209868	2238040	2214680	52.48	52.61	1209868	1209868	206084	464069	1	1	3	2	12	3	1880021	7	0	1 + 3 part	184500	92.657	1.001	0.00	55.65	13.89	522487	2053540	166502	166502	111722	111722	4	4	8	8
r9-il_bin.0029	59	59	49	40	22	12	3187840	3187840	3158774	3090317	2782803	2390830	59	697642	3187840	2336563	40.44	40.57	214837	270588	47224	201402	5	3	13	6	29	7	1907126	13	0	46 + 9 part	1083186	89.412	1.007	1.69	436.68	91.23	236623	2104654	58691	100792	-	40846	13	8	-	16
r9_bin.0068	13	13	13	12	12	9	2290479	2290479	2290479	2283607	2283607	2184591	13	697686	2290479	2336563	40.46	40.57	270733	270733	201343	201343	3	3	6	6	29	7	1907674	13	0	0 + 9 part	163477	90.420	1.007	0.00	422.96	210.49	236636	2127002	100831	100831	40819	40819	8	8	16	16
ilmn_bin.0033	356	356	194	90	8	0	2744356	2744356	2183827	1435370	242196	0	356	36352	2744356	3579929	38.94	38.84	10416	7850	5789	2637	84	130	171	333	15	14	127187	3	0	63 + 16 part	299191	67.907	1.006	0.00	118.10	12.63	36352	2440948	9969	6465	4718	-	87	137	185	-
r103_bin.0037	30	30	30	30	21	18	3251872	3251872	3251872	3251872	3081597	2975922	30	567830	3251872	3579929	39.21	38.84	228618	185485	109556	86937	5	6	12	14	61	15	2663855	36	0	7 + 18 part	418025	78.562	1.008	0.00	641.11	143.11	178417	2833245	66990	53082	22423	12785	16	19	37	51
r104-il_bin.0115	207	207	169	115	37	11	3237121	3237121	3098614	2697826	1550125	689149	207	87290	3237121	3579929	39.12	38.84	22677	18966	12021	10038	40	49	91	114	36	25	742309	15	2	54 + 56 part	863269	65.522	1.012	0.34	534.99	45.45	85138	2369463	13373	11529	-	-	60	74	-	-
r104_bin.0033	132	132	120	90	34	11	2539726	2539726	2498701	2283574	1461806	689258	132	87276	2539726	3579929	39.16	38.84	29328	16239	14723	-	27	51	59	-	31	20	667278	15	3	15 + 44 part	409947	58.932	1.009	0.00	853.99	133.71	85124	2126679	18290	10835	7922	-	37	75	88	-
ilmn_bin.0049	527	527	194	81	2	1	2905541	2905541	2081305	1269176	83063	50337	527	50337	2905541	3036572	49.61	49.60	9300	8400	4571	4070	101	108	215	238	7	7	36446	1	0	111 + 4 part	276279	85.788	1.009	0.00	164.53	6.72	50337	2625943	8903	8244	4054	3495	102	110	224	250
r103-il_bin.0106	33	33	33	31	21	17	2527386	2527386	2527386	2510912	2341839	2190101	33	449498	2527386	3036572	49.30	49.60	106264	101714	89182	43274	6	8	12	19	26	13	1749578	16	0	0 + 16 part	173256	76.940	1.008	0.20	331.59	40.36	210129	2353912	58408	49227	32224	12646	12	17	25	43
r103_bin.0108	40	40	40	37	24	19	2724247	2724247	2724247	2702666	2481846	2296788	40	449805	2724247	3036572	49.21	49.60	105344	101874	59255	50767	7	8	15	19	29	15	1838213	14	0	0 + 21 part	215736	81.849	1.009	0.00	537.54	215.66	210474	2508286	55780	49467	31761	19161	14	17	29	39
r104-il_bin.0016	100	100	91	75	31	12	2400401	2400401	2365359	2239336	1502636	811219	100	94972	2400401	3036572	49.56	49.60	35279	24980	18623	9140	22	32	45	79	16	14	473451	10	1	11 + 25 part	227379	70.929	1.009	0.54	271.38	24.56	94972	2172280	24953	18153	14127	-	27	42	59	-
r104_bin.0057	81	81	79	68	31	12	2255795	2255795	2249466	2159012	1521201	821343	81	94974	2255795	3036572	49.63	49.60	38973	27781	22127	-	20	31	39	-	17	14	542182	8	1	2 + 21 part	157921	67.335	1.026	0.00	571.93	154.35	94974	2096546	26108	17138	15394	-	24	43	53	-
r9-il_bin.0130	8	8	8	8	5	5	2999936	2999936	2999936	2999936	2959857	2959857	8	1074409	2999936	3036572	49.61	49.60	851954	851954	576216	576216	2	2	3	3	22	5	2959857	10	0	0 + 4 part	96220	95.151	1.005	0.23	223.65	21.15	514119	2903507	259464	259464	166387	166387	5	5	8	8
r9_bin.0093	8	8	8	8	5	5	2999668	2999668	2999668	2999668	2959600	2959600	8	1074420	2999668	3036572	49.60	49.60	851730	851730	576222	576222	2	2	3	3	22	5	2959600	12	0	0 + 4 part	93622	95.235	1.005	0.00	220.72	44.75	514047	2905837	259150	259150	166390	166390	5	5	8	8
r103-il_bin.0078	90	90	81	66	34	12	2343257	2343257	2309943	2197555	1661326	856137	90	103338	2343257	3474558	49.84	49.79	42390	21087	20447	19	38	39	16	11	557848	25	0	19 + 32 part	422099	54.677	1.011	0.26	1469.28	114.12	84313	1918573	26951	12731	12244	26	55	57
ilmn_bin.0056	946	946	89	4	0	0	2412228	2412228	598464	47877	0	0	946	14109	2412228	3105191	48.74	48.72	2976	2317	1860	1114	253	386	509	868	12	12	33625	2	0	175 + 4 part	349294	65.557	1.013	0.00	546.46	34.14	14109	2059558	2723	2013	1480	-	269	416	567	-
r103-il_bin.0050	59	59	59	59	37	15	2308876	2308876	2308876	2308876	1928173	1145305	59	151098	2308876	3105191	48.76	48.72	49620	37948	32840	-	16	25	30	-	47	24	1149615	18	3	2 + 34 part	379819	61.357	1.012	0.09	1132.72	124.18	94187	1927704	23416	16796	9542	-	26	46	60	-
r103_bin.0014	82	82	78	72	41	15	2608210	2608210	2591928	2550260	2022683	1117309	82	151310	2608210	3105191	48.80	48.72	40260	37569	25766	16845	20	26	39	56	47	27	1250961	18	4	12 + 42 part	621142	62.909	1.017	0.00	1611.45	395.76	93168	1984575	21241	16164	2014	-	33	46	99	-
r104-il_bin.0048	192	192	138	75	20	7	2376503	2376503	2206891	1745145	872277	432002	192	70282	2376503	3105191	48.94	48.72	18193	12961	9676	2718	35	59	79	171	11	9	146251	18	3	80 + 38 part	825728	49.764	1.004	0.63	1117.93	90.41	70250	1547927	9467	-	-	-	55	-	-	-
r9-il_bin.0096	39	39	36	28	16	7	3561843	3561843	3553645	3493092	3317825	3004104	39	678435	3561843	3105191	48.64	48.72	578918	578918	294452	329535	3	3	6	5	33	10	2418482	14	2	19 + 13 part	809708	88.274	1.004	0.34	656.93	60.89	446974	2751989	95380	97898	8087	34412	10	8	37	21
r9_bin.0211	36	36	34	28	16	7	3547074	3547074	3542165	3494864	3318332	3004340	36	678430	3547074	3105191	48.61	48.72	578911	578911	294555	329524	3	3	6	5	34	10	2418824	17	2	14 + 14 part	786647	88.454	1.005	0.00	561.30	98.77	447011	2759829	95437	97907	9688	34410	10	8	36	21
ilmn_bin.0000	144	144	136	106	53	25	3957846	3957846	3924743	3695203	2823010	1845327	144	154927	3957846	5146137	59.76	59.09	45211	29579	20923	7429	28	44	60	126	18	14	482842	5	0	4 + 12 part	44740	75.904	1.002	0.00	34.61	3.00	154870	3909428	43648	29011	19757	5115	30	47	64	139
r103-il_bin.0013	31	31	31	31	27	23	4669092	4669092	4669092	4669092	4601465	4445357	31	581296	4669092	5146137	59.24	59.09	219672	206769	161782	109300	7	8	14	16	115	22	4133725	41	0	1 + 24 part	245886	84.979	1.011	0.00	91.35	20.51	205408	4423031	79721	68597	42770	26099	18	21	38	50
r103_bin.0061	47	47	46	43	31	25	5052784	5052784	5048592	5025959	4827733	4596691	47	581400	5052784	5146137	58.93	59.09	206802	206802	109336	109336	8	8	16	16	122	26	4306426	43	4	4 + 34 part	448509	87.788	1.019	0.00	147.22	135.33	205440	4603862	68638	68638	29323	27212	21	21	47	49
r104-il_bin.0084	74	74	68	61	35	29	4636287	4636287	4612386	4554600	4120418	3886266	74	318223	4636287	5146137	59.39	59.09	132594	122491	81289	50165	12	14	23	29	79	27	3095744	19	1	4 + 31 part	227348	83.820	1.022	0.80	95.63	15.60	215055	4405555	73047	62175	37583	18376	20	24	42	57
r104_bin.0008	64	64	60	55	36	29	4519674	4519674	4502190	4461538	4149800	3885037	64	318204	4519674	5146137	59.44	59.09	132573	122449	88371	50127	12	14	22	29	74	24	3050372	14	1	1 + 26 part	186483	82.791	1.017	0.00	126.93	61.73	214986	4330350	75134	62166	38754	18076	19	24	40	57
r9-il_bin.0164	20	20	20	20	19	19	4422636	4422636	4422636	4422636	4403880	4403880	20	687088	4422636	5146137	59.40	59.09	285971	285718	202683	111541	6	7	10	14	86	16	3867973	19	0	0 + 14 part	159904	82.005	1.010	0.05	68.01	11.21	285366	4262361	123573	100509	84111	39253	13	16	24	34
r9_bin.0190	20	20	20	20	19	19	4423133	4423133	4423133	4423133	4404379	4404379	20	687126	4423133	5146137	59.40	59.09	285906	285797	202724	111554	6	7	10	14	84	16	3868520	18	0	0 + 14 part	159059	82.062	1.010	0.00	74.21	67.25	285301	4263518	123586	100495	84115	39248	13	16	24	34
r9-il_bin.0064	58	58	57	49	35	13	2117152	2117152	2112817	2047896	1838503	1047963	58	126222	2117152	1820854	38.90	38.86	47791	57991	33192	39358	14	11	27	21	12	9	549793	23	3	15 + 28 part	867749	68.232	1.006	2.69	718.52	220.30	72845	1249113	15022	17571	34	25
r9_bin.0192	61	61	60	52	37	14	2259445	2259445	2257213	2192600	1961980	1133725	61	126363	2259445	1820854	38.67	38.86	52374	59771	33713	40871	14	11	28	20	14	12	655662	24	4	14 + 32 part	923707	72.776	1.008	0.00	797.27	347.51	72898	1335624	15035	22785	35	23
r9-il_bin.0210	55	55	55	50	33	22	3803157	3803157	3803157	3765574	3475448	3100422	55	372747	3803157	2896432	56.31	56.52	163801	208354	67976	136276	8	6	18	10	59	21	2664512	23	6	3 + 39 part	1114921	91.358	1.016	1.21	503.83	101.43	135379	2688063	26329	43178	19944	32	20	44
r9_bin.0037	71	71	69	62	34	24	4091739	4091739	4083349	4033364	3588856	3258227	71	372843	4091739	2896432	56.21	56.52	149549	208295	62195	136310	9	6	21	10	57	21	2653722	22	7	13 + 44 part	1390015	91.986	1.014	0.00	455.16	208.20	135402	2701644	22496	44862	19944	38	20	44
r9-il_bin.0094	82	82	77	68	48	29	4200116	4200116	4179606	4114659	3794941	3064915	82	212270	4200116	2072881	60.46	60.85	99451	164187	48296	106023	15	6	31	10	30	14	1360404	29	13	26 + 46 part	2345590	87.659	1.021	1.79	826.44	176.16	128573	1854359	30935	14709	19	42
r9_bin.0110	62	62	62	61	46	29	3983419	3983419	3983419	3975201	3721040	3065614	62	212427	3983419	2072881	60.53	60.85	100399	164167	51386	105995	14	6	28	10	30	14	1360370	26	12	13 + 42 part	2195470	84.554	1.020	0.00	772.17	294.00	128494	1787610	30472	14245	19	44
r9-il_bin.0079	63	63	53	43	28	23	4018387	4018387	3981828	3911626	3672200	3514056	63	457358	4018387	3569905	56.89	57.08	150905	154547	91005	114232	8	6	16	13	113	24	3127854	46	3	11 + 33 part	757271	89.715	1.018	2.46	725.66	94.39	226306	3264084	35540	41701	8568	16572	29	23	83	56
r9_bin.0112	67	67	57	46	29	22	4020239	4020239	3986070	3911627	3639489	3418680	67	457130	4020239	3569905	56.94	57.08	150861	154583	89286	114199	8	6	16	13	112	24	3118534	45	4	13 + 35 part	785382	88.912	1.019	0.00	664.48	204.19	226222	3238073	35530	41772	6703	15517	29	23	87	57
r103-il_bin.0073	89	89	86	81	45	22	3234498	3234498	3223530	3183896	2618570	1828875	89	186652	3234498	4058319	56.75	57.06	60249	41553	30626	12945	19	27	38	70	30	21	1147069	34	0	14 + 32 part	433554	68.376	1.009	0.37	553.78	50.63	127570	2797873	34191	26640	17240	-	26	39	57	-
r104-il_bin.0044	173	173	155	113	36	10	3211849	3211849	3149637	2838338	1585287	690568	173	102567	3211849	4058319	56.58	57.06	24687	19072	14681	7025	37	57	79	138	19	14	379212	27	0	16 + 41 part	398369	68.798	1.008	0.56	489.96	37.28	90539	2808027	19636	14821	10614	-	48	72	103	-
r104_bin.0109	176	176	161	118	36	10	3301013	3301013	3247574	2934100	1607947	718403	176	102907	3301013	4058319	56.17	57.06	24427	19200	14660	8008	38	56	82	131	19	14	379130	22	0	24 + 40 part	507762	68.265	1.008	0.00	768.95	177.59	90652	2788177	19532	14826	8806	-	50	72	110	-
r9-il_bin.0128	27	27	23	20	15	14	3933006	3933006	3921706	3900339	3812199	3780538	27	770210	3933006	4058319	57.07	57.06	340686	340686	223418	223418	4	4	8	8	12	6	1816620	8	0	9 + 8 part	120833	93.301	1.007	0.23	96.77	10.64	558262	3811819	257636	257636	161702	140899	6	6	10	11
r9_bin.0028	16	16	16	13	13	13	3724535	3724535	3724535	3703437	3703437	3703437	16	770033	3724535	4058319	57.13	57.06	340651	340651	245529	223381	4	4	7	8	11	5	1796513	8	0	2 + 7 part	52130	90.270	1.002	0.00	78.42	50.34	558081	3672046	260769	257622	210152	140828	5	6	9	11
r9-il_bin.0190	42	42	42	41	34	22	2366097	2366097	2366097	2359656	2244439	1779957	42	193844	2366097	1674126	41.11	41.15	66375	80460	51540	61486	12	7	22	13	30	16	1279731	21	6	4 + 32 part	894254	86.323	1.018	2.03	693.63	211.67	94024	1470797	19373	32486	16198	28	15	33
r9_bin.0185	43	43	42	41	34	22	2372067	2372067	2367399	2360943	2245689	1780882	43	193855	2372067	1674126	41.06	41.15	66415	80449	51657	61483	12	7	22	13	29	16	1280555	20	6	6 + 32 part	908256	85.741	1.020	0.00	717.91	342.69	94053	1463410	19400	32496	16198	28	15	33
r9-il_bin.0125	38	38	35	28	20	17	2222434	2222434	2215904	2164270	2015635	1911842	38	359382	2222434	1356049	40.21	40.38	98632	172256	62446	138871	6	3	13	5	23	11	1273149	11	3	9 + 26 part	948537	93.102	1.009	2.47	437.14	191.21	140908	1273897	17906	39113	21928	27	10	22
r9_bin.0102	31	31	31	26	21	17	2207898	2207898	2207898	2169384	2058637	1912689	31	359518	2207898	1356049	40.17	40.38	98739	172429	62463	138960	6	3	13	5	23	11	1273743	11	4	1 + 27 part	925430	93.700	1.009	0.00	444.98	337.24	140936	1282468	17909	38672	21939	27	10	22
r9-il_bin.0028	16	16	16	15	13	11	1577743	1577743	1577743	1570700	1539292	1469140	16	351773	1577743	1691044	47.45	47.38	126873	112802	101132	85538	4	5	8	9	9	6	1013270	2	0	0 + 8 part	87407	87.764	1.004	3.17	213.39	101.95	143356	1490308	83109	83109	57050	38759	8	8	13	15
r9_bin.0001	16	16	16	15	13	11	1577834	1577834	1577834	1570800	1539391	1469221	16	351666	1577834	1691044	47.43	47.38	126895	112817	101139	85565	4	5	8	9	9	6	1013190	2	0	0 + 8 part	87646	87.746	1.004	0.00	228.33	202.18	143052	1490160	83134	83134	57080	38761	8	8	13	15
ilmn_bin.0058	254	254	89	44	14	4	1927707	1927707	1558982	1235010	783639	422191	254	228708	1927707	1932976	50.00	50.23	16706	16706	6812	6568	24	24	70	71	12	12	328801	4	2	59 + 11 part	238798	85.904	1.017	0.00	166.88	7.17	124117	1686552	14721	14721	4647	4606	29	29	89	90
r103-il_bin.0099	15	15	15	14	11	7	2400685	2400685	2400685	2391478	2337706	2185710	15	921155	2400685	1932976	49.48	50.23	447830	447830	231832	271534	2	2	4	3	22	5	1900990	7	1	2 + 10 part	505400	94.568	1.037	0.00	180.31	12.09	247142	1895084	89141	117071	20184	63678	8	6	21	12
r103_bin.0027	18	18	18	16	12	7	2461241	2461241	2461241	2443777	2368138	2185889	18	921323	2461241	1932976	49.35	50.23	447962	447962	231816	271600	2	2	4	3	22	5	1901346	6	1	4 + 10 part	557081	94.963	1.037	0.00	181.36	16.72	247106	1903959	78153	117071	13780	63702	9	6	24	12
r104-il_bin.0021	19	19	19	19	14	11	1901062	1901062	1901062	1901062	1801264	1683978	19	304210	1901062	1932976	50.30	50.23	204988	176565	98502	90988	4	5	8	9	17	9	1291269	8	0	0 + 10 part	128104	86.883	1.056	0.00	115.75	12.44	176565	1772041	99857	90973	37420	33290	7	8	15	16
r104_bin.0104	19	19	19	19	14	11	1901117	1901117	1901117	1901117	1801317	1684032	19	304256	1901117	1932976	50.30	50.23	204991	176563	98524	90972	4	5	8	9	17	9	1291320	7	0	0 + 10 part	128096	86.895	1.056	0.00	120.20	12.15	176563	1772509	99856	90957	37420	33294	7	8	15	16
r9-il_bin.0040	14	14	14	14	12	10	2184369	2184369	2184369	2184369	2145149	2068546	14	544180	2184369	1932976	49.60	50.23	208868	208868	154316	188882	3	3	6	5	19	9	2010393	10	0	1 + 10 part	360587	92.443	1.021	0.00	99.50	13.38	248509	1823773	117088	131515	37475	79621	7	6	15	11
r9_bin.0092	16	16	16	16	14	11	2284733	2284733	2284733	2284733	2245513	2128255	16	544189	2284733	1932976	49.50	50.23	208882	208882	148817	188906	3	3	7	5	21	10	2070103	8	0	2 + 11 part	412809	94.018	1.030	0.00	111.59	19.37	248501	1871915	108813	131577	30291	78151	8	6	17	11
ilmn_bin.0009	133	133	98	61	21	2	1846968	1846968	1713390	1429903	781801	129779	133	67741	1846968	2500259	51.97	51.43	21370	13391	10638	-	28	46	57	-	2	2	19228	5	0	0 + 6 part	10886	72.965	1.006	0.00	131.72	6.52	66280	1834115	21370	13391	10223	-	28	46	58	-
r103-il_bin.0072	32	32	21	16	13	10	2508435	2508435	2482408	2445084	2398839	2292937	32	539639	2508435	2500259	52.11	51.43	315736	315736	162799	162799	3	3	6	6	10	5	1274965	31	1	17 + 14 part	405536	83.888	1.003	0.04	222.13	23.17	517360	2102899	121390	121390	58232	58232	5	5	12	12
r103_bin.0033	39	39	24	16	13	10	2420862	2420862	2380324	2330922	2284765	2181034	39	539744	2420862	2500259	51.51	51.43	315885	315885	112063	112063	3	3	6	6	9	5	1275262	32	0	27 + 12 part	334874	83.208	1.003	0.00	233.13	57.68	517399	2085988	121240	121240	61657	58226	4	4	10	11
r104-il_bin.0090	128	128	82	55	25	15	2829888	2829888	2717045	2513437	2033311	1690470	128	214888	2829888	2500259	52.04	51.43	76386	89371	22730	32886	12	10	29	20	11	7	752143	18	1	64 + 16 part	721376	82.884	1.017	0.00	205.71	19.30	164786	2105468	32886	53665	-	13094	18	14	-	41
r104_bin.0106	47	47	46	36	19	13	2046422	2046422	2041779	1961186	1663959	1455828	47	214941	2046422	2500259	52.00	51.43	97143	76384	37947	13966	8	11	15	30	9	6	727513	14	0	1 + 13 part	85748	77.147	1.016	0.00	246.88	38.73	164795	1958369	65541	53667	25658	9869	11	14	23	43
r9-il_bin.0218	11	11	11	11	11	8	2256851	2256851	2256851	2256851	2256851	2140387	11	528492	2256851	2500259	51.73	51.43	333133	333133	248881	159558	3	3	5	6	13	7	1558646	23	0	0 + 7 part	86196	85.853	1.011	0.00	208.24	20.40	402029	2168711	227119	157890	107565	72034	4	5	8	10
r9_bin.0187	11	11	11	11	11	8	2257403	2257403	2257403	2257403	2257403	2140800	11	528566	2257403	2500259	51.72	51.43	333158	333158	249014	159520	3	3	5	6	13	7	1559109	22	0	0 + 7 part	91238	85.653	1.012	0.00	188.04	32.83	402073	2164298	227233	157896	105060	72039	4	5	8	10
ilmn_bin.0023	410	410	100	45	12	2	2097104	2097104	1388042	988850	480609	131075	410	72614	2097104	2238808	51.39	51.48	9306	8313	3660	3029	52	60	144	176	16	14	179970	9	1	123 + 10 part	354002	76.689	1.015	0.00	219.99	7.28	67038	1740250	7879	6839	2164	1369	57	67	183	243
r103-il_bin.0002	16	16	16	13	13	9	2410391	2410391	2410391	2383113	2383113	2240799	16	444000	2410391	2238808	51.26	51.48	373077	373077	199323	224371	3	3	6	5	38	10	2066159	22	1	0 + 10 part	349088	89.614	1.027	0.00	260.58	20.39	233482	2063259	60998	79740	27566	33596	9	7	23	19
r103_bin.0053	20	20	20	19	15	10	2576301	2576301	2576301	2567001	2495708	2322803	20	444153	2576301	2238808	51.21	51.48	253692	373110	127862	224345	4	3	7	5	38	10	2056294	22	4	1 + 16 part	507488	88.933	1.039	0.00	302.40	32.95	233463	2070769	51699	79744	9512	33597	10	7	33	19
r104-il_bin.0028	29	29	25	21	17	10	2507974	2507974	2496386	2469913	2404370	2164638	29	398673	2507974	2238808	51.21	51.48	254340	254340	121744	164541	4	4	8	6	34	10	2048501	13	2	14 + 10 part	508072	88.873	1.005	0.04	225.01	13.32	225774	1999228	92325	99217	13755	40584	9	8	24	17
r104_bin.0080	32	32	27	22	17	10	2528993	2528993	2517098	2481013	2404410	2164679	32	398679	2528993	2238808	51.19	51.48	254384	254384	121665	164484	4	4	8	6	34	10	2048621	13	2	17 + 10 part	529046	88.875	1.005	0.00	243.90	18.14	225812	1999274	92297	99215	9511	40593	9	8	25	17
r9-il_bin.0086	31	31	27	24	18	12	2419071	2419071	2405709	2381481	2285962	2059300	31	413491	2419071	2238808	51.07	51.48	190812	190936	98319	114641	5	4	9	8	33	10	1741512	14	0	12 + 13 part	439484	87.095	1.015	0.00	211.70	13.80	167100	1978632	69622	85995	22253	31502	10	9	26	21
r9_bin.0081	31	31	27	24	17	12	2400771	2400771	2387142	2362914	2253669	2059682	31	413574	2400771	2238808	51.16	51.48	190831	190951	98345	114668	5	4	9	8	33	10	1741852	14	0	11 + 13 part	406227	87.708	1.016	0.00	221.23	20.57	167116	1993589	69622	85984	22255	31503	10	9	26	21
r9-il_bin.0082	23	23	22	22	17	12	1694192	1694192	1689724	1689724	1607598	1420367	23	350754	1694192	1776998	35.65	36.12	104758	104758	64425	61485	5	5	10	11	30	12	1273930	10	2	1 + 17 part	229132	81.539	1.011	1.42	354.74	122.23	167704	1464610	34697	34427	18832	14598	13	15	29	32
r9_bin.0053	29	29	27	26	19	14	1942198	1942198	1933711	1926770	1813012	1625650	29	350833	1942198	1776998	35.65	36.12	104792	105766	64415	71428	6	5	12	10	34	13	1384978	12	3	5 + 19 part	367004	87.161	1.017	0.00	438.20	298.22	167746	1574754	34469	36170	14090	23043	16	13	36	28
